index,번지,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,구,동,평,계약년,계약월,평형
811068,809,자양강변I-Park,84.95,202205,18,131000,11,2006,뚝섬로36길 75,광진구,자양동,28.0,2022,5,20평대
811069,219-11,자양동명진센트라임,34.25,202204,12,42000,8,2017,아차산로46가길 15,광진구,자양동,11.3,2022,4,10평대
811070,219-11,자양동명진센트라임,32.2,202204,13,41000,12,2017,아차산로46가길 15,광진구,자양동,10.6,2022,4,10평대
811071,645-1,자양동삼성,84.83,202203,21,100000,1,2001,뚝섬로52마길 70,광진구,자양동,28.0,2022,3,20평대
811072,645-5,자양동현대,84.55,202205,16,123000,8,1993,뚝섬로56길 72,광진구,자양동,27.9,2022,5,20평대
811077,783-1,자양우성7,84.93,202203,14,117000,6,1998,아차산로36길 39,광진구,자양동,28.0,2022,3,20평대
811078,783-1,자양우성7,84.93,202205,20,121000,6,1998,아차산로36길 39,광진구,자양동,28.0,2022,5,20평대
811079,783-1,자양우성7,59.94,202207,30,107000,11,1998,아차산로36길 39,광진구,자양동,19.8,2022,7,10평대
811081,786,자양현대6,59.98,202202,23,103000,15,1999,자양번영로3길 66,광진구,자양동,19.8,2022,2,10평대
811084,861,자양호반써밋,40.183,202201,11,62000,14,2021,능동로 69,광진구,자양동,13.3,2022,1,10평대
811087,810,자양힐101동,73.24,202204,25,90000,8,2005,자양로21길 16-14,광진구,자양동,24.2,2022,4,20평대
811088,830,한강아남,84.24,202202,15,110000,9,1995,능동로3다길 13,광진구,자양동,27.8,2022,2,20평대
811091,87-1,한강우성,84.72,202201,21,127000,20,1993,능동로1길 15,광진구,자양동,28.0,2022,1,20평대
811092,87-1,한강우성,84.72,202203,19,119000,7,1993,능동로1길 15,광진구,자양동,28.0,2022,3,20평대
811095,829,한강현대,83.45,202205,27,120000,10,1993,능동로 19,광진구,자양동,27.5,2022,5,20평대
811098,672,한솔리베르,83.31,202206,13,131000,24,2002,뚝섬로56가길 28,광진구,자양동,27.5,2022,6,20평대
811099,695,한양,107.31,202201,15,154000,11,1983,구의강변로 11,광진구,자양동,35.4,2022,1,30평대
811100,695,한양,137.45,202205,21,197000,6,1983,구의강변로 11,광진구,자양동,45.4,2022,5,40평대
811101,858,한영해시안,41.57,202207,27,50000,5,2015,동일로18길 10,광진구,자양동,13.7,2022,7,10평대
811107,670,현대3,84.9,202205,21,134000,21,1996,뚝섬로58길 101,광진구,자양동,28.0,2022,5,20평대
811108,670,현대3,84.9,202205,21,134000,21,1996,뚝섬로58길 101,광진구,자양동,28.0,2022,5,20평대
811112,609,삼민,73.56,202207,6,46000,1,1995,긴고랑로15길 32,광진구,중곡동,24.3,2022,7,20평대
811116,292,에스케이,58.43,202203,2,53000,8,1999,용마산로 174,광진구,중곡동,19.3,2022,3,10평대
811119,190-29,엘림퍼스트중곡동,54.13,202205,23,54000,9,2021,동일로 404,광진구,중곡동,17.9,2022,5,10평대
811124,699,욱현하이브Ⅲ,15.69,202201,4,13000,5,2012,용마산로1길 7,광진구,중곡동,5.2,2022,1,10평이하
811132,252-8,진흥아르미,84.96,202204,2,58000,6,2005,동일로 354,광진구,중곡동,28.0,2022,4,20평대
811134,238-6,한영해시안아파트,58.1,202207,12,59000,9,2017,동일로 380,광진구,중곡동,19.2,2022,7,10평대
811135,20-3,(20-3),12.42,202208,23,15000,6,2015,광나루로12길 5,광진구,화양동,4.1,2022,8,10평이하
811136,20-3,(20-3),12.42,202208,23,15000,4,2015,광나루로12길 5,광진구,화양동,4.1,2022,8,10평이하
811137,20-3,(20-3),16.22,202208,23,18000,6,2015,광나루로12길 5,광진구,화양동,5.4,2022,8,10평이하
811143,113-1,광진코지웰,13.83,202201,7,13000,3,2014,능동로19길 35,광진구,화양동,4.6,2022,1,10평이하
811144,113-1,광진코지웰,16.53,202203,12,13000,4,2014,능동로19길 35,광진구,화양동,5.5,2022,3,10평이하
811145,113-1,광진코지웰,18.63,202203,24,15000,10,2014,능동로19길 35,광진구,화양동,6.1,2022,3,10평이하
811146,113-1,광진코지웰,13.83,202204,11,13000,5,2014,능동로19길 35,광진구,화양동,4.6,2022,4,10평이하
811147,113-1,광진코지웰,15.63,202204,12,13000,9,2014,능동로19길 35,광진구,화양동,5.2,2022,4,10평이하
811148,113-1,광진코지웰,15.2,202205,20,14000,6,2014,능동로19길 35,광진구,화양동,5.0,2022,5,10평이하
811149,113-1,광진코지웰,14.71,202205,20,14000,12,2014,능동로19길 35,광진구,화양동,4.9,2022,5,10평이하
811150,113-1,광진코지웰,14.0,202207,30,13000,5,2014,능동로19길 35,광진구,화양동,4.6,2022,7,10평이하
811151,21-2,브라운스톤,65.09,202204,20,69000,15,2006,광나루로 346,광진구,화양동,21.5,2022,4,20평대
811157,530,씨즈건대힐스,14.23,202202,9,18000,5,2017,광나루로20길 17,광진구,화양동,4.7,2022,2,10평이하
811158,530,씨즈건대힐스,14.23,202205,3,18000,6,2017,광나루로20길 17,광진구,화양동,4.7,2022,5,10평이하
811160,111-102,아스하임(111-102),14.11,202201,22,20000,17,2018,광나루로 382,광진구,화양동,4.7,2022,1,10평이하
811161,111-102,아스하임(111-102),14.11,202204,6,19000,11,2018,광나루로 382,광진구,화양동,4.7,2022,4,10평이하
811162,111-102,아스하임(111-102),14.11,202204,6,19000,11,2018,광나루로 382,광진구,화양동,4.7,2022,4,10평이하
811163,111-102,아스하임(111-102),15.14,202208,20,20000,12,2018,광나루로 382,광진구,화양동,5.0,2022,8,10평이하
811164,111-89,위너스힐(111-89),58.05,202202,24,56000,10,2021,광나루로20길 34,광진구,화양동,19.2,2022,2,10평대
811165,111-89,위너스힐(111-89),52.04,202202,24,52000,13,2021,광나루로20길 34,광진구,화양동,17.2,2022,2,10평대
811166,9-91,캠퍼스프라자,72.69,202205,13,44000,6,1999,동일로22길 81,광진구,화양동,24.0,2022,5,20평대
811167,531,테라팰리스건대1차,68.0,202206,11,58000,7,2019,아차산로25길 60,광진구,화양동,22.4,2022,6,20평대
811171,234,화양현대,59.99,202203,31,64000,13,1999,동일로24길 5,광진구,화양동,19.8,2022,3,10평대
811174,139,효성,59.94,202204,20,47000,3,1998,남부순환로 1299,구로구,가리봉동,19.8,2022,4,10평대
811175,139,효성,59.94,202205,1,58000,18,1998,남부순환로 1299,구로구,가리봉동,19.8,2022,5,10평대
811176,491,LIPe-푸른아파트,59.2,202202,12,66000,7,2014,개봉로17아길 41-13,구로구,개봉동,19.5,2022,2,10평대
811180,489,개봉동현대아이파크,84.98,202201,19,64000,3,2006,개봉로2길 133-15,구로구,개봉동,28.0,2022,1,20평대
811181,489,개봉동현대아이파크,84.98,202201,20,63000,3,2006,개봉로2길 133-15,구로구,개봉동,28.0,2022,1,20평대
811182,489,개봉동현대아이파크,84.98,202202,9,63000,4,2006,개봉로2길 133-15,구로구,개봉동,28.0,2022,2,20평대
811183,489,개봉동현대아이파크,84.98,202205,6,72000,3,2006,개봉로2길 133-15,구로구,개봉동,28.0,2022,5,20평대
811184,489,개봉동현대아이파크,84.98,202206,10,89000,27,2006,개봉로2길 133-15,구로구,개봉동,28.0,2022,6,20평대
811185,489,개봉동현대아이파크,59.99,202207,12,66000,8,2006,개봉로2길 133-15,구로구,개봉동,19.8,2022,7,10평대
811189,492,개봉푸르지오,84.83,202202,10,88000,7,2014,남부순환로 775,구로구,개봉동,28.0,2022,2,20평대
811190,492,개봉푸르지오,84.83,202203,17,92000,13,2014,남부순환로 775,구로구,개봉동,28.0,2022,3,20평대
811191,492,개봉푸르지오,71.86,202205,21,82000,16,2014,남부순환로 775,구로구,개봉동,23.7,2022,5,20평대
811192,492,개봉푸르지오,84.88,202205,23,86000,4,2014,남부순환로 775,구로구,개봉동,28.0,2022,5,20평대
811196,60-101,거성푸르뫼,59.89,202202,15,53000,15,1993,고척로 85,구로구,개봉동,19.8,2022,2,10평대
811197,60-101,거성푸르뫼,59.89,202203,30,49000,7,1993,고척로 85,구로구,개봉동,19.8,2022,3,10평대
811198,60-101,거성푸르뫼,132.68,202205,5,83000,15,1993,고척로 85,구로구,개봉동,43.8,2022,5,40평대
811199,60-82,거성푸르뫼2,59.9,202201,15,54000,8,1994,고척로 82,구로구,개봉동,19.8,2022,1,10평대
811200,60-82,거성푸르뫼2,132.68,202204,16,81000,9,1994,고척로 82,구로구,개봉동,43.8,2022,4,40평대
811201,304-16,건양,74.96,202205,4,43000,4,2002,개봉로17나길 16,구로구,개봉동,24.7,2022,5,20평대
811202,47-1,건영,84.41,202205,22,70000,16,1994,고척로21나길 85-6,구로구,개봉동,27.9,2022,5,20평대
811205,477,대상,84.94,202202,16,70000,8,1999,개봉로1길 170,구로구,개봉동,28.0,2022,2,20평대
811206,477,대상,59.93,202203,5,64000,3,1999,개봉로1길 170,구로구,개봉동,19.8,2022,3,10평대
811210,335-1,동인,67.36,202206,22,46000,6,1989,서해안로34가길 22,구로구,개봉동,22.2,2022,6,20평대
811212,472,두산,84.96,202203,22,67000,10,1997,남부순환로95길 88,구로구,개봉동,28.0,2022,3,20평대
811213,472,두산,84.96,202203,28,66000,4,1997,남부순환로95길 88,구로구,개봉동,28.0,2022,3,20평대
811214,472,두산,59.69,202205,16,60000,5,1997,남부순환로95길 88,구로구,개봉동,19.7,2022,5,10평대
811215,472,두산,59.69,202207,9,68000,17,1997,남부순환로95길 88,구로구,개봉동,19.7,2022,7,10평대
811217,471,삼호,84.88,202203,12,70000,17,1996,남부순환로95길 16,구로구,개봉동,28.0,2022,3,20평대
811218,471,삼호,59.86,202204,9,60000,6,1996,남부순환로95길 16,구로구,개봉동,19.8,2022,4,10평대
811219,471,삼호,59.86,202204,15,60000,10,1996,남부순환로95길 16,구로구,개봉동,19.8,2022,4,10평대
811220,471,삼호,84.88,202204,29,71000,22,1996,남부순환로95길 16,구로구,개봉동,28.0,2022,4,20평대
811223,470,삼환,84.945,202204,6,65000,5,1995,남부순환로95길 54,구로구,개봉동,28.0,2022,4,20평대
811224,470,삼환,59.4,202205,1,58000,7,1995,남부순환로95길 54,구로구,개봉동,19.6,2022,5,10평대
811225,470,삼환,84.945,202205,1,71000,8,1995,남부순환로95길 54,구로구,개봉동,28.0,2022,5,20평대
811226,470,삼환,59.4,202205,1,58000,7,1995,남부순환로95길 54,구로구,개봉동,19.6,2022,5,10평대
811227,470,삼환,59.4,202205,2,58000,17,1995,남부순환로95길 54,구로구,개봉동,19.6,2022,5,10평대
811230,473,상우,84.06,202204,22,58000,3,1997,남부순환로97길 50,구로구,개봉동,27.7,2022,4,20평대
811234,170-30,신개봉삼환,84.99,202203,1,77000,13,2001,경인로38길 13,구로구,개봉동,28.0,2022,3,20평대
811235,318-36,신양지(가동),65.53,202202,8,40000,3,2004,개봉로17바길 49,구로구,개봉동,21.6,2022,2,20평대
811238,475,영화,59.78,202203,29,56000,15,1998,경인로40길 11,구로구,개봉동,19.7,2022,3,10평대
811239,475,영화,59.78,202205,31,61000,1,1998,경인로40길 11,구로구,개봉동,19.7,2022,5,10평대
811240,488,영화아이닉스,84.98,202204,24,73000,8,2005,개봉로1길 188,구로구,개봉동,28.0,2022,4,20평대
811243,483,율포그레이스빌,84.78,202204,15,71000,3,2002,남부순환로95길 42-15,구로구,개봉동,28.0,2022,4,20평대
811244,322-12,중앙힐,67.44,202204,7,48000,2,2000,개봉로17마길 9-22,구로구,개봉동,22.3,2022,4,20평대
811245,20-1,창동,56.46,202206,6,54000,5,1987,고척로21나길 48-80,구로구,개봉동,18.6,2022,6,10평대
811246,367-2,태경하이빌,78.67,202203,30,47000,5,2004,개봉로1길 46,구로구,개봉동,26.0,2022,3,20평대
811259,476,한마을,59.57,202201,10,62000,10,1999,경인로 382,구로구,개봉동,19.7,2022,1,10평대
811260,476,한마을,59.57,202201,14,65000,2,1999,경인로 382,구로구,개봉동,19.7,2022,1,10평대
811261,476,한마을,59.57,202202,19,66000,22,1999,경인로 382,구로구,개봉동,19.7,2022,2,10평대
811262,476,한마을,59.57,202203,5,64000,11,1999,경인로 382,구로구,개봉동,19.7,2022,3,10평대
811263,476,한마을,59.57,202204,19,63000,7,1999,경인로 382,구로구,개봉동,19.7,2022,4,10평대
811264,476,한마을,84.57,202204,20,75000,11,1999,경인로 382,구로구,개봉동,27.9,2022,4,20평대
811265,476,한마을,123.46,202204,21,94000,2,1999,경인로 382,구로구,개봉동,40.7,2022,4,40평대
811266,476,한마을,123.46,202204,21,94000,2,1999,경인로 382,구로구,개봉동,40.7,2022,4,40평대
811267,476,한마을,59.57,202205,8,70000,25,1999,경인로 382,구로구,개봉동,19.7,2022,5,10평대
811268,476,한마을,59.57,202205,16,66000,10,1999,경인로 382,구로구,개봉동,19.7,2022,5,10평대
811269,476,한마을,59.57,202206,20,68000,11,1999,경인로 382,구로구,개봉동,19.7,2022,6,10평대
811270,476,한마을,59.57,202206,27,66000,9,1999,경인로 382,구로구,개봉동,19.7,2022,6,10평대
811271,476,한마을,59.57,202207,29,74000,14,1999,경인로 382,구로구,개봉동,19.7,2022,7,10평대
811272,476,한마을,59.57,202208,10,74000,16,1999,경인로 382,구로구,개봉동,19.7,2022,8,10평대
811277,493,한양아이클래스구로,45.32,202203,14,35000,12,2018,개봉로23가길 10,구로구,개봉동,15.0,2022,3,10평대
811278,493,한양아이클래스구로,48.24,202205,28,36000,13,2018,개봉로23가길 10,구로구,개봉동,15.9,2022,5,10평대
811279,493,한양아이클래스구로,45.32,202207,8,37000,10,2018,개봉로23가길 10,구로구,개봉동,15.0,2022,7,10평대
811291,478,한진,59.95,202201,13,57000,9,2000,개봉로3길 87,구로구,개봉동,19.8,2022,1,10평대
811292,478,한진,84.96,202203,17,71000,11,2000,개봉로3길 87,구로구,개봉동,28.0,2022,3,20평대
811293,478,한진,59.95,202203,18,59000,7,2000,개봉로3길 87,구로구,개봉동,19.8,2022,3,10평대
811294,478,한진,59.95,202204,23,60000,13,2000,개봉로3길 87,구로구,개봉동,19.8,2022,4,10평대
811295,478,한진,59.95,202204,26,63000,2,2000,개봉로3길 87,구로구,개봉동,19.8,2022,4,10평대
811296,478,한진,84.96,202205,13,70000,3,2000,개봉로3길 87,구로구,개봉동,28.0,2022,5,20평대
811297,478,한진,84.96,202206,9,75000,18,2000,개봉로3길 87,구로구,개봉동,28.0,2022,6,20평대
811298,478,한진,84.96,202208,16,77000,15,2000,개봉로3길 87,구로구,개봉동,28.0,2022,8,20평대
811304,481,현대,59.94,202203,1,70000,22,2001,개봉로20길 6,구로구,개봉동,19.8,2022,3,10평대
811305,481,현대,114.99,202203,31,95000,12,2001,개봉로20길 6,구로구,개봉동,38.0,2022,3,30평대
811306,481,현대,59.94,202204,4,68000,18,2001,개봉로20길 6,구로구,개봉동,19.8,2022,4,10평대
811307,481,현대,59.94,202204,22,66000,5,2001,개봉로20길 6,구로구,개봉동,19.8,2022,4,10평대
811308,481,현대,84.99,202205,3,79000,5,2001,개봉로20길 6,구로구,개봉동,28.0,2022,5,20평대
811309,481,현대,114.99,202205,23,95000,9,2001,개봉로20길 6,구로구,개봉동,38.0,2022,5,30평대
811315,480,현대홈타운,84.915,202201,25,78000,23,2001,개봉로20길 158,구로구,개봉동,28.0,2022,1,20평대
811316,480,현대홈타운,59.49,202203,24,69000,20,2001,개봉로20길 158,구로구,개봉동,19.6,2022,3,10평대
811317,480,현대홈타운,115.0,202205,13,96000,4,2001,개봉로20길 158,구로구,개봉동,38.0,2022,5,30평대
811318,480,현대홈타운,84.915,202205,25,80000,25,2001,개봉로20길 158,구로구,개봉동,28.0,2022,5,20평대
811319,480,현대홈타운,115.0,202206,11,96000,10,2001,개봉로20길 158,구로구,개봉동,38.0,2022,6,30평대
811320,486,화신,58.37,202204,6,59000,8,2004,고척로27길 76,구로구,개봉동,19.3,2022,4,10평대
811321,486,화신,58.37,202204,6,59000,8,2004,고척로27길 76,구로구,개봉동,19.3,2022,4,10평대
811322,486,화신,65.95,202204,13,41000,3,2004,고척로27길 76,구로구,개봉동,21.8,2022,4,20평대
811323,269-1,개봉청구,58.67,202204,27,58000,7,1993,고척로40길 19,구로구,고척동,19.4,2022,4,10평대
811324,269-1,개봉청구,58.67,202204,27,58000,7,1993,고척로40길 19,구로구,고척동,19.4,2022,4,10평대
811326,340-1,고척LIG리가2차,59.95,202203,23,74000,15,2009,중앙로12길 17-8,구로구,고척동,19.8,2022,3,10평대
811328,343,고척월드메르디앙,84.93,202205,9,77000,2,2011,중앙로8길 11,구로구,고척동,28.0,2022,5,20평대
811331,339,고척파크푸르지오,114.99,202205,3,108000,11,2009,중앙로 121,구로구,고척동,38.0,2022,5,30평대
811333,323,그랜드,57.74,202203,22,40000,2,1997,고척로27바길 47,구로구,고척동,19.1,2022,3,10평대
811341,296,대우,59.96,202204,10,57000,13,1999,고척로52길 48,구로구,고척동,19.8,2022,4,10평대
811342,296,대우,114.95,202204,12,78000,8,1999,고척로52길 48,구로구,고척동,37.9,2022,4,30평대
811343,296,대우,84.99,202205,14,71000,2,1999,고척로52길 48,구로구,고척동,28.0,2022,5,20평대
811345,327,동아한신,59.77,202203,26,52000,5,2000,중앙로6길 17,구로구,고척동,19.7,2022,3,10평대
811346,327,동아한신,84.92,202204,1,73000,13,2000,중앙로6길 17,구로구,고척동,28.0,2022,4,20평대
811349,334,벽산,84.878,202202,19,69000,4,2003,경인로 390,구로구,고척동,28.0,2022,2,20평대
811350,334,벽산,84.878,202204,19,71000,1,2003,경인로 390,구로구,고척동,28.0,2022,4,20평대
811351,334,벽산,84.878,202205,14,91000,24,2003,경인로 390,구로구,고척동,28.0,2022,5,20평대
811353,57-9,산업인,47.27,202204,13,32000,1,1976,경인로47다길 43,구로구,고척동,15.6,2022,4,10평대
811354,97-3,삼명,43.74,202202,22,33000,1,1977,경서로1길 14,구로구,고척동,14.4,2022,2,10평대
811355,97-3,삼명,43.74,202203,17,33000,2,1977,경서로1길 14,구로구,고척동,14.4,2022,3,10평대
811356,97-3,삼명,43.74,202204,7,34000,1,1977,경서로1길 14,구로구,고척동,14.4,2022,4,10평대
811357,97-3,삼명,43.74,202206,29,36000,2,1977,경서로1길 14,구로구,고척동,14.4,2022,6,10평대
811360,330,삼익(1단지),59.82,202205,10,59000,8,2001,중앙로15길 132-17,구로구,고척동,19.7,2022,5,10평대
811362,331,삼익(2단지),84.96,202205,26,73000,11,2001,중앙로15길 125,구로구,고척동,28.0,2022,5,20평대
811366,336,삼환로즈빌,59.998,202201,15,60000,15,2004,경인로 343,구로구,고척동,19.8,2022,1,10평대
811367,336,삼환로즈빌,102.375,202203,24,75000,7,2004,경인로 343,구로구,고척동,33.8,2022,3,30평대
811368,336,삼환로즈빌,84.994,202205,27,78000,7,2004,경인로 343,구로구,고척동,28.1,2022,5,20평대
811371,141-1,서울가든,64.39,202206,12,66000,11,1989,중앙로5길 62,구로구,고척동,21.3,2022,6,20평대
811376,320,센츄리,84.56,202205,7,72000,8,1994,중앙로12길 12,구로구,고척동,27.9,2022,5,20평대
811377,324,신원프라자,59.97,202201,12,46000,12,1997,중앙로1길 18-18,구로구,고척동,19.8,2022,1,10평대
811378,324,신원프라자,59.97,202204,15,49000,8,1997,중앙로1길 18-18,구로구,고척동,19.8,2022,4,10평대
811380,76-55,"우성,현대아파트",68.7,202204,8,67000,11,1987,중앙로1길 18-19,구로구,고척동,22.7,2022,4,20평대
811381,76-55,"우성,현대아파트",58.5,202204,15,62000,8,1987,중앙로1길 18-19,구로구,고척동,19.3,2022,4,10평대
811384,167-102,진성그린아파트,73.54,202204,14,53000,5,2007,고척로47길 16-13,구로구,고척동,24.3,2022,4,20평대
811387,326,청구,114.12,202205,5,80000,12,1999,중앙로6길 5-15,구로구,고척동,37.7,2022,5,30평대
811388,329,청솔우성,84.66,202202,12,67000,7,2000,중앙로 101,구로구,고척동,27.9,2022,2,20평대
811389,329,청솔우성,59.27,202203,28,57000,8,2000,중앙로 101,구로구,고척동,19.6,2022,3,10평대
811390,329,청솔우성,84.66,202207,12,72000,7,2000,중앙로 101,구로구,고척동,27.9,2022,7,20평대
811397,52-332,한효,63.57,202201,3,60000,6,1985,중앙로5길 24,구로구,고척동,21.0,2022,1,20평대
811398,52-332,한효,69.87,202204,1,68000,10,1985,중앙로5길 24,구로구,고척동,23.1,2022,4,20평대
811399,52-332,한효,69.87,202205,6,65000,4,1985,중앙로5길 24,구로구,고척동,23.1,2022,5,20평대
811400,52-332,한효,66.72,202206,24,67000,5,1985,중앙로5길 24,구로구,고척동,22.0,2022,6,20평대
811401,716-17,(716-17),35.94,202202,25,20000,2,2000,구로동로15길 1-6,구로구,구로동,11.9,2022,2,10평대
811402,716-17,(716-17),35.94,202206,19,20000,2,2000,구로동로15길 1-6,구로구,구로동,11.9,2022,6,10평대
811404,717-15,(717-15)경원주택5동,49.83,202205,10,29000,5,1999,구로동로15길 13-3,구로구,구로동,16.4,2022,5,10평대
811405,717-22,(717-22)함양주택,47.83,202202,16,26000,5,1999,구로동로15길 13-8,구로구,구로동,15.8,2022,2,10평대
811408,740-11,(740-11),42.66,202205,28,23000,3,1997,구로동로20길 33,구로구,구로동,14.1,2022,5,10평대
811413,743-72,(743-72),58.3,202203,6,48000,2,1988,구로동로20길 41-17,구로구,구로동,19.2,2022,3,10평대
811414,744-23,(744-23),51.27,202201,3,30000,5,1996,구로동로20길 42,구로구,구로동,16.9,2022,1,10평대
811415,744-5,(744-5),58.96,202203,5,41000,4,1996,구로동로8길 47,구로구,구로동,19.5,2022,3,10평대
811416,745-57,(745-57),35.46,202204,19,19000,1,1997,구로동로12길 16-12,구로구,구로동,11.7,2022,4,10평대
811419,746-3,(746-3),53.1,202205,29,35000,3,2000,구로동로8길 38,구로구,구로동,17.5,2022,5,10평대
811421,747-33,(747-33),47.32,202203,9,26000,2,1996,구로동로18길 44-15,구로구,구로동,15.6,2022,3,10평대
811422,747-35,(747-35),50.52,202205,4,39000,1,1982,도림로3길 35-3,구로구,구로동,16.7,2022,5,10평대
811425,749-30,(749-30),50.44,202201,24,29000,2,1998,구로동로20길 58-19,구로구,구로동,16.6,2022,1,10평대
811429,749-46,(749-46),38.43,202205,27,24000,2,1996,구로동로20길 64-2,구로구,구로동,12.7,2022,5,10평대
811430,750-6,(750-6),49.08,202203,24,26000,3,1998,구로동로20길 52-8,구로구,구로동,16.2,2022,3,10평대
811431,750-7,(750-7),45.0,202205,11,32000,1,1994,구로동로20길 52-10,구로구,구로동,14.9,2022,5,10평대
811435,779-13,(779-13),27.69,202205,9,15000,2,1997,도림로14길 7-4,구로구,구로동,9.1,2022,5,10평이하
811439,780-58,(780-58),33.52,202206,2,22000,1,1997,도림로12길 5-6,구로구,구로동,11.1,2022,6,10평대
811443,791-21,(791-21)태영빌라,31.96,202207,13,20000,5,1999,디지털로27라길 32-6,구로구,구로동,10.5,2022,7,10평대
811444,791-21,(791-21)태영빌라,31.96,202207,18,20000,3,1999,디지털로27라길 32-6,구로구,구로동,10.5,2022,7,10평대
811445,791-4,(791-4),44.1,202203,26,30000,2,1995,디지털로27다길 45-6,구로구,구로동,14.6,2022,3,10평대
811446,791-4,(791-4),44.1,202207,26,33000,1,1995,디지털로27다길 45-6,구로구,구로동,14.6,2022,7,10평대
811447,791-62,(791-62),32.91,202203,5,24000,3,1997,디지털로27라길 34-7,구로구,구로동,10.9,2022,3,10평대
811450,792-78,(792-78),45.69,202204,6,22000,1,1996,디지털로27라길 39-11,구로구,구로동,15.1,2022,4,10평대
811451,792-86,(792-86),47.5,202207,11,24000,1,1996,디지털로27라길 29-14,구로구,구로동,15.7,2022,7,10평대
811452,793-24,(793-24),36.31,202206,18,19000,5,1997,도림로10길 5-13,구로구,구로동,12.0,2022,6,10평대
811453,793-46,(793-46),41.37,202204,21,20000,1,1997,도림로10길 5-3,구로구,구로동,13.7,2022,4,10평대
811454,793-54,(793-54),31.4,202205,23,20000,3,1998,도림로10길 5-1,구로구,구로동,10.4,2022,5,10평대
811455,794-17,(794-17),38.96,202201,1,19000,5,1997,도림로10길 18-4,구로구,구로동,12.9,2022,1,10평대
811458,796-16,(796-16),42.56,202204,8,24000,3,1996,도림로6길 39-34,구로구,구로동,14.0,2022,4,10평대
811459,796-65,(796-65)삼성주택,44.0,202204,20,30000,5,1985,디지털로27라길 16,구로구,구로동,14.5,2022,4,10평대
811460,797-25,(797-25),37.08,202205,21,27000,1,1994,도림로6길 36-4,구로구,구로동,12.2,2022,5,10평대
811461,797-26,(797-26),35.52,202201,15,22000,5,1996,도림로6길 30-3,구로구,구로동,11.7,2022,1,10평대
811462,797-5,(797-5),33.12,202208,6,27000,2,1996,도림로6길 34,구로구,구로동,10.9,2022,8,10평대
811466,798-22,(798-22),44.84,202207,15,27000,5,1996,디지털로27길 120-7,구로구,구로동,14.8,2022,7,10평대
811467,799-11,(799-11),35.58,202207,22,24000,5,1996,디지털로27라길 15,구로구,구로동,11.7,2022,7,10평대
811470,806-14,(806-14),31.81,202201,4,17000,5,1967,도림로3길 7,구로구,구로동,10.5,2022,1,10평대
811473,807-29,(807-29),27.9,202204,19,18000,4,1996,구로동로12길 4-24,구로구,구로동,9.2,2022,4,10평이하
811474,807-37,(807-37),31.11,202204,6,20000,4,1996,구로동로12길 4-14,구로구,구로동,10.3,2022,4,10평대
811477,487-24,M센트럴뷰,53.03,202201,16,47000,2,2020,구로동로42길 9,구로구,구로동,17.5,2022,1,10평대
811478,487-24,M센트럴뷰,48.61,202206,27,32000,5,2020,구로동로42길 9,구로구,구로동,16.0,2022,6,10평대
811479,487-24,M센트럴뷰,49.29,202206,27,55000,8,2020,구로동로42길 9,구로구,구로동,16.3,2022,6,10평대
811489,1265,구로두산,44.64,202201,19,46000,18,1998,도림로 59,구로구,구로동,14.7,2022,1,10평대
811490,1265,구로두산,63.33,202201,28,53000,10,1998,도림로 59,구로구,구로동,20.9,2022,1,20평대
811491,1265,구로두산,44.64,202202,11,47000,12,1998,도림로 59,구로구,구로동,14.7,2022,2,10평대
811492,1265,구로두산,51.84,202203,1,55000,14,1998,도림로 59,구로구,구로동,17.1,2022,3,10평대
811493,1265,구로두산,44.64,202204,27,49000,20,1998,도림로 59,구로구,구로동,14.7,2022,4,10평대
811494,1265,구로두산,84.9,202205,13,76000,7,1998,도림로 59,구로구,구로동,28.0,2022,5,20평대
811495,1265,구로두산,44.64,202205,14,50000,24,1998,도림로 59,구로구,구로동,14.7,2022,5,10평대
811496,1265,구로두산,51.84,202205,24,57000,20,1998,도림로 59,구로구,구로동,17.1,2022,5,10평대
811497,1265,구로두산,44.64,202206,4,50000,15,1998,도림로 59,구로구,구로동,14.7,2022,6,10평대
811498,1265,구로두산,44.64,202206,24,51000,25,1998,도림로 59,구로구,구로동,14.7,2022,6,10평대
811501,1278,구로두산위브,36.88,202201,14,39000,9,2006,디지털로31길 85,구로구,구로동,12.2,2022,1,10평대
811502,1278,구로두산위브,36.88,202202,10,41000,15,2006,디지털로31길 85,구로구,구로동,12.2,2022,2,10평대
811503,1278,구로두산위브,36.88,202203,30,38000,7,2006,디지털로31길 85,구로구,구로동,12.2,2022,3,10평대
811504,1278,구로두산위브,36.88,202205,4,39000,9,2006,디지털로31길 85,구로구,구로동,12.2,2022,5,10평대
811505,1278,구로두산위브,36.88,202206,27,40000,10,2006,디지털로31길 85,구로구,구로동,12.2,2022,6,10평대
811506,806-9,구로아트빌라3동,59.94,202205,20,49000,5,1997,도림로3길 15,구로구,구로동,19.8,2022,5,10평대
811507,806-29,구로아트빌라5동(806-29),59.91,202206,1,45000,4,1997,구로동로8길 18-12,구로구,구로동,19.8,2022,6,10평대
811508,804-4,구로아트빌라9,59.89,202207,25,46000,2,1997,도림로3길 24,구로구,구로동,19.8,2022,7,10평대
