index,번지,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,구,동,평,계약년,계약월,평형
816010,82,우성,128.315,202201,22,147000,14,1991,삼개로 33,마포구,도화동,42.3,2022,1,40평대
816011,82,우성,141.515,202205,10,152000,3,1991,삼개로 33,마포구,도화동,46.7,2022,5,40평대
816012,82,우성,141.515,202205,30,150000,14,1991,삼개로 33,마포구,도화동,46.7,2022,5,40평대
816013,82,우성,68.94,202208,18,114000,14,1991,삼개로 33,마포구,도화동,22.8,2022,8,20평대
816021,555,한화오벨리스크,49.87,202201,19,76000,11,2004,마포대로 33,마포구,도화동,16.5,2022,1,10평대
816022,555,한화오벨리스크,38.88,202201,20,48000,10,2004,마포대로 33,마포구,도화동,12.8,2022,1,10평대
816023,555,한화오벨리스크,75.72,202201,28,96000,18,2004,마포대로 33,마포구,도화동,25.0,2022,1,20평대
816024,555,한화오벨리스크,41.32,202203,25,52000,8,2004,마포대로 33,마포구,도화동,13.6,2022,3,10평대
816025,555,한화오벨리스크,41.32,202204,4,52000,7,2004,마포대로 33,마포구,도화동,13.6,2022,4,10평대
816026,555,한화오벨리스크,41.32,202204,18,51000,2,2004,마포대로 33,마포구,도화동,13.6,2022,4,10평대
816027,555,한화오벨리스크,75.72,202205,5,100000,23,2004,마포대로 33,마포구,도화동,25.0,2022,5,20평대
816028,555,한화오벨리스크,41.32,202206,4,52000,5,2004,마포대로 33,마포구,도화동,13.6,2022,6,10평대
816029,555,한화오벨리스크,38.08,202206,8,49000,6,2004,마포대로 33,마포구,도화동,12.6,2022,6,10평대
816033,353,현대홈타운,113.25,202202,15,135000,9,2000,새창로8길 72,마포구,도화동,37.4,2022,2,30평대
816034,353,현대홈타운,59.17,202204,9,94000,8,2000,새창로8길 72,마포구,도화동,19.5,2022,4,10평대
816035,353,현대홈타운,113.25,202204,29,134000,9,2000,새창로8길 72,마포구,도화동,37.4,2022,4,30평대
816036,353,현대홈타운,84.95,202206,1,129000,17,2000,새창로8길 72,마포구,도화동,28.0,2022,6,20평대
816037,353,현대홈타운,84.95,202206,1,129000,17,2000,새창로8길 72,마포구,도화동,28.0,2022,6,20평대
816038,353,현대홈타운,84.95,202207,16,139000,20,2000,새창로8길 72,마포구,도화동,28.0,2022,7,20평대
816039,200-38,광남벨라스1동,83.91,202206,11,99000,1,2003,동교로27길 7,마포구,동교동,27.7,2022,6,20평대
816040,350,강변한신코아,77.22,202205,19,72000,9,1992,마포대로4다길 18,마포구,마포동,25.5,2022,5,20평대
816043,253,마포쌍용황금아파트,84.9,202204,2,97000,11,2000,마포대로4라길 30,마포구,마포동,28.0,2022,4,20평대
816044,253,마포쌍용황금아파트,84.9,202205,10,96000,13,2000,마포대로4라길 30,마포구,마포동,28.0,2022,5,20평대
816045,253,마포쌍용황금아파트,84.9,202206,11,99000,15,2000,마포대로4라길 30,마포구,마포동,28.0,2022,6,20평대
816051,449,비체힐리버뷰,16.6071,202202,14,13000,4,2012,마포대로4나길 71,마포구,마포동,5.5,2022,2,10평이하
816052,449,비체힐리버뷰,16.6071,202202,15,13000,2,2012,마포대로4나길 71,마포구,마포동,5.5,2022,2,10평이하
816053,449,비체힐리버뷰,16.5186,202203,28,13000,6,2012,마포대로4나길 71,마포구,마포동,5.5,2022,3,10평이하
816054,449,비체힐리버뷰,18.7586,202204,14,13000,6,2012,마포대로4나길 71,마포구,마포동,6.2,2022,4,10평이하
816055,449,비체힐리버뷰,14.5586,202204,26,12000,7,2012,마포대로4나길 71,마포구,마포동,4.8,2022,4,10평이하
816056,449,비체힐리버뷰,16.6071,202204,30,13000,2,2012,마포대로4나길 71,마포구,마포동,5.5,2022,4,10평이하
816057,449,비체힐리버뷰,18.2771,202206,16,13000,1,2012,마포대로4나길 71,마포구,마포동,6.0,2022,6,10평이하
816058,490,강변타운,84.98,202201,4,85000,1,2000,동교로3길 79,마포구,망원동,28.0,2022,1,20평대
816059,490,강변타운,59.85,202202,19,68000,2,2000,동교로3길 79,마포구,망원동,19.8,2022,2,10평대
816060,465-3,광남캐스빌B,65.5,202201,15,67000,7,2002,방울내로5길 41,마포구,망원동,21.6,2022,1,20평대
816062,471-3,노아아크빌,106.2,202201,11,87000,6,2004,방울내로11길 27,마포구,망원동,35.0,2022,1,30평대
816068,496,대림1,84.96,202202,18,87000,4,2002,망원로2길 103,마포구,망원동,28.0,2022,2,20평대
816069,496,대림1,84.96,202204,16,96000,16,2002,망원로2길 103,마포구,망원동,28.0,2022,4,20평대
816070,491,대상3,59.61,202203,8,67000,3,2000,월드컵로31길 103,마포구,망원동,19.7,2022,3,10평대
816071,491,대상3,84.9,202205,5,79000,4,2000,월드컵로31길 103,마포구,망원동,28.0,2022,5,20평대
816072,491,대상3,84.9,202205,27,80000,2,2000,월드컵로31길 103,마포구,망원동,28.0,2022,5,20평대
816073,491,대상3,59.61,202207,2,68000,1,2000,월드컵로31길 103,마포구,망원동,19.7,2022,7,10평대
816075,463-2,동보프리미아,63.02,202207,14,74000,10,2004,방울내로11길 181,마포구,망원동,20.8,2022,7,20평대
816078,483-3,리츠,58.44,202206,9,68000,4,2013,월드컵로25길 17,마포구,망원동,19.3,2022,6,10평대
816079,523,마포월드컵제이스카이,49.61,202204,18,61000,10,2021,방울내로11길 38,마포구,망원동,16.4,2022,4,10평대
816082,521,마포한강아이파크,59.3813,202204,2,115000,13,2019,희우정로 77,마포구,망원동,19.6,2022,4,10평대
816084,522,마포한강제이스카이,49.664,202206,29,64000,12,2019,방울내로 37,마포구,망원동,16.4,2022,6,10평대
816086,516,망원동동원데쟈뷰,82.9,202204,23,70000,4,2008,방울내로9안길 57,마포구,망원동,27.4,2022,4,20평대
816088,433-9,미원2,59.79,202203,17,61000,1,1997,월드컵로29길 68,마포구,망원동,19.7,2022,3,10평대
816089,433-9,미원2,59.79,202205,31,62000,1,1997,월드컵로29길 68,마포구,망원동,19.7,2022,5,10평대
816090,433-9,미원2,55.29,202208,27,59000,8,1997,월드컵로29길 68,마포구,망원동,18.2,2022,8,10평대
816091,384-7,삼우월드,92.6,202205,23,76000,6,2004,월드컵로11길 37,마포구,망원동,30.6,2022,5,30평대
816093,513,상암마젤란21,82.39,202204,30,67000,1,2005,방울내로11길 43,마포구,망원동,27.2,2022,4,20평대
816096,489,성원2,59.43,202201,22,62000,1,1999,망원로4길 8,마포구,망원동,19.6,2022,1,10평대
816098,439-1,솔루체,54.13,202206,2,63000,4,2021,방울내로1길 24,마포구,망원동,17.9,2022,6,10평대
816099,525,솔루체2차아파트,48.31,202202,28,51000,7,2022,월드컵로31길 116,마포구,망원동,15.9,2022,2,10평대
816100,525,솔루체2차아파트,48.31,202202,28,49000,5,2022,월드컵로31길 116,마포구,망원동,15.9,2022,2,10평대
816101,525,솔루체2차아파트,48.31,202203,5,48000,6,2022,월드컵로31길 116,마포구,망원동,15.9,2022,3,10평대
816102,525,솔루체2차아파트,48.31,202203,14,49000,6,2022,월드컵로31길 116,마포구,망원동,15.9,2022,3,10평대
816103,525,솔루체2차아파트,48.13,202203,17,47000,3,2022,월드컵로31길 116,마포구,망원동,15.9,2022,3,10평대
816104,525,솔루체2차아파트,46.11,202204,15,47000,4,2022,월드컵로31길 116,마포구,망원동,15.2,2022,4,10평대
816105,525,솔루체2차아파트,48.31,202204,24,49000,3,2022,월드컵로31길 116,마포구,망원동,15.9,2022,4,10평대
816106,525,솔루체2차아파트,47.16,202205,19,48000,3,2022,월드컵로31길 116,마포구,망원동,15.6,2022,5,10평대
816107,525,솔루체2차아파트,45.51,202206,21,48000,5,2022,월드컵로31길 116,마포구,망원동,15.0,2022,6,10평대
816108,476-3,스카이캐슬,45.18,202201,27,43000,2,2019,월드컵로29길 14,마포구,망원동,14.9,2022,1,10평대
816109,476-3,스카이캐슬,45.18,202205,23,44000,4,2019,월드컵로29길 14,마포구,망원동,14.9,2022,5,10평대
816110,507,신부파스카4차,75.42,202203,17,77000,13,2004,방울내로 43,마포구,망원동,24.9,2022,3,20평대
816111,507,신부파스카4차,84.62,202204,4,82000,7,2004,방울내로 43,마포구,망원동,27.9,2022,4,20평대
816112,507,신부파스카4차,77.11,202205,14,77000,10,2004,방울내로 43,마포구,망원동,25.4,2022,5,20평대
816114,518,신부파스카5차,37.17,202205,10,30000,3,2013,방울내로11길 73,마포구,망원동,12.3,2022,5,10평대
816115,518,신부파스카5차,37.17,202205,11,30000,4,2013,방울내로11길 73,마포구,망원동,12.3,2022,5,10평대
816116,517,영화블렌하임,107.33,202206,7,102000,7,2009,월드컵로25길 26,마포구,망원동,35.4,2022,6,30평대
816118,419-3,참존1차(419-3),63.08,202205,11,68000,6,2005,망원로 19,마포구,망원동,20.8,2022,5,20평대
816119,419-3,참존1차(419-3),62.78,202205,23,63000,4,2005,망원로 19,마포구,망원동,20.7,2022,5,20평대
816121,500,한강1차대주피오레,79.38,202202,23,74000,7,2003,동교로3길 67,마포구,망원동,26.2,2022,2,20평대
816122,499,한강2차대주피오레,99.16,202201,19,71000,5,2003,동교로3길 115,마포구,망원동,32.7,2022,1,30평대
816123,499,한강2차대주피오레,99.16,202205,14,93000,12,2003,동교로3길 115,마포구,망원동,32.7,2022,5,30평대
816124,236-2,한강그린1차아파트,60.04,202204,23,68000,2,2011,동교로1길 22,마포구,망원동,19.8,2022,4,10평대
816125,515,한강월드컵,59.99,202206,6,75000,4,2006,방울내로9안길 64,마포구,망원동,19.8,2022,6,10평대
816129,382-3,해오름2차,93.99,202207,9,88000,6,2007,월드컵로17길 67,마포구,망원동,31.0,2022,7,30평대
816130,509,휴먼빌,84.963,202201,28,82000,2,2004,방울내로 31,마포구,망원동,28.0,2022,1,20평대
816136,402,래미안밤섬리베뉴Ⅰ,59.99,202201,23,157000,21,2014,독막로20나길 22,마포구,상수동,19.8,2022,1,10평대
816137,402,래미안밤섬리베뉴Ⅰ,59.99,202208,11,150000,20,2014,독막로20나길 22,마포구,상수동,19.8,2022,8,10평대
816141,398,래미안밤섬리베뉴Ⅱ,84.98,202202,26,167000,15,2014,독막로20나길 21,마포구,상수동,28.0,2022,2,20평대
816142,398,래미안밤섬리베뉴Ⅱ,84.92,202204,16,163000,6,2014,독막로20나길 21,마포구,상수동,28.0,2022,4,20평대
816144,394,신구강변연가,187.426,202201,4,255000,15,2004,토정로 136-11,마포구,상수동,61.9,2022,1,50평이상
816145,394,신구강변연가,152.336,202206,6,198000,11,2004,토정로 136-11,마포구,상수동,50.3,2022,6,50평이상
816146,363,월드메르디앙,144.19,202201,11,168000,4,2000,와우산로 4,마포구,상수동,47.6,2022,1,40평대
816149,1743,상암월드컵파크12단지,84.89,202207,14,123000,5,2010,월드컵북로 502-7,마포구,상암동,28.0,2022,7,20평대
816152,1637,상암월드컵파크2단지,59.92,202202,26,106000,11,2003,월드컵북로47길 46,마포구,상암동,19.8,2022,2,10평대
816153,1637,상암월드컵파크2단지,59.92,202205,13,98000,6,2003,월드컵북로47길 46,마포구,상암동,19.8,2022,5,10평대
816154,1637,상암월드컵파크2단지,59.92,202205,14,102000,7,2003,월드컵북로47길 46,마포구,상암동,19.8,2022,5,10평대
816155,1637,상암월드컵파크2단지,59.92,202207,6,111000,14,2003,월드컵북로47길 46,마포구,상암동,19.8,2022,7,10평대
816156,1643,상암월드컵파크3단지,84.94,202204,4,112000,5,2003,월드컵로 338,마포구,상암동,28.0,2022,4,20평대
816161,1655,상암월드컵파크4단지,84.7,202205,5,125000,10,2006,상암산로1길 24,마포구,상암동,28.0,2022,5,20평대
816162,1658,상암월드컵파크5단지,104.69,202205,20,139000,6,2005,상암산로1길 52,마포구,상암동,34.6,2022,5,30평대
816169,1689,상암월드컵파크6단지,104.32,202204,24,146000,14,2005,상암산로1길 57,마포구,상암동,34.4,2022,4,30평대
816170,1689,상암월드컵파크6단지,84.53,202206,9,128000,13,2005,상암산로1길 57,마포구,상암동,27.9,2022,6,20평대
816173,1660,상암월드컵파크7단지,84.74,202202,12,111000,8,2005,상암산로1길 92,마포구,상암동,28.0,2022,2,20평대
816174,1660,상암월드컵파크7단지,84.9,202203,16,120000,11,2005,상암산로1길 92,마포구,상암동,28.0,2022,3,20평대
816175,1660,상암월드컵파크7단지,104.68,202203,26,136000,6,2005,상암산로1길 92,마포구,상암동,34.5,2022,3,30평대
816176,1660,상암월드컵파크7단지,84.74,202206,23,117000,6,2005,상암산로1길 92,마포구,상암동,28.0,2022,6,20평대
816177,1660,상암월드컵파크7단지,84.45,202207,23,121000,4,2005,상암산로1길 92,마포구,상암동,27.9,2022,7,20평대
816178,1752,상암월드컵파크9단지,84.98,202206,24,117000,3,2010,월드컵북로 501,마포구,상암동,28.0,2022,6,20평대
816179,34-51,예인하우스,81.2,202205,18,126000,2,2012,월드컵북로43길 38,마포구,상암동,26.8,2022,5,20평대
816181,1630,휴먼시아1단지,84.91,202202,18,111000,8,2009,월드컵북로43길 11,마포구,상암동,28.0,2022,2,20평대
816182,1618,휴먼시아2단지,51.98,202205,24,83000,8,2009,월드컵북로42가길 11,마포구,상암동,17.2,2022,5,10평대
816183,381-4,광남푸른마을,73.23,202202,19,92000,2,2001,양화로7안길 35,마포구,서교동,24.2,2022,2,20평대
816184,329-2,대아,59.85,202206,20,116000,9,1997,와우산로33길 26-7,마포구,서교동,19.8,2022,6,10평대
816192,487,대우미래사랑,34.29,202202,14,28000,9,2005,월드컵북로5나길 18,마포구,서교동,11.3,2022,2,10평대
816193,487,대우미래사랑,34.29,202203,12,28000,10,2005,월드컵북로5나길 18,마포구,서교동,11.3,2022,3,10평대
816194,487,대우미래사랑,34.29,202203,29,28000,4,2005,월드컵북로5나길 18,마포구,서교동,11.3,2022,3,10평대
816195,487,대우미래사랑,29.35,202204,8,27000,11,2005,월드컵북로5나길 18,마포구,서교동,9.7,2022,4,10평이하
816196,487,대우미래사랑,33.8,202204,23,28000,12,2005,월드컵북로5나길 18,마포구,서교동,11.2,2022,4,10평대
816197,487,대우미래사랑,34.29,202206,7,28000,5,2005,월드컵북로5나길 18,마포구,서교동,11.3,2022,6,10평대
816198,487,대우미래사랑,34.29,202207,26,28000,8,2005,월드컵북로5나길 18,마포구,서교동,11.3,2022,7,10평대
816204,490,메세나폴리스,148.981,202205,27,223000,33,2012,양화로 45,마포구,서교동,49.2,2022,5,40평대
816205,486,서교푸르지오,92.448,202204,29,120000,18,2004,홍익로 10,마포구,서교동,30.5,2022,4,30평대
816206,486,서교푸르지오,92.448,202205,20,116000,11,2004,홍익로 10,마포구,서교동,30.5,2022,5,30평대
816208,453-15,센트레,81.35,202206,7,83000,2,2002,월드컵북로7길 42,마포구,서교동,26.8,2022,6,20평대
816209,453-15,센트레,81.35,202206,22,84000,2,2002,월드컵북로7길 42,마포구,서교동,26.8,2022,6,20평대
816211,458-6,에덴지우,70.91,202208,13,137000,7,2011,동교로17길 45,마포구,서교동,23.4,2022,8,20평대
816212,371-7,엠제이더퍼스트홍대,14.97,202204,21,23000,6,2018,양화로 114,마포구,서교동,4.9,2022,4,10평이하
816214,254-28,그레이스,37.42,202204,27,34000,1,2002,월드컵로26길 21,마포구,성산동,12.3,2022,4,10평대
816215,596,대원,59.69,202205,19,76000,2,1999,성산로4길 75,마포구,성산동,19.7,2022,5,10평대
816217,254-29,부림베스트빌,83.41,202204,5,71000,4,2002,월드컵로26길 17,마포구,성산동,27.5,2022,4,20평대
816218,646-2,삼우캐슬,71.04,202208,16,67000,3,2008,성미산로 18,마포구,성산동,23.4,2022,8,20평대
816223,650,성산동자담이움아파트,84.97,202203,18,90000,3,2006,월드컵로26길 57,마포구,성산동,28.0,2022,3,20평대
816229,446,성산시영(대우),50.03,202203,12,97000,1,1986,월드컵북로 260,마포구,성산동,16.5,2022,3,10평대
816230,446,성산시영(대우),50.03,202203,18,97000,2,1986,월드컵북로 260,마포구,성산동,16.5,2022,3,10평대
816231,446,성산시영(대우),50.03,202203,22,99000,12,1986,월드컵북로 260,마포구,성산동,16.5,2022,3,10평대
816232,446,성산시영(대우),50.03,202203,28,99000,11,1986,월드컵북로 260,마포구,성산동,16.5,2022,3,10평대
816233,446,성산시영(대우),50.03,202203,31,97000,1,1986,월드컵북로 260,마포구,성산동,16.5,2022,3,10평대
816234,446,성산시영(대우),50.03,202204,8,99000,4,1986,월드컵북로 235,마포구,성산동,16.5,2022,4,10평대
816235,446,성산시영(대우),50.03,202205,3,102000,7,1986,월드컵북로 260,마포구,성산동,16.5,2022,5,10평대
816236,446,성산시영(대우),50.03,202205,16,106000,10,1986,월드컵북로 260,마포구,성산동,16.5,2022,5,10평대
816237,446,성산시영(대우),50.03,202205,26,105000,6,1986,월드컵북로 235,마포구,성산동,16.5,2022,5,10평대
816238,446,성산시영(대우),50.03,202205,29,105000,14,1986,월드컵북로 235,마포구,성산동,16.5,2022,5,10평대
816239,446,성산시영(대우),50.03,202205,30,105000,8,1986,월드컵북로 235,마포구,성산동,16.5,2022,5,10평대
816240,446,성산시영(대우),50.03,202206,8,104000,10,1986,월드컵북로 260,마포구,성산동,16.5,2022,6,10평대
816241,446,성산시영(대우),50.03,202206,30,108000,11,1986,월드컵북로 260,마포구,성산동,16.5,2022,6,10평대
816245,446,성산시영(선경),50.54,202203,11,102000,13,1986,월드컵북로 235,마포구,성산동,16.7,2022,3,10평대
816246,446,성산시영(선경),50.54,202204,27,102000,8,1986,월드컵북로 235,마포구,성산동,16.7,2022,4,10평대
816247,446,성산시영(선경),50.54,202204,28,102000,13,1986,월드컵북로 235,마포구,성산동,16.7,2022,4,10평대
816248,446,성산시영(선경),50.54,202206,1,107000,14,1986,월드컵북로 235,마포구,성산동,16.7,2022,6,10평대
816249,446,성산시영(선경),50.54,202207,28,110000,3,1986,월드컵북로 235,마포구,성산동,16.7,2022,7,10평대
816254,446,성산시영(유원),59.43,202202,9,114000,7,1986,월드컵북로 235,마포구,성산동,19.6,2022,2,10평대
816255,446,성산시영(유원),59.43,202203,9,114000,6,1986,월드컵북로 235,마포구,성산동,19.6,2022,3,10평대
816256,446,성산시영(유원),59.43,202203,17,116000,13,1986,월드컵북로 235,마포구,성산동,19.6,2022,3,10평대
816257,446,성산시영(유원),59.43,202203,18,116000,6,1986,월드컵북로 235,마포구,성산동,19.6,2022,3,10평대
816258,446,성산시영(유원),59.43,202203,26,115000,8,1986,월드컵북로 235,마포구,성산동,19.6,2022,3,10평대
816259,446,성산시영(유원),59.43,202204,5,118000,5,1986,월드컵북로 235,마포구,성산동,19.6,2022,4,10평대
816260,446,성산시영(유원),59.43,202204,6,103000,2,1986,월드컵북로 235,마포구,성산동,19.6,2022,4,10평대
816261,446,성산시영(유원),59.43,202205,13,121000,13,1986,월드컵북로 235,마포구,성산동,19.6,2022,5,10평대
816262,446,성산시영(유원),59.43,202206,12,119000,9,1986,월드컵북로 235,마포구,성산동,19.6,2022,6,10평대
816263,446,성산시영(유원),59.43,202206,20,118000,4,1986,월드컵북로 235,마포구,성산동,19.6,2022,6,10평대
816264,601,성산월드타운대림,84.549,202202,6,88000,9,2004,월드컵북로30길 9-22,마포구,성산동,27.9,2022,2,20평대
816265,601,성산월드타운대림,84.689,202202,8,95000,22,2004,월드컵북로30길 9-22,마포구,성산동,28.0,2022,2,20평대
816266,601,성산월드타운대림,84.689,202202,24,86000,2,2004,월드컵북로30길 9-22,마포구,성산동,28.0,2022,2,20평대
816267,601,성산월드타운대림,117.898,202205,6,117000,8,2004,월드컵북로30길 9-22,마포구,성산동,38.9,2022,5,30평대
816269,81-106,성산힐아파트,68.64,202206,4,67000,7,2011,성산로6길 37-10,마포구,성산동,22.7,2022,6,20평대
816271,214-15,엘지(214-15),113.64,202201,25,114000,3,2003,월드컵로30다길 23-15,마포구,성산동,37.5,2022,1,30평대
816273,199-53,한림101동,80.14,202205,13,71000,6,2004,새터산5길 17,마포구,성산동,26.4,2022,5,20평대
816275,254-8,현대하이츠아파트,84.7,202207,13,90000,5,2007,월드컵로26길 13,마포구,성산동,28.0,2022,7,20평대
816276,15-80,공덕프로포즈Ⅱ,14.03,202203,2,16000,17,2015,만리재로 35,마포구,신공덕동,4.6,2022,3,10평이하
816277,15-80,공덕프로포즈Ⅱ,14.03,202208,24,16000,12,2015,만리재로 35,마포구,신공덕동,4.6,2022,8,10평이하
816280,167,대우메트로디오빌,49.97,202201,5,78000,27,2005,백범로 199,마포구,신공덕동,16.5,2022,1,10평대
816281,167,대우메트로디오빌,34.39,202203,29,42000,26,2005,백범로 199,마포구,신공덕동,11.3,2022,3,10평대
816282,167,대우메트로디오빌,34.39,202204,3,41000,24,2005,백범로 199,마포구,신공덕동,11.3,2022,4,10평대
816283,167,대우메트로디오빌,34.39,202204,28,41000,19,2005,백범로 199,마포구,신공덕동,11.3,2022,4,10평대
816284,170,브라운스톤공덕,59.89,202204,2,116000,5,2009,백범로 230,마포구,신공덕동,19.8,2022,4,10평대
816285,170,브라운스톤공덕,59.89,202204,8,127000,12,2009,백범로 230,마포구,신공덕동,19.8,2022,4,10평대
816291,155,신공덕1차삼성래미안1아파트,114.75,202205,3,149000,1,2000,백범로37길 12,마포구,신공덕동,37.9,2022,5,30평대
816292,155,신공덕1차삼성래미안1아파트,59.76,202205,28,117000,18,2000,백범로37길 12,마포구,신공덕동,19.7,2022,5,10평대
816297,159,신공덕래미안2차,59.48,202201,29,107000,11,2000,만리재로 74,마포구,신공덕동,19.6,2022,1,10평대
816298,159,신공덕래미안2차,59.48,202202,12,104000,13,2000,만리재로 74,마포구,신공덕동,19.6,2022,2,10평대
816299,159,신공덕래미안2차,84.73,202202,26,132000,13,2000,만리재로 74,마포구,신공덕동,28.0,2022,2,20평대
816300,159,신공덕래미안2차,59.48,202203,2,99000,4,2000,만리재로 74,마포구,신공덕동,19.6,2022,3,10평대
816301,159,신공덕래미안2차,114.5,202204,15,138000,4,2000,만리재로 74,마포구,신공덕동,37.8,2022,4,30평대
816302,159,신공덕래미안2차,59.48,202204,16,105000,12,2000,만리재로 74,마포구,신공덕동,19.6,2022,4,10평대
816306,161,신공덕래미안3차,84.69,202202,15,139000,12,2003,만리재로 60,마포구,신공덕동,28.0,2022,2,20평대
816307,161,신공덕래미안3차,59.96,202204,30,118000,21,2003,만리재로 60,마포구,신공덕동,19.8,2022,4,10평대
816308,161,신공덕래미안3차,84.69,202205,20,135000,7,2003,만리재로 60,마포구,신공덕동,28.0,2022,5,20평대
816314,172,펜트라우스,115.04,202204,16,172000,4,2011,백범로 205,마포구,신공덕동,38.0,2022,4,30평대
816319,451,세양청마루,82.86,202207,12,119000,8,2003,독막로 209,마포구,신수동,27.3,2022,7,20평대
816321,190,신수동성원,84.96,202205,11,128000,10,1998,독막로28길 7,마포구,신수동,28.0,2022,5,20평대
816323,450,신촌삼익,59.85,202203,26,111000,11,1997,신수로 107,마포구,신수동,19.8,2022,3,10평대
816333,462,신촌숲아이파크,84.912,202202,5,179000,15,2019,광성로 17,마포구,신수동,28.0,2022,2,20평대
816334,462,신촌숲아이파크,59.376,202203,19,135000,17,2019,광성로 17,마포구,신수동,19.6,2022,3,10평대
816335,22-35,하나테크노빌,31.83,202206,11,30000,13,2002,백범로 76,마포구,신수동,10.5,2022,6,10평대
816336,30,서강GS,59.98,202201,27,101000,17,1999,창전로 26,마포구,신정동,19.8,2022,1,10평대
816337,30,서강GS,84.4,202203,4,108000,2,1999,창전로 26,마포구,신정동,27.9,2022,3,20평대
816338,74-1,씨제이리버힐,200.17,202203,28,153000,8,1998,신수로3길 47,마포구,신정동,66.1,2022,3,50평이상
816340,800,공덕자이,59.99,202201,27,143000,6,2015,마포대로24길 16,마포구,아현동,19.8,2022,1,10평대
816341,800,공덕자이,114.99,202204,19,204000,6,2015,마포대로24길 16,마포구,아현동,38.0,2022,4,30평대
816347,777,마포래미안푸르지오1단지,84.5978,202204,16,172000,8,2014,마포대로 195,마포구,아현동,27.9,2022,4,20평대
816348,777,마포래미안푸르지오1단지,84.5978,202205,3,171000,11,2014,마포대로 195,마포구,아현동,27.9,2022,5,20평대
816349,777,마포래미안푸르지오1단지,84.5978,202207,9,176000,4,2014,마포대로 195,마포구,아현동,27.9,2022,7,20평대
816353,777,마포래미안푸르지오2단지,59.9656,202203,26,153000,9,2014,마포대로 195,마포구,아현동,19.8,2022,3,10평대
816354,777,마포래미안푸르지오2단지,59.9656,202204,1,145000,2,2014,마포대로 195,마포구,아현동,19.8,2022,4,10평대
816355,777,마포래미안푸르지오2단지,114.7267,202207,1,206000,17,2014,마포대로 195,마포구,아현동,37.9,2022,7,30평대
816356,777,마포래미안푸르지오2단지,84.3884,202207,6,179000,10,2014,마포대로 195,마포구,아현동,27.9,2022,7,20평대
816362,777,마포래미안푸르지오3단지,59.9656,202204,22,145000,4,2014,마포대로 195,마포구,아현동,19.8,2022,4,10평대
816363,777,마포래미안푸르지오3단지,84.5978,202205,28,175000,11,2014,마포대로 195,마포구,아현동,27.9,2022,5,20평대
816364,777,마포래미안푸르지오3단지,84.8919,202206,1,176000,8,2014,마포대로 195,마포구,아현동,28.0,2022,6,20평대
816376,777,마포래미안푸르지오4단지,84.3884,202204,25,175000,21,2014,마포대로 195,마포구,아현동,27.9,2022,4,20평대
816377,777,마포래미안푸르지오4단지,84.8919,202205,31,175000,17,2014,마포대로 195,마포구,아현동,28.0,2022,5,20평대
816382,732,삼환나띠르빌,84.9,202202,15,125000,2,2003,마포대로 183-16,마포구,아현동,28.0,2022,2,20평대
816383,692,서서울삼성,48.92,202204,23,69000,22,1998,마포대로 262,마포구,아현동,16.1,2022,4,10평대
816384,692,서서울삼성,48.92,202206,13,76000,16,1998,마포대로 262,마포구,아현동,16.1,2022,6,10평대
816386,780,애오개아이파크,30.01,202204,13,50000,8,2016,굴레방로1길 25,마포구,아현동,9.9,2022,4,10평이하
816387,371-1,예미원,66.24,202201,1,75000,6,1970,마포대로 236,마포구,아현동,21.9,2022,1,20평대
816391,259-1,대명,59.99,202203,17,81000,2,1995,동교로39길 11,마포구,연남동,19.8,2022,3,10평대
816392,259-1,대명,59.99,202205,3,83000,16,1995,동교로39길 11,마포구,연남동,19.8,2022,5,10평대
816393,259-1,대명,59.99,202205,7,84000,7,1995,동교로39길 11,마포구,연남동,19.8,2022,5,10평대
816394,259-1,대명,59.99,202205,7,83000,9,1995,동교로39길 11,마포구,연남동,19.8,2022,5,10평대
816395,259-1,대명,84.99,202205,25,107000,11,1995,동교로39길 11,마포구,연남동,28.0,2022,5,20평대
816396,259-1,대명,59.99,202206,24,83000,1,1995,동교로39길 11,마포구,연남동,19.8,2022,6,10평대
816400,573,코오롱,59.76,202201,28,83000,7,2003,연남로 30,마포구,연남동,19.7,2022,1,10평대
816401,573,코오롱,84.936,202202,5,91000,4,2003,연남로 52,마포구,연남동,28.0,2022,2,20평대
816402,573,코오롱,84.936,202203,24,95000,6,2003,연남로 30,마포구,연남동,28.0,2022,3,20평대
816403,573,코오롱,114.88,202204,9,123000,10,2003,연남로 30,마포구,연남동,37.9,2022,4,30평대
816404,573,코오롱,59.76,202204,9,88000,11,2003,연남로 30,마포구,연남동,19.7,2022,4,10평대
816405,573,코오롱,59.76,202206,4,86000,8,2003,연남로 30,마포구,연남동,19.7,2022,6,10평대
816406,573,코오롱,59.76,202206,4,86000,8,2003,연남로 30,마포구,연남동,19.7,2022,6,10평대
816407,493-27,홍익하이빌,44.46,202201,6,35000,2,2004,연남로5길 44,마포구,연남동,14.7,2022,1,10평대
816411,521,마포자이,84.692,202208,27,112000,1,2003,독막로42길 2,마포구,염리동,28.0,2022,8,20평대
816414,533,마포자이더센트리지(102동~112동),119.574,202207,21,207000,24,2018,숭문길 98,마포구,염리동,39.5,2022,7,30평대
816415,532,마포프레스티지자이,59.7848,202204,2,113000,1,2021,대흥로24길 24,마포구,염리동,19.7,2022,4,10평대
