,전용면적(㎡),계약일,거래금액(만원),층,건축년도,구,동,평,계약년,계약월,한강,건물나이,재건축,단지명
0,4.366278278,1,11.09742517,2.197224577,1988,24,293,3.284663565,2012,5,0,24,0,개포2차현대아파트(220)
2,4.658047226,13,11.3504183,2.397895273,1984,24,293,3.569532696,2012,4,0,28,0,개포우성3차
3,4.907494535,8,11.69108002,2.944438979,2004,24,293,3.813307032,2012,5,0,8,0,개포자이(12-2)
4,3.939248992,9,11.25804612,1.791759469,1982,24,293,2.867898902,2012,1,0,30,0.6931471806,개포주공1단지
5,3.773909703,9,11.11989769,1.791759469,1982,24,293,2.708050201,2012,1,0,30,0.6931471806,개포주공1단지
7,3.760734891,13,11.12727769,2.302585093,1982,24,293,2.701361213,2012,1,0,30,0.6931471806,개포주공1단지
8,4.000583182,14,11.39640288,2.302585093,1982,24,293,2.928523524,2012,1,0,30,0.6931471806,개포주공1단지
10,4.078892458,26,11.40757606,2.302585093,1982,24,293,3.005682604,2012,1,0,30,0.6931471806,개포주공1단지
11,3.944296566,31,11.28979441,1.945910149,1982,24,293,2.87356464,2012,1,0,30,0.6931471806,개포주공1단지
18,3.60114054,9,10.98530967,2.302585093,1982,24,293,2.549445171,2012,2,0,30,0.6931471806,개포주공1단지
19,3.92316075,9,11.33261389,2.302585093,1982,24,293,2.856470206,2012,2,0,30,0.6931471806,개포주공1단지
26,4.053001599,24,11.42955473,1.791759469,1982,24,293,2.980618636,2012,2,0,30,0.6931471806,개포주공1단지
52,4.13628593,10,11.63692028,1.945910149,1982,24,293,3.058707073,2012,4,0,30,0.6931471806,개포주공1단지
54,3.595667072,12,10.91328684,2.197224577,1982,24,293,2.541601993,2012,4,0,30,0.6931471806,개포주공1단지
84,3.834277657,22,11.08215793,1.791759469,1982,24,293,2.766319109,2012,5,0,30,0.6931471806,개포주공1단지
108,3.607398212,17,10.98530967,1.791759469,1982,24,293,2.549445171,2012,1,0,30,0.6931471806,개포주공3단지
110,3.944877342,27,11.40757606,2.079441542,1982,24,293,2.87356464,2012,1,0,30,0.6931471806,개포주공3단지
117,3.760967531,3,11.12727769,1.945910149,1982,24,293,2.701361213,2012,3,0,30,0.6931471806,개포주공3단지
124,3.773909703,25,11.14187628,1.791759469,1982,24,293,2.708050201,2012,4,0,30,0.6931471806,개포주공3단지
133,3.944877342,3,11.30221678,2.197224577,1982,24,293,2.87356464,2012,1,0,30,0.6931471806,개포주공4단지
134,3.607398212,9,10.89675784,2.302585093,1982,24,293,2.549445171,2012,1,0,30,0.6931471806,개포주공4단지
135,3.760967531,9,11.09742517,2.079441542,1982,24,293,2.701361213,2012,1,0,30,0.6931471806,개포주공4단지
141,3.939443601,9,11.26447693,2.197224577,1982,24,293,2.867898902,2012,2,0,30,0.6931471806,개포주공4단지
142,3.773909703,15,11.07907631,2.079441542,1982,24,293,2.708050201,2012,2,0,30,0.6931471806,개포주공4단지
184,4.432838563,6,11.42410518,2.708050201,1983,24,293,3.346389145,2012,1,0,29,0,개포주공5단지
185,4.320815904,28,11.26447693,2.564949357,1983,24,293,3.238678452,2012,1,0,29,0,개포주공5단지
187,4.006969483,15,10.96821553,2.890371758,1983,24,293,2.93385687,2012,2,0,29,0,개포주공5단지
188,4.130194215,23,11.08215793,2.890371758,1983,24,293,3.054001182,2012,2,0,29,0,개포주공5단지
204,4.304335327,10,11.22658915,2.944438979,1983,24,293,3.222867846,2012,1,0,29,0,개포주공6단지
205,3.990094541,15,10.95955762,2.63905733,1983,24,293,2.917770732,2012,1,0,29,0,개포주공6단지
206,4.433313679,26,11.37367489,2.48490665,1983,24,293,3.349904087,2012,1,0,29,0,개포주공6단지
208,4.113002744,8,11.07753194,2.890371758,1983,24,293,3.034952987,2012,2,0,29,0,개포주공6단지
223,4.307572449,26,11.21183389,2.197224577,1983,24,293,3.226843995,2012,1,0,29,0,개포주공7단지
224,3.997466487,28,10.89675784,2.995732274,1983,24,293,2.923161581,2012,1,0,29,0,개포주공7단지
227,4.123255906,25,11.06665399,2.772588722,1983,24,293,3.04927304,2012,2,0,29,0,개포주공7단지
233,4.584763376,7,11.4616427,2.079441542,1984,24,293,3.496507561,2012,2,0,28,0,경남1
234,4.822537085,22,11.84223641,2.708050201,1984,24,293,3.730501129,2012,4,0,28,0,경남1
235,5.292852461,2,9.903537551,2.302585093,1996,24,293,4.194189897,2012,4,0,16,0,그린빌리지
236,4.43627805,6,10.64544871,1.791759469,2001,24,293,3.349904087,2012,3,0,11,0,뉴현대파크빌
237,3.953548752,2,10.82179625,2.890371758,1992,24,293,2.884800713,2012,2,0,20,0,삼익대청아파트
239,3.702042441,26,10.30898599,2.708050201,1992,24,293,2.63905733,2012,3,0,20,0,삼익대청아파트
240,4.110873864,18,10.90597433,2.708050201,1992,24,293,3.034952987,2012,4,0,20,0,삼익대청아파트
245,4.310799125,17,10.54536775,2.397895273,2000,24,293,3.230804396,2012,5,0,12,0,새롬(1164-12)
246,3.531640678,5,10.39821428,2.944438979,1992,24,293,2.48490665,2012,1,0,20,0,성원대치2단지아파트
247,3.92907676,8,10.79959599,2.63905733,1992,24,293,2.862200881,2012,1,0,20,0,성원대치2단지아파트
251,3.702042441,27,10.59665973,2.833213344,1992,24,293,2.63905733,2012,1,0,20,0,성원대치2단지아파트
276,3.394172767,9,10.68969238,2.197224577,1984,24,293,2.351375257,2012,1,0,28,0,시영
277,3.723763856,11,10.94201362,2.079441542,1984,24,293,2.660259537,2012,1,0,28,0,시영
279,3.726416058,12,10.93312483,1.791759469,1984,24,293,2.667228207,2012,1,0,28,0,시영
286,3.95469928,21,11.15626481,2.197224577,1984,24,293,2.884800713,2012,3,0,28,0,시영
289,3.947003974,31,11.11246282,2.302585093,1984,24,293,2.879198457,2012,3,0,28,0,시영
298,4.067658297,4,11.28979441,2.079441542,1984,24,293,2.995732274,2012,5,0,28,0,시영
312,4.389622711,19,11.15982982,2.197224577,1987,24,293,3.306886702,2012,4,0,25,0,우성8
315,4.453183829,30,11.23850178,2.772588722,1991,24,293,3.36729583,2012,4,0,21,0,"우성9차아파트901동,902동"
316,4.396299294,14,11.66135409,2.079441542,1982,24,293,3.314186005,2012,1,0,30,0.6931471806,주공2
317,3.274499729,17,10.73641841,2.079441542,1982,24,293,2.240709689,2012,1,0,30,0.6931471806,주공2
318,3.268427604,26,10.74183836,1.791759469,1982,24,293,2.2300144,2012,1,0,30,0.6931471806,주공2
322,4.287166354,5,11.47211389,2.302585093,1982,24,293,3.206803244,2012,3,0,30,0.6931471806,주공2
325,4.000217016,16,11.15626481,2.302585093,1982,24,293,2.928523524,2012,3,0,30,0.6931471806,주공2
328,4.28565339,6,11.41862577,1.945910149,1982,24,293,3.202746443,2012,4,0,30,0.6931471806,주공2
351,4.568506202,3,11.33739281,2.833213344,1984,24,293,3.481240089,2012,1,0,28,0,현대1차101동~106동
352,5.182850397,25,11.83501621,2.197224577,1984,24,293,4.085976313,2012,8,0,28,0,현대1차101동~106동
353,4.889070115,27,11.79056478,2.197224577,1986,24,293,3.795489189,2012,4,0,26,0,현대2
354,5.1124696,24,12.07254697,2.63905733,1986,24,293,4.016383021,2012,5,0,26,0,현대2
355,4.594549991,29,11.08215793,2.564949357,2005,24,282,3.505557397,2012,2,0,7,0,e-편한세상
356,3.634291264,13,9.975854725,2.708050201,1996,24,282,2.58021683,2012,4,0,16,0,거평프리젠
357,3.689754072,21,10.02131503,2.48490665,1996,24,282,2.63188884,2012,6,0,16,0,거평프리젠
358,4.864992762,2,11.36240486,1.791759469,1978,24,282,3.772760938,2012,1,0,34,0.6931471806,경복
360,4.569335733,5,11.18443529,2.63905733,1978,24,282,3.481240089,2012,1,0,34,0.6931471806,경복
375,4.229326985,18,10.80772595,2.397895273,2005,24,282,3.148453361,2012,1,0,7,0,논현동한화꿈에그린
376,4.894775408,21,11.22525673,2.48490665,2002,24,282,3.802208139,2012,3,0,10,0,논현베르빌
377,4.777778051,29,11.22525673,2.302585093,2007,24,282,3.686376324,2012,3,0,5,0,논현파라곤
378,4.453765732,5,10.80974815,2.302585093,2002,24,282,3.36729583,2012,3,0,10,0,논현한가람빌라트
379,4.454201937,2,11.25157369,2.890371758,2003,24,282,3.36729583,2012,4,0,9,0,동부센트레빌
380,5.370545001,17,12.48748888,1.791759469,2004,24,282,4.271095074,2012,8,0,8,0,동양파라곤
381,4.453416631,8,11.21856783,2.397895273,1985,24,282,3.36729583,2012,1,0,27,0,동현아파트1~6
385,4.793059547,4,11.56647571,2.833213344,1985,24,282,3.701301974,2012,6,0,27,0,동현아파트1~6
389,4.436325408,16,11.04293784,1.791759469,2004,24,282,3.349904087,2012,1,0,8,0,두산위브2단지
390,4.24109651,7,11.01864554,2.197224577,2004,24,282,3.161246712,2012,3,0,8,0,두산위브2단지
391,4.531415997,4,10.79959599,2.48490665,2004,24,282,3.443618098,2012,2,0,8,0,리더스빌
392,5.128181265,15,11.05090588,2.079441542,2004,24,282,4.030694535,2012,5,0,8,0,리더스빌
393,3.618725194,16,10.27508559,2.079441542,2004,24,282,2.564949357,2012,1,0,8,0,마일스디오빌
403,5.489185629,15,12.12269647,2.079441542,2005,24,282,4.38949865,2012,3,0,7,0,브라운스톤
404,5.501013283,21,12.07824496,1.945910149,2005,24,282,4.40060302,2012,5,0,7,0,브라운스톤
407,4.37626004,31,10.75365985,2.197224577,2003,24,282,3.292126287,2012,5,0,9,0,비쥬힐
408,3.813086258,27,10.1266711,2.079441542,1996,24,282,2.747270914,2012,1,0,16,0,세호시티라이프
409,3.60359386,7,10.50097699,2.708050201,1997,24,282,2.549445171,2012,1,0,15,0,신동아(22)
410,4.747884288,19,11.23850178,1.791759469,1997,24,282,3.6558396,2012,1,0,15,0,신동아(22)
415,4.448750267,7,11.07907631,2.63905733,1997,24,282,3.363841595,2012,5,0,15,0,신동아(22)
420,4.109397365,19,10.59164732,2.564949357,1996,24,282,3.034952987,2012,3,0,16,0,쌍용
421,4.703747749,16,11.15626481,2.197224577,2003,24,282,3.61361697,2012,5,0,9,0,은탑리더스카운티
422,4.39826901,21,10.71443999,2.302585093,2004,24,282,3.314186005,2012,5,0,8,0,제이빌
423,4.364498918,14,10.79959599,2.079441542,2003,24,282,3.280911216,2012,4,0,9,0,지고하임(102동)
424,4.615021502,5,11.01041517,2.397895273,2004,24,282,3.526360525,2012,3,0,8,0,케럿스테이트
425,4.742930126,1,10.81979828,2.079441542,2004,24,282,3.650658241,2012,5,0,8,0,케이씨빌
426,4.96932707,8,11.00211651,2.079441542,2003,24,282,3.875359021,2012,6,0,9,0,토미빌(228-9)
427,4.690062653,28,10.98530967,2.302585093,2005,24,282,3.60004824,2012,4,0,7,0,학동
428,4.325456283,31,10.65728288,2.079441542,2005,24,282,3.242592351,2012,8,0,7,0,학동
429,4.453649378,16,10.98530967,2.397895273,2004,24,282,3.36729583,2012,4,0,8,0,한진로즈힐
432,5.072294674,14,12.25961815,2.397895273,1983,24,323,3.975936331,2012,2,0,29,0,개포우성1
433,4.45213555,31,11.57590965,2.397895273,1983,24,323,3.36729583,2012,3,0,29,0,개포우성1
436,4.856784569,21,11.75822965,2.197224577,1983,24,323,3.763522997,2012,8,0,29,0,개포우성1
437,4.858105522,12,12.10071769,2.397895273,1984,24,323,3.765840495,2012,3,0,28,0,개포우성2
438,4.450736133,2,11.3504183,2.995732274,1984,24,323,3.36729583,2012,4,0,28,0,개포우성2
443,4.450736133,7,11.32056569,2.079441542,1983,24,323,3.36729583,2012,3,0,29,0,국제
455,3.748020623,23,10.27508559,2.397895273,2003,24,323,2.687847494,2012,2,0,9,0,대우아이빌멤버스(891-26)
456,3.626099386,24,10.06479825,2.63905733,2003,24,323,2.57261223,2012,8,0,9,0,대우아이빌멤버스(891-26)
457,3.561046083,13,10.08501713,2.772588722,2004,24,323,2.509599262,2012,6,0,8,0,대우아이빌명문가(891-23)
458,4.110053856,2,10.58408127,2.708050201,2004,24,323,3.034952987,2012,1,0,8,0,대치동우정에쉐르2(890-42)
459,4.242620879,6,10.63828039,2.564949357,2004,24,323,3.161246712,2012,3,0,8,0,대치동우정에쉐르2(890-42)
460,4.588532545,11,11.48247657,2.079441542,2000,24,323,3.499533282,2012,2,0,12,0,대치삼성
461,4.108904714,21,11.04293784,1.791759469,2000,24,323,3.034952987,2012,4,0,12,0,대치삼성
466,4.449451611,17,11.30221678,3.295836866,2000,24,323,3.363841595,2012,7,0,12,0,대치삼성
468,4.110217911,7,11.32056569,2.564949357,2008,24,323,3.034952987,2012,1,0,4,0,대치아이파크
469,5.015821821,3,12.12811651,2.708050201,2008,24,323,3.919991175,2012,2,0,4,0,대치아이파크
470,4.753331537,12,11.83501621,3.33220451,2008,24,323,3.660994251,2012,4,0,4,0,대치아이파크
473,4.792313433,18,12.0076278,2.995732274,2008,24,323,3.701301974,2012,5,0,4,0,대치아이파크
476,4.453533011,16,11.6526961,3.044522438,2008,24,323,3.36729583,2012,7,0,4,0,대치아이파크
478,4.758663507,8,11.60824474,2.079441542,1984,24,323,3.666122467,2012,3,0,28,0,"대치우성아파트1동,2동,3동,5동,6동,7동"
480,4.45423101,28,11.14621462,2.302585093,2005,24,323,3.36729583,2012,6,0,7,0,대치한신휴플러스
481,4.454347296,12,11.40200508,2.944438979,1999,24,323,3.370738174,2012,1,0,13,0,대치현대
483,4.107918682,28,10.92775338,3.218875825,1999,24,323,3.0301337,2012,1,0,13,0,대치현대
484,4.630837933,4,11.58525543,3.135494216,1999,24,323,3.540959324,2012,2,0,13,0,대치현대
486,4.108247467,30,10.81579034,2.564949357,1999,24,323,3.0301337,2012,3,0,13,0,대치효성
487,4.810068297,29,12.18075997,3.17805383,2005,24,323,3.718438256,2012,2,0,7,0,동부센트레빌
488,4.989275455,10,12.25486757,2.890371758,2005,24,323,3.893859035,2012,3,0,7,0,동부센트레빌
494,5.090493369,23,12.30138737,2.48490665,2005,24,323,3.994524227,2012,7,0,7,0,동부센트레빌
497,4.588430862,12,10.90597433,1.945910149,1999,24,323,3.499533282,2012,4,0,13,0,동양
498,4.804753563,23,11.76757544,2.995732274,2008,24,323,3.713572067,2012,2,0,4,0,롯데캐슬리베
499,5.096874151,7,11.54249398,1.791759469,1999,24,323,4.000033883,2012,7,0,13,0,삼성2차
500,5.188335076,7,12.54254845,2.564949357,2011,24,323,4.091005661,2012,2,0,1,0,상지리츠빌카일룸(1009-4)
502,5.105460508,26,12.13886924,2.302585093,1983,24,323,4.009149716,2012,1,0,29,0,선경1차(1동-7동)
503,4.924932152,24,12.04942468,2.890371758,1983,24,323,3.83081295,2012,3,0,29,0,선경1차(1동-7동)
504,4.776599302,7,11.82041752,2.708050201,1983,24,323,3.683866912,2012,4,0,29,0,선경1차(1동-7동)
506,4.85787254,11,12.0435596,2.48490665,1985,24,323,3.765840495,2012,1,0,27,0,선경2차(8동-12동)
510,3.274121299,9,9.998843186,2.944438979,2004,24,323,2.240709689,2012,1,0,8,0,선릉역대우아이빌(890-49)
511,3.378951773,14,10.02131503,2.772588722,2004,24,323,2.341805806,2012,2,0,8,0,선릉역대우아이빌(890-49)
512,4.353241283,15,10.77897712,2.708050201,2006,24,323,3.269568939,2012,3,0,6,0,선릉역풍림아이원레몬
514,4.260000234,7,10.64544871,2.48490665,2006,24,323,3.17805383,2012,4,0,6,0,선릉역풍림아이원레몬
516,4.437461342,6,11.35628335,2.564949357,1983,24,323,3.353406718,2012,2,0,29,0,"쌍용대치아파트1동,2동,3동,5동,6동"
518,5.009301071,21,11.86358938,2.079441542,1983,24,323,3.914021008,2012,2,0,29,0,"쌍용대치아파트1동,2동,3동,5동,6동"
522,4.453416631,9,11.3621142,2.63905733,1989,24,323,3.36729583,2012,3,0,23,0,우성2(대치)
523,4.447697327,6,11.4510607,2.397895273,1979,24,323,3.363841595,2012,1,0,33,0.6931471806,은마
524,4.354012888,31,11.32177707,2.63905733,1979,24,323,3.269568939,2012,1,0,33,0.6931471806,은마
610,4.35105183,17,11.39640288,2.63905733,1979,24,323,3.269568939,2012,1,0,33,0.6931471806,청실1
611,4.453882072,22,11.5327379,2.63905733,1979,24,323,3.36729583,2012,2,0,33,0.6931471806,청실1
619,4.419803999,22,11.51293546,2.564949357,1981,24,323,3.335769576,2012,2,0,31,0.6931471806,청실2
621,4.913463382,14,12.00151161,2.48490665,1981,24,323,3.819907717,2012,4,0,31,0.6931471806,청실2
623,4.19328451,8,10.58660965,3.17805383,2004,24,323,3.113515309,2012,2,0,8,0,테헤란로대우아이빌(891-6)
624,4.108083088,16,10.68741193,3.258096538,2004,24,323,3.0301337,2012,2,0,8,0,테헤란로대우아이빌(891-6)
625,3.600321427,27,10.1266711,3.091042453,2004,24,323,2.549445171,2012,2,0,8,0,테헤란로대우아이빌(891-6)
627,3.597586196,1,10.20362918,3.17805383,2004,24,323,2.541601993,2012,8,0,8,0,테헤란로대우아이빌(891-6)
628,5.111264635,3,12.0076278,3.135494216,2004,24,323,4.014579594,2012,2,0,8,0,포스코더샵
630,4.452834525,26,11.06665399,2.302585093,2003,24,323,3.36729583,2012,1,0,9,0,풍림아이원1차101동(910-3)
632,4.438525109,9,10.98530967,2.397895273,2003,24,323,3.353406718,2012,4,0,9,0,풍림아이원1차103동(910-5)
633,4.714383271,3,11.19822842,2.197224577,2003,24,323,3.624340933,2012,3,0,9,0,풍림아이원2차202동
634,4.438525109,2,10.98530967,2.397895273,2003,24,323,3.353406718,2012,2,0,9,0,풍림아이원아파트
635,4.859889921,10,11.84940484,2.48490665,1983,24,323,3.765840495,2012,3,0,29,0,한보미도맨션1
636,4.44828243,12,11.4616427,2.079441542,1983,24,323,3.363841595,2012,3,0,29,0,한보미도맨션1
644,5.257859889,15,12.4292202,2.772588722,1983,24,323,4.160444364,2012,5,0,29,0,한보미도맨션1
647,4.846782142,22,11.7954769,1.945910149,1985,24,323,3.75419892,2012,3,0,27,0,한보미도맨션2
648,4.754021133,24,11.69525536,2.833213344,1985,24,323,3.663561646,2012,3,0,27,0,한보미도맨션2
650,4.453882072,5,11.40757606,2.772588722,1985,24,323,3.36729583,2012,4,0,27,0,한보미도맨션2
657,5.076110876,14,12.14420256,2.833213344,1985,24,323,3.979681654,2012,5,0,27,0,한보미도맨션2
660,4.445822693,20,11.14187628,2.079441542,1990,24,323,3.360375387,2012,2,0,22,0,현대1
662,3.549617387,14,10.27163148,2.995732274,2006,24,321,2.501435952,2012,1,0,6,0,SK허브프리모
665,4.227855121,19,10.72548958,2.397895273,2006,24,321,3.148453361,2012,3,0,6,0,SK허브프리모
668,4.160288346,3,10.73424218,3.218875825,2006,24,321,3.08190997,2012,5,0,6,0,SK허브프리모
671,4.453649378,19,11.19822842,3.258096538,2005,24,321,3.36729583,2012,3,0,7,0,경남
672,4.753245304,17,11.54249398,2.48490665,2005,24,321,3.660994251,2012,5,0,7,0,경남
673,4.106931678,22,10.81979828,3.044522438,2005,24,321,3.0301337,2012,6,0,7,0,경남
676,4.453765732,17,10.98530967,1.945910149,1992,24,321,3.36729583,2012,4,0,20,0,대림
677,4.939189416,6,11.57120381,3.871201011,1999,24,321,3.845883203,2012,1,0,13,0,대림아크로빌
678,4.001351695,1,10.40429314,2.079441542,1999,24,321,2.928523524,2012,2,0,13,0,대림아크로빌
679,4.879348998,14,11.5327379,3.433987204,1999,24,321,3.786459782,2012,2,0,13,0,대림아크로빌
681,5.132593306,1,12.0435596,3.688879454,1999,24,321,4.036008985,2012,3,0,13,0,대림아크로빌
682,5.155970085,15,11.91839724,3.496507561,1999,24,321,4.058717385,2012,3,0,13,0,대림아크로빌
686,5.183215109,9,12.03765991,3.583518938,1999,24,321,4.085976313,2012,7,0,13,0,대림아크로빌
687,4.443497957,16,11.00211651,2.079441542,1999,24,321,3.356897123,2012,7,0,13,0,대림아크로빌
688,3.29175447,7,9.928228944,2.995732274,2004,24,321,2.251291799,2012,1,0,8,0,대우디오빌
689,3.192121088,20,9.852246888,2.564949357,2004,24,321,2.163323026,2012,1,0,8,0,대우디오빌
693,3.490733347,18,10.06479825,2.48490665,2004,24,321,2.442347035,2012,6,0,8,0,대우디오빌
695,4.877172471,16,11.81303746,2.890371758,2007,24,321,3.784189634,2012,2,0,5,0,도곡1차아이파크
696,4.444085522,12,11.38737358,2.48490665,2007,24,321,3.360375387,2012,4,0,5,0,도곡1차아이파크
699,4.049870072,1,10.39516094,1.945910149,1995,24,321,2.975529566,2012,8,0,17,0,도곡그린빌
700,4.110575459,5,11.26447693,3.044522438,2006,24,321,3.034952987,2012,1,0,6,0,도곡렉슬
701,4.454328691,6,11.69525536,3.091042453,2006,24,321,3.370738174,2012,1,0,6,0,도곡렉슬
702,4.936741863,12,12.16003394,3.135494216,2006,24,321,3.841600541,2012,1,0,6,0,도곡렉슬
703,4.753530707,13,12.0076278,3.091042453,2006,24,321,3.663561646,2012,1,0,6,0,도곡렉슬
704,4.802571634,20,11.84940484,3.218875825,2006,24,321,3.711130063,2012,1,0,6,0,도곡렉슬
708,4.794886004,9,11.79056478,3.044522438,2006,24,321,3.703768067,2012,2,0,6,0,도곡렉슬
729,4.911936245,9,12.10625784,2.772588722,2006,24,321,3.817712326,2012,5,0,6,0,도곡렉슬
734,4.45345271,31,11.50792297,2.772588722,2006,24,321,3.36729583,2012,5,0,6,0,도곡렉슬
744,4.721885986,14,11.22525673,3.091042453,2007,24,321,3.632309103,2012,2,0,5,0,도곡스타클래스
745,4.734003058,8,11.12727769,2.48490665,2007,24,321,3.642835516,2012,8,0,5,0,도곡스타클래스
746,4.237867539,9,10.81579034,1.791759469,1980,24,321,3.157000421,2012,3,0,32,0.6931471806,동신(바동)
747,4.230913005,9,10.82875785,1.945910149,1980,24,321,3.152736022,2012,3,0,32,0.6931471806,동신(바동)
749,4.453998398,11,11.11841513,2.079441542,1995,24,321,3.36729583,2012,1,0,17,0,럭키(963)
754,4.833579847,15,11.48247657,1.945910149,1995,24,321,3.740047741,2012,3,0,17,0,럭키(963)
755,4.829113417,28,11.55215579,2.708050201,1995,24,321,3.737669618,2012,3,0,17,0,럭키(963)
761,5.022432104,27,11.40200508,1.945910149,2003,24,321,3.927896355,2012,4,0,9,0,롯데캐슬모닝
762,4.107918682,6,10.85901823,2.397895273,1999,24,321,3.0301337,2012,4,0,13,0,매봉삼성
763,4.021953065,7,11.08215793,2.708050201,1994,24,321,2.949688335,2012,4,0,18,0,삼성
764,4.453300237,7,11.33858398,2.833213344,1994,24,321,3.36729583,2012,4,0,18,0,삼성
766,4.110217911,16,11.15340362,3.135494216,2001,24,321,3.034952987,2012,1,0,11,0,삼성래미안
767,4.453067408,12,11.39527867,2.995732274,2001,24,321,3.36729583,2012,4,0,11,0,삼성래미안
769,4.654055584,4,11.26447693,2.397895273,1983,24,321,3.563882964,2012,1,0,29,0,삼익
771,4.430816799,15,11.11841513,3.401197382,2004,24,321,3.346389145,2012,2,0,8,0,아카데미스위트1
775,5.035262864,21,12.00457439,2.397895273,1985,24,321,3.939638172,2012,2,0,27,0,우성4
777,4.84780259,24,11.85652226,2.564949357,1985,24,321,3.75419892,2012,4,0,27,0,우성4
779,4.275137173,8,11.08982069,2.079441542,1986,24,321,3.194583132,2012,5,0,26,0,우성사원5
780,4.381901627,20,11.23850178,2.397895273,1986,24,321,3.299533728,2012,6,0,26,0,우성사원5
781,4.897391938,13,11.4616427,3.295836866,1998,24,321,3.804437795,2012,4,0,14,0,우성캐릭터199
782,5.111807049,11,11.80560254,3.33220451,1998,24,321,4.014579594,2012,5,0,14,0,우성캐릭터199
784,4.337029269,27,10.51870022,2.302585093,2003,24,321,3.254242969,2012,2,0,9,0,원팰리스
785,4.433788569,2,10.79959599,2.302585093,2003,24,321,3.349904087,2012,6,0,9,0,원팰리스
786,4.157475844,17,10.8685875,2.63905733,2008,24,321,3.08190997,2012,5,0,4,0,조이너스도곡
787,3.458522448,10,9.903537551,2.564949357,1997,24,321,2.415913778,2012,5,0,15,0,중명하니빌
788,5.111807049,12,12.14712381,3.583518938,2002,24,321,4.014579594,2012,1,0,10,0,타워팰리스1
790,5.168607235,9,12.3327097,2.197224577,2002,24,321,4.070734697,2012,2,0,10,0,타워팰리스1
791,4.44453184,10,11.6526961,3.526360525,2002,24,321,3.360375387,2012,2,0,10,0,타워팰리스1
798,4.928991305,18,11.94795585,3.433987204,2002,24,321,3.835141961,2012,4,0,10,0,타워팰리스1
804,4.807457755,18,11.80560254,3.688879454,2002,24,321,3.716008122,2012,6,0,10,0,타워팰리스1
808,4.759006531,28,11.80560254,2.397895273,2003,24,321,3.668676747,2012,1,0,9,0,타워팰리스2
809,4.25830412,14,11.3794055,2.302585093,2003,24,321,3.17805383,2012,3,0,9,0,타워팰리스2
810,5.111927546,8,12.12811651,3.871201011,2003,24,321,4.016383021,2012,5,0,9,0,타워팰리스2
811,5.414276518,21,12.76569129,2.890371758,2003,24,321,4.314817885,2012,5,0,9,0,타워팰리스2
813,5.501421463,31,12.73670384,4.007333185,2003,24,321,4.40060302,2012,8,0,9,0,타워팰리스2
814,5.103317782,29,12.24529817,3.850147602,2004,24,321,4.007333185,2012,2,0,8,0,타워팰리스3
816,4.96078657,14,12.06681633,4.127134385,2004,24,321,3.867025639,2012,5,0,8,0,타워팰리스3
818,5.197667958,2,11.3504183,2.48490665,2005,24,321,4.100989105,2012,1,0,7,0,파크힐
819,4.965707661,28,11.3504183,2.772588722,2004,24,321,3.871201011,2012,2,0,8,0,하이페리온
820,4.102312732,13,11.25804612,2.63905733,1985,24,321,3.025291076,2012,1,0,27,0,한신(개포)
821,3.983785372,29,11.09590889,1.945910149,1985,24,321,2.912350665,2012,3,0,27,0,한신(개포)
826,4.44100284,21,11.4616427,2.397895273,1985,24,321,3.356897123,2012,6,0,27,0,한신(개포)
828,4.085303818,11,10.89675784,2.197224577,1988,24,321,3.010620886,2012,2,0,24,0,한신엠비씨
829,4.451319461,11,11.23850178,2.48490665,1988,24,321,3.36729583,2012,4,0,24,0,한신엠비씨
831,4.453533011,1,11.05881093,2.48490665,2006,24,321,3.36729583,2012,6,0,6,0,현대그린1
833,3.529297384,5,10.06479825,2.995732274,1999,24,321,2.4765384,2012,1,0,13,0,현대비젼21
834,3.596764165,9,10.1266711,3.401197382,1999,24,321,2.541601993,2012,1,0,13,0,현대비젼21
835,3.58338004,21,10.10646921,3.044522438,1999,24,321,2.525728644,2012,2,0,13,0,현대비젼21
836,3.516013056,5,10.10646921,3.044522438,1999,24,321,2.468099531,2012,3,0,13,0,현대비젼21
841,4.453882072,21,11.06195554,2.708050201,1994,24,321,3.36729583,2012,2,0,18,0,현대아파트1동~3동
843,3.615232914,6,10.19619448,1.945910149,2003,24,317,2.557227311,2012,2,0.6931471806,9,0,LG선릉에클라트(A)
846,3.75279278,18,10.19058195,2.302585093,2003,24,317,2.687847494,2012,5,0.6931471806,9,0,LG선릉에클라트(A)
847,3.620332912,4,10.30898599,2.772588722,2004,24,317,2.564949357,2012,2,0.6931471806,8,0,LG선릉에클라트(B)
855,3.985087576,8,10.39516094,1.945910149,2003,24,317,2.912350665,2012,5,0.6931471806,9,0,SM드림빌
856,4.446408894,4,11.14909642,2.079441542,2003,24,317,3.360375387,2012,3,0.6931471806,9,0,금호어울림
857,4.405621084,17,10.77897712,2.079441542,2004,24,317,3.321432413,2012,8,0.6931471806,8,0,동구싼타빌
858,5.008967237,26,11.77529742,2.708050201,2007,24,317,3.914021008,2012,3,0.6931471806,5,0,동일파크스위트
859,4.959552504,3,11.89136875,2.890371758,2006,24,317,3.864931398,2012,1,0.6931471806,6,0,래미안삼성1차(103-22)
860,4.746409298,4,11.5327379,2.564949357,2006,24,317,3.6558396,2012,6,0.6931471806,6,0,래미안삼성1차(103-22)
861,4.819071156,19,11.6526961,2.564949357,2005,24,317,3.725693427,2012,5,0.6931471806,7,0,래미안삼성1차(105-0)
