,전용면적(㎡),계약일,거래금액(만원),층,건축년도,구,동,평,계약년,계약월,한강,건물나이,재건축,단지명
5043,4.385395952,26,10.46313191,2.397895273,2005,6,133,3.303216973,2012,1,0,7,0,관악월드메르디앙
5044,4.682871694,5,11.00211651,2.995732274,2010,6,133,3.591817741,2012,4,0,2,0,관악위버폴리스
5045,5.16387127,10,11.72804491,3.218875825,2010,6,133,4.06731589,2012,5,0,2,0,관악위버폴리스
5046,4.452787942,25,10.64544871,2.397895273,2009,6,133,3.36729583,2012,2,0,3,0,관악유앤아이
5048,4.107754249,5,10.35777457,2.079441542,2009,6,133,3.0301337,2012,5,0,3,0,관악청광플러스원
5051,3.386422096,13,9.622516246,2.708050201,1998,6,133,2.341805806,2012,3,0,14,0,관악캠퍼스타워
5052,3.740047741,29,9.975854725,2.944438979,1998,6,133,2.681021529,2012,3,0,14,0,관악캠퍼스타워
5053,4.451436086,19,10.87806606,3.091042453,2004,6,133,3.36729583,2012,1,0,8,0,관악푸르지오
5054,4.103964806,26,10.39516094,3.258096538,2004,6,133,3.0301337,2012,1,0,8,0,관악푸르지오
5068,4.445001434,2,10.64544871,1.791759469,2004,6,133,3.360375387,2012,3,0,8,0,관악푸르지오
5106,4.297693486,13,10.16589028,2.302585093,1999,6,133,3.214867803,2012,3,0,13,0,그린
5107,4.281450489,23,10.47731614,2.63905733,2010,6,133,3.198673118,2012,7,0,2,0,금강아미움(102동)
5108,4.278335558,29,10.4574014,1.945910149,2010,6,133,3.198673118,2012,1,0,2,0,금강아미움(103동)
5110,4.281450489,17,10.5662013,2.564949357,2010,6,133,3.198673118,2012,1,0,2,0,금강아미움(106동)
5111,4.107260787,2,10.57645754,2.302585093,1998,6,133,3.0301337,2012,4,0,14,0,낙성대현대(296)
5112,4.453998398,1,10.88745562,2.995732274,1998,6,133,3.36729583,2012,5,0,14,0,낙성대현대(296)
5113,4.450736133,28,10.66897865,2.302585093,1988,6,133,3.36729583,2012,1,0,24,0,낙성대현대아파트
5114,4.138999203,29,10.18493775,2.944438979,1988,6,133,3.063390922,2012,1,0,24,0,낙성대현대아파트
5116,4.453474823,9,10.66897865,1.945910149,2002,6,133,3.36729583,2012,4,0,10,0,낙성대현대홈타운
5121,4.3883814,22,10.2399955,1.945910149,2005,6,133,3.303216973,2012,6,0,7,0,노블레스
5122,4.270536259,6,10.36410351,2.708050201,2009,6,133,3.19047635,2012,1,0,3,0,늘푸른
5123,4.453416631,6,10.7472291,2.944438979,2007,6,133,3.36729583,2012,4,0,5,0,대우디오슈페리움2단지
5125,3.51927667,27,9.825580064,2.48490665,1999,6,133,2.468099531,2012,1,0,13,0,동아타운
5129,4.453765732,24,10.54799581,1.791759469,2004,6,133,3.36729583,2012,2,0,8,0,동원낙성대
5130,4.109561528,13,10.47731614,2.397895273,2000,6,133,3.034952987,2012,1,0,12,0,두산
5131,4.451202823,13,10.80974815,3.091042453,2000,6,133,3.36729583,2012,1,0,12,0,두산
5137,4.75350398,15,10.75792416,1.791759469,2000,6,133,3.663561646,2012,3,0,12,0,두산
5157,4.712498764,1,10.46313191,1.945910149,2003,6,133,3.621670704,2012,8,0,9,0,로얄클래스
5158,4.39172941,5,10.55843949,2.302585093,2008,6,133,3.306886702,2012,2,0,4,0,로얄훼미리
5160,4.439115602,10,10.43414521,2.079441542,2001,6,133,3.353406718,2012,4,0,11,0,반석블레스빌
5161,4.088829382,13,10.42824567,2.564949357,2006,6,133,3.015534901,2012,3,0,6,0,반석푸른숲
5163,4.444062026,23,10.79755313,2.397895273,2006,6,133,3.360375387,2012,5,0,6,0,반석푸른숲
5167,4.45423101,2,10.64544871,3.218875825,2005,6,133,3.36729583,2012,1,0,7,0,벽산블루밍
5168,4.753331537,4,10.85901823,3.36729583,2005,6,133,3.660994251,2012,1,0,7,0,벽산블루밍
5169,4.634243433,16,10.73641841,2.564949357,2005,6,133,3.543853682,2012,1,0,7,0,벽산블루밍
5170,4.110709916,18,10.21357915,1.791759469,2005,6,133,3.034952987,2012,1,0,7,0,벽산블루밍
5177,4.75350398,25,10.79550608,3.36729583,2005,6,133,3.663561646,2012,2,0,7,0,벽산블루밍
5214,4.107589789,29,10.37352243,2.302585093,2004,6,133,3.0301337,2012,2,0,8,0,벽산블루밍3차
5215,4.441120674,5,10.52945272,2.397895273,2004,6,133,3.356897123,2012,5,0,8,0,벽산블루밍3차
5217,4.451086171,10,10.62135174,2.302585093,2004,6,133,3.36729583,2012,5,0,8,0,벽산블루밍3차
5218,4.687855553,23,10.30898599,2.302585093,2003,6,133,3.597312261,2012,3,0,9,0,벽산타운II
5221,4.066630724,23,10.14647295,2.079441542,2003,6,133,2.990719732,2012,4,0,9,0,벽산타운II
5222,4.385520524,29,10.40429314,1.945910149,2003,6,133,3.303216973,2012,5,0,9,0,벽산타운II
5226,4.452485098,18,10.6334728,2.708050201,1996,6,133,3.36729583,2012,1,0,16,0,보라매삼성
5237,4.736899957,11,10.49130199,2.079441542,1995,6,133,3.645449896,2012,1,0,17,0,보라매우성
5238,4.092008502,18,10.18493775,3.218875825,1995,6,133,3.015534901,2012,2,0,17,0,보라매우성
5240,3.883829271,24,9.25922577,1.945910149,1971,6,133,2.815408719,2012,2,0,41,0.6931471806,복권
5243,4.452834525,2,10.6501992,3.295836866,2000,6,133,3.36729583,2012,1,0,12,0,봉천동아
5245,4.106931678,30,10.2399955,3.091042453,2000,6,133,3.0301337,2012,1,0,12,0,봉천동아
5254,4.7509142,23,10.81176627,2.079441542,2000,6,133,3.660994251,2012,4,0,12,0,봉천동아
5265,4.453882072,4,10.65728288,3.258096538,2000,6,133,3.36729583,2012,1,0,12,0,봉천우성
5268,4.106931678,14,10.28195823,3.33220451,2000,6,133,3.0301337,2012,1,0,12,0,봉천우성
5270,4.751691839,10,10.76850604,3.044522438,2000,6,133,3.660994251,2012,2,0,12,0,봉천우성
5292,4.442062848,19,10.46313191,1.945910149,2002,6,133,3.356897123,2012,3,0,10,0,부미아띠랑스힐
5293,4.753417762,2,10.79959599,1.945910149,2005,6,133,3.660994251,2012,5,0,7,0,브라운스톤관악
5294,4.105449342,29,10.44292979,2.944438979,2005,6,133,3.0301337,2012,5,0,7,0,브라운스톤관악
5296,4.397899984,20,10.43414521,2.48490665,2001,6,133,3.314186005,2012,6,0,11,0,삼정
5297,4.356837024,25,10.30898599,2.197224577,2003,6,133,3.27336401,2012,7,0,9,0,새진(1653-10)
5298,4.03636228,28,9.867912187,2.197224577,2005,6,133,2.965273066,2012,4,0,7,0,새진6차
5299,4.446877607,30,10.38594457,2.564949357,2007,6,133,3.360375387,2012,1,0,5,0,생모리츠타운
5300,4.107260787,14,10.4574014,3.135494216,1999,6,133,3.0301337,2012,1,0,13,0,서울대입구삼성
5304,4.453067408,2,10.8685875,2.890371758,2006,6,133,3.36729583,2012,3,0,6,0,서울대입구아이원(1560-61)
5305,4.110217911,13,10.47731614,2.197224577,2006,6,133,3.034952987,2012,3,0,6,0,서울대입구아이원(1560-61)
5314,4.453416631,31,10.80569964,2.302585093,2006,6,133,3.36729583,2012,5,0,6,0,서울대입구아이원(1560-62)
5315,4.350277936,6,10.5374419,2.48490665,1996,6,133,3.265759411,2012,4,0,16,0,선경
5317,4.106767082,29,9.998843186,2.63905733,1999,6,133,3.0301337,2012,3,0,13,0,신봉
5319,4.45225208,28,10.08585078,2.197224577,2004,6,133,3.36729583,2012,4,0,8,0,신양
5320,4.11968737,13,10.17355286,1.945910149,2012,6,133,3.044522438,2012,8,0,0,0,에메랄드103동
5323,4.436041223,28,10.22197765,1.945910149,2012,6,133,3.349904087,2012,8,0,0,0,에메랄드103동
5324,4.206779992,21,10.37039264,2.397895273,2009,6,133,3.126760536,2012,6,0,3,0,에이스인헌
5325,4.450269225,13,10.77897712,2.708050201,2001,6,133,3.363841595,2012,3,0,11,0,은천1
5329,3.93084476,31,10.17355286,2.397895273,2000,6,133,2.862200881,2012,1,0,12,0,은천2단지아파트
5330,4.109725664,6,10.39516094,2.708050201,2000,6,133,3.034952987,2012,3,0,12,0,은천2단지아파트
5336,5.091908014,15,10.87806606,2.397895273,2007,6,133,3.996364154,2012,2,0,5,0,은천누리에뜰
5338,4.453533011,4,10.35777457,2.079441542,2008,6,133,3.36729583,2012,3,0,4,0,일동행복세상
5339,3.865979067,5,9.878221025,2.302585093,1985,6,133,2.797281335,2012,3,0,27,0,일두(1021)
5340,3.686877451,19,9.655090294,2.302585093,1985,6,133,2.624668592,2012,3,0,27,0,일두(1021)
5342,4.412204177,10,10.59665973,2.302585093,2005,6,133,3.328626689,2012,2,0,7,0,제창그로힐
5343,4.381288863,2,10.40429314,1.945910149,2005,6,133,3.299533728,2012,4,0,7,0,제창그로힐
5344,4.966125954,30,11.08215793,3.091042453,2000,6,133,3.871201011,2012,5,0,12,0,캐릭터그린빌
5345,2.733067964,22,9.468928284,3.218875825,2012,6,133,1.740466175,2012,4,0,0,0,프라비다1
5347,3.913222286,3,10.2399955,1.791759469,1978,6,133,2.844909384,2012,7,0,34,0.6931471806,해바라기
5348,4.109889774,19,10.21100902,3.044522438,1996,6,133,3.034952987,2012,1,0,16,0,해태보라매타워
5350,4.24563401,6,10.28878397,2.302585093,1992,6,133,3.165475048,2012,1,0,20,0,현대(관악)
5351,4.087487775,6,10.1924563,2.63905733,1992,6,133,3.010620886,2012,1,0,20,0,현대(관악)
5356,4.451319461,4,10.49822225,2.890371758,1992,6,133,3.36729583,2012,2,0,20,0,현대(관악)
5357,4.769497479,4,10.73641841,2.833213344,1992,6,133,3.678829118,2012,2,0,20,0,현대(관악)
5360,4.671332388,6,10.65492723,2.63905733,1992,6,133,3.580737295,2012,3,0,20,0,현대(관악)
5367,4.768308923,16,10.59665973,1.791759469,1992,6,133,3.676300672,2012,4,0,20,0,현대(관악)
5377,4.822617545,9,10.77897712,2.48490665,1992,6,133,3.730501129,2012,8,0,20,0,현대(관악)
5380,4.44359199,27,10.53212288,2.079441542,2002,6,133,3.356897123,2012,2,0,10,0,휴먼아파트A
5381,4.445353485,3,10.58408127,2.397895273,1995,6,79,3.360375387,2012,3,0,17,0,LIG5차
5382,4.109233175,27,10.16589028,2.079441542,1995,6,79,3.034952987,2012,7,0,17,0,LIG5차
5383,4.092676505,24,10.19432713,2.708050201,1996,6,79,3.015534901,2012,3,0,16,0,LIG대학마을(건영아파트3차)
5384,4.250920869,3,10.34177474,2.302585093,1996,6,79,3.169685581,2012,4,0,16,0,LIG대학마을(건영아파트3차)
5386,4.45225208,17,10.69196764,2.995732274,1996,6,79,3.36729583,2012,4,0,16,0,LIG대학마을(건영아파트3차)
5395,3.865350597,10,9.539716059,2.079441542,1974,6,79,2.797281335,2012,1,0,38,0.6931471806,강남
5396,3.979307752,3,9.680406499,1.945910149,1974,6,79,2.90690106,2012,2,0,38,0.6931471806,강남
5398,3.769306703,1,9.495594499,2.197224577,1974,6,79,2.708050201,2012,3,0,38,0.6931471806,강남
5399,3.935153423,22,9.595670798,2.197224577,1974,6,79,2.867898902,2012,3,0,38,0.6931471806,강남
5407,4.102478062,30,9.615872145,2.197224577,1974,6,79,3.025291076,2012,4,0,38,0.6931471806,강남
5413,4.320417153,11,10.34177474,2.833213344,1984,6,79,3.238678452,2012,2,0,28,0,건영1
5415,4.115290327,17,10.1924563,2.079441542,1984,6,79,3.039749159,2012,3,0,28,0,건영1
5417,3.738621546,14,9.711176264,2.833213344,1984,6,79,2.674148649,2012,5,0,28,0,건영1
5420,3.80488313,16,9.798182591,2.48490665,1988,6,79,2.740840024,2012,1,0,24,0,건영2
5421,4.106931678,26,10.08167558,2.48490665,1988,6,79,3.0301337,2012,4,0,24,0,건영2
5422,4.310530633,30,10.1266711,2.079441542,1988,6,79,3.230804396,2012,4,0,24,0,건영2
5426,4.453067408,15,10.43414521,1.945910149,1997,6,79,3.36729583,2012,4,0,15,0,건영4
5429,4.049870072,1,9.975854725,2.197224577,1983,6,79,2.975529566,2012,6,0,29,0,관악
5430,4.110217911,16,10.25769445,2.564949357,2008,6,79,3.034952987,2012,1,0,4,0,관악산휴먼시아1단지
5432,4.453998398,31,10.46027076,2.079441542,2008,6,79,3.36729583,2012,1,0,4,0,관악산휴먼시아1단지
5436,4.751000634,25,10.76850604,3.044522438,2008,6,79,3.660994251,2012,4,0,4,0,관악산휴먼시아1단지
5448,4.110709916,3,10.36410351,3.218875825,2008,6,79,3.034952987,2012,1,0,4,0,관악산휴먼시아2단지
5449,4.453998398,6,10.66897865,3.218875825,2008,6,79,3.36729583,2012,1,0,4,0,관악산휴먼시아2단지
5456,4.684535741,8,10.70326694,1.791759469,2008,6,79,3.594568775,2012,2,0,4,0,관악산휴먼시아2단지
5461,4.751000634,21,10.85901823,2.833213344,2008,6,79,3.660994251,2012,2,0,4,0,관악산휴먼시아2단지
5489,4.444414407,28,10.26816539,2.63905733,1993,6,79,3.360375387,2012,1,0,19,0,국제산장
5490,4.109889774,14,9.966509299,2.833213344,1993,6,79,3.034952987,2012,3,0,19,0,국제산장
5496,4.795459912,21,10.47449535,1.945910149,2003,6,79,3.703768067,2012,2,0,9,0,그대家
5497,4.104294893,21,10.10646921,2.833213344,2003,6,79,3.0301337,2012,2,0,9,0,그대家
5498,4.451669295,15,10.48852043,3.091042453,2003,6,79,3.36729583,2012,3,0,9,0,그대家
5503,4.100989105,6,10.04329297,2.079441542,1997,6,79,3.025291076,2012,1,0,15,0,금호(1차)
5504,4.453882072,19,10.30898599,3.044522438,1997,6,79,3.36729583,2012,3,0,15,0,금호(1차)
5507,4.110217911,20,10.2399955,2.397895273,1998,6,79,3.034952987,2012,6,0,14,0,금호2
5508,4.207822046,20,10.16589028,2.197224577,1984,6,79,3.131136911,2012,1,0,28,0,뉴서울
5509,3.956422593,30,9.913487387,1.791759469,1984,6,79,2.884800713,2012,8,0,28,0,뉴서울
5510,4.342635907,19,10.08585078,2.48490665,2007,6,79,3.261935314,2012,3,0,5,0,늘푸른
5511,4.110709916,28,9.952325335,2.833213344,1995,6,79,3.034952987,2012,2,0,17,0,동마
5514,3.942940108,16,10.14647295,2.708050201,1993,6,79,2.87356464,2012,1,0,19,0,동부
5515,4.453765732,23,10.7472291,2.48490665,1993,6,79,3.36729583,2012,2,0,19,0,동부
5517,4.117084049,6,10.34177474,2.397895273,1993,6,79,3.039749159,2012,4,0,19,0,동부
5521,4.751087061,31,10.96821553,2.63905733,1993,6,79,3.660994251,2012,7,0,19,0,동부
5524,4.447228998,5,10.42972382,2.397895273,2010,6,79,3.363841595,2012,4,0,2,0,동훈CDI
5526,4.452834525,9,10.27508559,2.079441542,2002,6,79,3.36729583,2012,2,0,10,0,두영
5529,4.095011007,4,9.903537551,1.791759469,1996,6,79,3.020424886,2012,1,0,16,0,라이프
5530,4.75272775,10,10.55843949,2.890371758,1996,6,79,3.660994251,2012,4,0,16,0,라이프
5535,4.280962432,3,10.22922379,2.302585093,1982,6,79,3.198673118,2012,2,0,30,0.6931471806,라이프미성
5536,4.524393876,6,10.50509494,2.63905733,1982,6,79,3.437207819,2012,2,0,30,0.6931471806,라이프미성
5541,4.365770212,13,10.2399955,1.791759469,2003,6,79,3.280911216,2012,8,0,9,0,로마
5545,4.32677816,19,10.26468724,1.791759469,2003,6,79,3.246490992,2012,3,0,9,0,보라매갑을
5548,4.313881618,16,10.42824567,2.772588722,2003,6,79,3.230804396,2012,6,0,9,0,보라매갑을
5549,4.041471073,27,10.21650837,2.302585093,2003,6,79,2.970414466,2012,8,0,9,0,보라매갑을
5550,2.631169157,11,9.523178364,2.772588722,2012,6,79,1.667706821,2012,5,0,0,0,보라매해담채
5557,2.655352412,11,9.476620038,2.397895273,2012,6,79,1.686398954,2012,7,0,0,0,보라매해담채
5608,4.433313679,1,10.34177474,2.944438979,2000,6,79,3.349904087,2012,1,0,12,0,삼성산주공(주공3단지)
5610,4.738914056,16,10.64067554,3.258096538,2000,6,79,3.64805746,2012,1,0,12,0,삼성산주공(주공3단지)
5624,4.086816296,27,10.08585078,2.197224577,2000,6,79,3.010620886,2012,6,0,12,0,삼성산주공(주공3단지)
5629,4.066802059,4,9.975854725,1.945910149,2008,6,79,2.990719732,2012,3,0,4,0,삼성아트빌(715-32)
5630,4.327174383,25,9.867912187,1.945910149,2002,6,79,3.246490992,2012,4,0,10,0,삼성홈타운
5631,4.413949146,10,10.14647295,1.945910149,2004,6,79,3.328626689,2012,5,0,8,0,상목에버빌B
5632,4.11038194,30,10.2399955,2.48490665,1998,6,79,3.034952987,2012,1,0,14,0,성우
5633,4.453998398,23,10.4857311,1.791759469,1998,6,79,3.36729583,2012,3,0,14,0,성우
5634,4.446174454,15,10.25769445,2.890371758,1994,6,79,3.360375387,2012,3,0,18,0,신동아
5636,4.110627932,29,10.30898599,2.397895273,2007,6,79,3.034952987,2012,1,0,5,0,신림2차푸르지오
5638,4.452133219,14,10.6334728,2.890371758,2007,6,79,3.36729583,2012,5,0,5,0,신림2차푸르지오
5644,4.109397365,13,10.20362918,2.564949357,1996,6,79,3.034952987,2012,8,0,16,0,신림2차현대
5645,4.110709916,10,10.37352243,1.791759469,2006,6,79,3.034952987,2012,1,0,6,0,신림동부센트레빌
5646,4.662400819,8,10.79550608,2.708050201,2006,6,79,3.572345638,2012,2,0,6,0,신림동부센트레빌
5647,4.453533011,12,10.71443999,2.564949357,2006,6,79,3.36729583,2012,2,0,6,0,신림동부센트레빌
5648,4.329943555,10,10.56362072,2.890371758,2006,6,79,3.246490992,2012,3,0,6,0,신림동부센트레빌
5651,4.453765732,25,10.54536775,2.197224577,2003,6,79,3.36729583,2012,2,0,9,0,신림동신도브래뉴
5654,4.758749274,18,10.79959599,2.302585093,2003,6,79,3.668676747,2012,5,0,9,0,신림동신도브래뉴
5657,4.411828126,30,10.58408127,3.044522438,2003,6,79,3.328626689,2012,6,0,9,0,신림동신도브래뉴
5659,4.45190245,16,10.44874359,2.397895273,2003,6,79,3.36729583,2012,2,0,9,0,신림동이모르젠
5660,4.452834525,16,10.66431675,2.197224577,2005,6,79,3.36729583,2012,1,0,7,0,신림푸르지오
5662,4.752209929,20,10.81378033,1.791759469,2005,6,79,3.660994251,2012,2,0,7,0,신림푸르지오
5665,4.110053856,21,10.67130148,2.890371758,2005,6,79,3.034952987,2012,2,0,7,0,신림푸르지오
5674,4.939067682,11,11.01041517,3.33220451,2005,6,79,3.845883203,2012,3,0,7,0,신림푸르지오
5686,4.108411819,8,10.19619448,2.48490665,1993,6,79,3.034952987,2012,1,0,19,0,신림현대
5687,4.421247348,11,10.48852043,2.833213344,1993,6,79,3.335769576,2012,1,0,19,0,신림현대
5691,3.579622468,15,9.758519582,1.945910149,1993,6,79,2.525728644,2012,2,0,19,0,신림현대
5693,4.666829566,22,10.44874359,1.791759469,1993,6,79,3.577947893,2012,2,0,19,0,신림현대
5698,4.791566762,5,10.71443999,2.772588722,1993,6,79,3.698829785,2012,5,0,19,0,신림현대
5711,4.029094677,11,9.961803629,2.079441542,1978,6,79,2.954910279,2012,1,0,34,0.6931471806,신안
5712,4.0580263,10,9.998843186,2.079441542,1978,6,79,2.985681938,2012,4,0,34,0.6931471806,신안
5714,4.40366581,14,10.22197765,2.079441542,2005,6,79,3.321432413,2012,7,0,7,0,신화아트벨리1차
5715,4.452950973,5,10.39821428,2.397895273,1998,6,79,3.36729583,2012,1,0,14,0,쌍용
5716,4.098668534,10,10.03236438,2.995732274,1998,6,79,3.025291076,2012,1,0,14,0,쌍용
5719,4.752900298,14,10.59665973,2.995732274,1998,6,79,3.660994251,2012,3,0,14,0,쌍용
5724,2.941276088,13,9.457278572,2.079441542,2010,6,79,1.931521412,2012,1,0,2,0,아데나
5729,2.957511061,7,9.44943601,2.079441542,2010,6,79,1.945910149,2012,2,0,2,0,아데나
5732,4.62933583,7,10.43414521,1.791759469,2003,6,79,3.540959324,2012,1,0,9,0,우민조원
5733,4.308918163,3,10.34177474,2.197224577,2003,6,79,3.226843995,2012,6,0,9,0,우민조원
5734,4.10660246,25,10.19619448,3.091042453,1999,6,79,3.0301337,2012,1,0,13,0,우방
5735,4.751778206,16,10.81979828,2.833213344,1999,6,79,3.660994251,2012,2,0,13,0,우방
5739,4.449451611,20,10.49130199,2.63905733,2004,6,79,3.363841595,2012,3,0,8,0,우정하이비전
5740,4.423408472,11,10.26642783,1.791759469,2004,6,79,3.339321978,2012,7,0,8,0,웰피아
5741,4.418117455,29,10.30898599,2.302585093,2004,6,79,3.33220451,2012,8,0,8,0,웰피아
5742,4.234178966,28,10.2399955,2.079441542,2006,6,79,3.152736022,2012,3,0,6,0,정성드리움
5743,4.102973889,10,10.22197765,2.197224577,2004,6,79,3.025291076,2012,2,0,8,0,제창그로힐
5744,4.102643365,13,9.994287577,2.302585093,1995,6,79,3.025291076,2012,1,0,17,0,주공1
5747,2.843163675,8,9.430359046,2.708050201,2012,6,79,1.840549633,2012,2,0,0,0,지붕위애
5748,3.02431973,20,9.543306469,2.708050201,2012,6,79,2.014903021,2012,2,0,0,0,지붕위애
5749,3.008648499,22,9.544023007,2.63905733,2012,6,79,2.00148,2012,3,0,0,0,지붕위애
5750,4.109397365,10,10.20362918,2.397895273,2000,6,79,3.034952987,2012,1,0,12,0,청광
5753,4.449451611,11,10.32878797,1.791759469,2004,6,79,3.363841595,2012,4,0,8,0,청화
5754,4.109725664,5,9.942756341,3.044522438,1999,6,79,3.034952987,2012,3,0,13,0,초원
5756,2.580974119,13,9.35884658,2.48490665,2012,6,79,1.609437912,2012,6,0,0,0,코스모그린
5758,3.766765993,9,9.937937287,2.995732274,1997,6,79,2.701361213,2012,3,0,15,0,태영
5759,3.930255774,21,10.16589028,2.833213344,1997,6,79,2.862200881,2012,5,0,15,0,태영
5761,4.108576144,4,10.04763119,3.135494216,1995,6,79,3.034952987,2012,1,0,17,0,태흥
5765,4.444649259,3,10.32551475,2.079441542,2009,6,79,3.360375387,2012,1,0,3,0,파로스프라자
5766,4.444649259,28,10.2399955,2.079441542,2009,6,79,3.360375387,2012,6,0,3,0,파로스프라자(1738-1)
5767,4.239007518,9,10.06904436,2.995732274,2001,6,79,3.161246712,2012,6,0,11,0,한라타운아파트
5768,4.387443189,28,10.26816539,2.302585093,2001,6,79,3.303216973,2012,7,0,11,0,한라타운아파트
5769,4.391859384,29,10.13463896,2.302585093,2001,6,79,3.306886702,2012,8,0,11,0,한라타운아파트
5772,4.445236148,20,10.26816539,2.772588722,1991,6,79,3.360375387,2012,1,0,21,0,현대
5773,4.289088639,14,9.998843186,2.197224577,1991,6,79,3.206803244,2012,4,0,21,0,현대
5777,4.453416631,7,10.7893397,2.302585093,1996,19,271,3.36729583,2012,1,0,16,0,광나루현대
5784,4.453649378,6,11.28979441,2.079441542,2003,19,271,3.36729583,2012,2,0,9,0,광장11현대홈타운
5788,5.104671936,24,10.85901823,2.197224577,2002,19,271,4.009149716,2012,4,0,10,0,광장동현대Ⅰ빌라트
5789,4.11038194,12,10.6334728,2.772588722,1999,19,271,3.034952987,2012,1,0,13,0,광장현대9단지
5790,4.453882072,13,11.01041517,2.995732274,1999,19,271,3.36729583,2012,1,0,13,0,광장현대9단지
5807,4.337944122,2,10.85901823,2.708050201,1989,19,271,3.254242969,2012,2,0,23,0,극동2
5808,4.449101,20,11.01864554,2.833213344,1989,19,271,3.363841595,2012,2,0,23,0,극동2
5810,4.109725664,7,10.66897865,2.944438979,2001,19,271,3.034952987,2012,3,0,11,0,금호베스트빌
5811,4.20514028,19,10.59665973,2.995732274,1987,19,271,3.126760536,2012,1,0,25,0,삼성광장1
5812,4.388629786,16,10.95955762,2.772588722,1987,19,271,3.303216973,2012,2,0,25,0,삼성광장1
5814,4.087991088,15,10.47731614,2.833213344,1989,19,271,3.010620886,2012,3,0,23,0,삼성광장2
5818,5.426930434,22,11.77529742,2.197224577,1978,19,271,4.32677816,2012,2,0,34,0.6931471806,워커힐
5819,5.09626238,29,11.69525536,2.708050201,1978,19,271,4.000033883,2012,2,0,34,0.6931471806,워커힐
5821,5.123428122,23,11.67844838,1.945910149,1978,19,271,4.027135813,2012,4,0,34,0.6931471806,워커힐
5825,5.467975749,12,11.67420212,2.63905733,1997,19,271,4.368181228,2012,5,0,15,0,워커힐리버빌
5826,4.924961204,12,11.69525536,2.890371758,2011,19,271,3.83081295,2012,1,0,1,0,유진스웰
5827,4.965854083,10,11.79811193,2.995732274,2011,19,271,3.871201011,2012,4,0,1,0,유진스웰
5828,5.348411442,25,12.20607765,2.944438979,2011,19,271,4.249922794,2012,4,0,1,0,유진스웰
5829,4.110053856,17,10.60908194,2.772588722,1996,19,271,3.034952987,2012,1,0,16,0,청구
5845,4.329680154,7,10.84351434,3.135494216,1990,19,271,3.246490992,2012,1,0,22,0,현대3
5846,4.453998398,11,11.03490579,2.772588722,1990,19,271,3.36729583,2012,2,0,22,0,현대3
5848,4.105449342,28,10.66431675,2.564949357,1990,19,271,3.0301337,2012,2,0,22,0,현대3
5862,4.105449342,17,10.51599393,1.791759469,1989,19,271,3.0301337,2012,1,0,23,0,현대5
5863,4.329153145,13,10.91510665,2.48490665,1989,19,271,3.246490992,2012,3,0,23,0,현대5
5867,4.453416631,13,10.87806606,2.995732274,1995,19,271,3.36729583,2012,2,0,17,0,"현대8(801동,802동)"
5873,4.109889774,9,10.65728288,3.258096538,1996,19,271,3.034952987,2012,1,0,16,0,현대8(803동)
5878,5.428248536,8,11.75979336,2.397895273,1997,19,271,4.328098293,2012,6,0,15,0,현대리버빌
5879,5.415744783,12,11.88449592,2.708050201,1997,19,271,4.316153891,2012,6,0,15,0,현대리버빌
5881,4.45213555,10,11.11246282,2.708050201,2000,19,271,3.36729583,2012,1,0,12,0,현대파크빌
5885,4.106931678,4,10.64544871,1.945910149,2000,19,271,3.0301337,2012,2,0,12,0,현대파크빌
5897,4.448633328,25,10.98530967,2.079441542,2000,19,271,3.363841595,2012,5,0,12,0,현대파크빌
5913,4.998765122,6,11.60824474,2.833213344,2004,19,271,3.903990834,2012,2,0,8,0,현대홈타운12차
5916,5.180434326,7,11.18443529,3.218875825,2004,19,231,4.082609306,2012,6,0,8,0,강변현대하이엘
5917,4.159351724,8,10.27508559,2.302585093,2003,19,231,3.08190997,2012,6,0,9,0,광남캐스빌
5918,4.451552697,11,10.82578024,2.564949357,1992,19,231,3.36729583,2012,2,0,20,0,구의강변우성아파트
5922,4.451436086,9,10.51599393,2.079441542,2004,19,231,3.36729583,2012,2,0,8,0,구의청정
5923,4.453300237,7,10.92954707,2.890371758,1996,19,231,3.36729583,2012,1,0,16,0,구의현대2단지
5941,4.453416631,10,10.82974842,2.708050201,1994,19,231,3.36729583,2012,1,0,18,0,구의현대6단지
5944,4.11038194,30,10.47731614,3.044522438,1997,19,231,3.034952987,2012,3,0,15,0,구의현대7단지현대홈타운
5946,4.45423101,6,10.70326694,2.63905733,1997,19,231,3.36729583,2012,6,0,15,0,구의현대7단지현대홈타운
5948,4.439115602,27,10.57134257,2.48490665,2004,19,231,3.353406718,2012,6,0,8,0,대영(1동)
5949,4.450385972,29,10.60908194,2.197224577,2004,19,231,3.363841595,2012,2,0,8,0,대영(2동)
5950,4.203647297,24,10.16589028,1.791759469,2006,19,231,3.126760536,2012,2,0,6,0,데쟈뷰아파트
5951,4.22588439,16,10.54536775,2.397895273,2011,19,231,3.148453361,2012,2,0,1,0,동우아파트
5953,4.21094171,17,10.51870022,2.397895273,2011,19,231,3.131136911,2012,3,0,1,0,동우아파트
5954,4.187227556,20,10.25769445,2.079441542,2003,19,231,3.109060959,2012,4,0,9,0,명성
5955,4.452019006,3,10.46313191,2.302585093,2000,19,231,3.36729583,2012,3,0,12,0,삼성로얄
5957,5.092952337,8,11.17044924,3.36729583,2001,19,231,3.996364154,2012,2,0,11,0,삼성쉐르빌
