경기번호,경기날짜,팀명,홈_어웨이,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,팀코드,상대팀
107,2018-11-01,IBK기업은행,0,1,114,64,128,51,8,9,216.84,99.99,62,25,5,6,156.66,99.98,6,3,0,0,200.0,100.01,5,3,0,0,60.0,100.0,23,8,1,3,36.36,100.0,5,3,0,0,133.32999999999998,100.0,27,9,2,0,161.25,100.0,80,5,11,1.67,100.0,84,69,15,0,23.5,100.0,128,50,0,17.65,100.0,65,32,4,162.1,100.0,56,8,23,11,2,2.67,100.0,6,0,22,3,흥국생명
107,2018-11-01,흥국생명,1,0,152,45,120,33,8,14,261.99,99.99,67,14,3,9,125.81,100.01,1,0,0,0,0.0,100.0,3,0,1,0,0.0,100.0,17,5,1,2,41.67,100.0,10,6,1,0,233.33,100.0,22,8,2,3,186.67,100.0,69,4,4,1.99,100.01,82,65,17,0,23.33,100.01,120,32,0,12.01,100.0,69,31,5,245.45,100.0,58,8,24,16,0,2.67,100.0,7,0,18,1,IBK기업은행
108,2018-11-02,KGC인삼공사,0,1,106,67,146,52,6,6,229.31,99.99,77,28,3,2,255.92,100.01,7,3,0,0,150.0,100.01,5,4,0,1,100.0,100.0,11,3,0,0,27.27,100.0,11,2,0,0,40.0,99.99,35,12,3,3,107.06,100.0,94,7,8,1.75,100.0,110,94,16,0,27.0,100.01,155,50,1,13.25,100.02,75,33,4,301.05,99.99,75,8,32,19,2,2.0,99.98,7,0,17,4,현대건설
108,2018-11-02,현대건설,1,0,109,66,161,56,8,14,215.79,100.0,96,30,7,8,234.1,100.01,8,4,0,0,140.0,100.0,3,0,0,0,0.0,100.0,7,3,0,1,42.86,100.0,17,9,0,3,110.0,100.0,30,10,1,2,134.41,100.0,84,4,9,1.0,100.01,106,94,11,1,24.92,100.01,164,51,2,12.75,100.01,86,37,7,262.71000000000004,99.99,69,6,23,23,2,1.5,100.0,6,0,28,5,KGC인삼공사
109,2018-11-03,GS칼텍스,1,1,120,83,191,72,12,9,291.38,99.99,109,43,5,4,311.07,99.99,6,1,0,1,33.33,100.0,5,1,1,0,20.0,100.0,13,6,2,2,133.32999999999998,100.0,12,4,1,0,76.19,100.0,46,17,3,2,116.41,100.0,110,6,7,1.25,100.03,132,118,13,1,25.22,100.03,196,66,2,13.2,99.99,94,44,4,255.13,100.0,98,5,43,29,1,1.1800000000000002,99.99,5,0,20,0,IBK기업은행
109,2018-11-03,IBK기업은행,0,0,100,80,203,64,5,20,162.82999999999998,100.0,124,40,4,11,179.75,99.99,7,4,0,0,66.67,100.0,10,3,0,2,42.86,100.0,30,7,1,4,25.93,100.0,6,2,0,0,75.0,100.0,26,8,0,3,71.67,99.99,102,4,7,0.98,100.01,130,112,18,0,26.630000000000003,100.0,198,59,1,14.4,100.01,103,47,6,203.52,99.99,117,12,50,35,0,3.2,100.0,7,0,28,3,GS칼텍스
110,2018-11-04,한국도로공사,1,1,143,88,176,75,4,16,458.93,100.01,65,26,0,8,455.61,99.99,7,5,0,1,300.0,100.01,8,5,0,0,140.0,100.0,16,6,2,1,75.0,100.0,14,8,0,1,72.73,100.0,66,25,2,5,141.49,100.0,108,6,9,1.2000000000000002,100.01,110,97,12,1,19.5,100.01,181,68,2,14.000000000000002,100.0,96,59,2,247.08,99.99,78,7,32,29,0,1.4,100.0,5,0,28,2,흥국생명
110,2018-11-04,흥국생명,0,0,155,77,173,71,7,8,403.93,100.0,89,35,3,4,469.43,99.99,16,8,0,0,176.67000000000002,100.0,0,0,0,0,0.0,0.0,25,13,1,4,101.11,100.0,14,2,1,0,114.29,100.0,29,13,2,0,138.89,99.99,104,2,8,0.5800000000000001,100.0,116,93,22,1,21.2,100.0,176,70,2,18.93,100.0,99,46,6,160.76,99.99,75,4,37,21,0,0.8500000000000001,100.0,0,0,19,1,한국도로공사
111,2018-11-05,IBK기업은행,1,0,114,44,102,42,7,6,369.23,100.01,50,20,3,1,370.38,100.0,4,2,0,1,150.0,100.0,6,1,2,0,25.0,100.01,11,6,1,1,66.67,100.0,6,1,0,1,20.0,100.0,25,12,1,2,101.58,100.0,60,1,8,0.5,100.0,59,46,13,0,18.0,99.97,99,38,3,12.84,100.0,65,23,2,164.67,100.0,32,1,11,15,2,0.5,100.03,1,0,19,3,KGC인삼공사
111,2018-11-05,KGC인삼공사,0,1,104,55,86,46,1,4,401.9,100.0,48,23,0,2,383.33,100.0,8,5,1,0,216.67,100.0,0,0,0,0,0.0,0.0,13,10,0,1,76.92,100.0,7,4,0,0,116.67,100.0,10,4,0,1,133.32999999999998,100.0,73,2,7,0.67,100.01,52,42,10,0,14.16,100.01,89,45,2,15.32,99.99,52,22,1,134.67000000000002,100.01,56,7,19,19,1,2.33,100.01,4,0,14,4,IBK기업은행
112,2018-11-07,GS칼텍스,0,1,143,58,84,45,5,0,417.92,99.99,43,22,3,0,381.43,100.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,6,1,0,75.0,100.0,14,9,1,0,175.0,100.0,19,8,0,0,141.66,100.0,74,7,8,3.0,99.99,60,44,16,0,16.67,100.01,84,41,0,13.66,99.99,43,17,1,156.15,100.01,30,6,12,5,0,1.99,100.0,4,0,8,0,KGC인삼공사
112,2018-11-07,KGC인삼공사,1,0,91,72,169,59,8,13,210.78,100.01,93,27,4,8,183.16,100.0,7,3,0,1,125.0,100.0,1,0,0,0,0.0,100.0,14,2,3,2,14.29,100.0,8,3,0,1,86.67,100.0,46,24,1,1,296.6,100.0,103,2,5,0.7,100.01,119,99,19,1,20.4,99.99,175,55,4,12.8,99.99,99,40,5,151.17000000000002,99.99,90,11,26,30,1,2.2,100.0,7,0,24,4,GS칼텍스
113,2018-11-07,한국도로공사,1,1,134,89,199,76,11,13,235.93,100.0,96,42,5,4,241.62,100.0,1,0,0,0,0.0,100.0,7,1,1,1,33.33,100.0,17,3,0,2,65.38,99.99,16,6,0,0,75.0,100.0,62,24,5,6,116.1,100.0,112,5,13,1.0,100.0,124,110,13,1,23.33,100.02,194,68,0,15.1,100.02,96,58,2,157.23,100.01,75,8,28,23,1,1.6,100.0,7,0,28,2,현대건설
113,2018-11-07,현대건설,0,0,104,42,84,36,6,2,266.54,100.0,46,21,3,1,342.68,100.0,5,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,6,3,0,0,50.0,100.0,10,3,2,1,61.9,100.0,17,8,1,0,120.0,100.0,51,1,8,0.33,100.01,51,42,9,0,14.84,99.99,91,35,4,11.83,100.01,65,27,7,150.32,100.01,38,5,12,16,2,1.66,100.0,5,0,16,5,한국도로공사
114,2018-11-10,한국도로공사,0,1,127,60,104,46,7,7,410.76,99.99,43,14,4,4,232.67,100.0,8,4,1,0,190.0,100.0,14,8,0,1,207.14,100.0,2,1,0,0,50.0,100.0,10,5,0,0,100.0,100.0,27,14,2,2,224.04,100.0,73,6,5,2.0,100.01,72,57,15,0,19.17,100.01,109,44,0,14.66,99.99,59,32,3,110.17,99.99,50,8,20,14,1,2.67,100.0,8,0,13,2,현대건설
114,2018-11-10,현대건설,1,0,96,51,106,41,8,5,219.31,100.0,62,19,6,4,181.53,99.99,7,3,1,0,116.67,100.0,0,0,0,0,0.0,0.0,4,2,1,0,150.0,100.0,11,7,0,0,160.0,100.0,22,10,0,1,135.70999999999998,100.0,66,3,7,1.0,100.0,77,58,19,0,21.49,100.0,116,41,2,13.66,100.0,67,28,6,248.85,100.0,39,7,16,12,0,2.33,99.99,5,0,14,5,한국도로공사
115,2018-11-11,GS칼텍스,0,0,123,92,193,78,11,12,340.79,99.99,102,37,4,6,276.37,100.0,2,2,0,0,200.0,100.0,1,0,0,0,0.0,100.0,23,10,2,3,45.45,100.0,12,4,2,0,112.5,100.0,53,25,3,3,176.39,100.01,108,4,9,0.8500000000000001,100.01,118,98,20,0,20.97,99.99,191,71,1,14.2,100.0,107,48,7,163.62,100.01,77,10,28,28,2,2.18,100.0,8,0,24,0,흥국생명
115,2018-11-11,흥국생명,1,1,144,88,163,70,10,9,454.13,99.99,96,42,9,4,411.64,100.0,9,5,0,0,220.0,100.0,2,1,0,1,50.0,100.0,13,5,0,1,45.45,100.0,6,1,0,1,20.0,100.0,37,16,1,2,122.83,100.0,113,7,6,1.4,99.97,110,91,18,1,20.15,100.0,172,68,1,14.500000000000002,99.99,99,38,4,188.2,99.99,95,11,28,35,0,2.35,100.01,7,0,17,1,GS칼텍스
116,2018-11-14,IBK기업은행,1,1,81,78,186,67,11,10,159.26999999999998,100.01,97,34,4,8,150.88,99.99,8,3,1,0,183.33,100.0,6,2,1,0,33.33,100.0,32,12,2,2,65.69999999999999,100.01,5,2,0,0,100.0,100.0,38,14,3,0,138.32999999999998,99.99,96,4,10,1.0,100.01,129,110,19,0,29.42,99.99,182,65,1,18.5,100.01,83,41,1,229.5,100.01,65,7,38,11,1,1.83,99.99,5,0,22,3,KGC인삼공사
116,2018-11-14,KGC인삼공사,0,0,109,63,154,51,7,14,297.77,100.01,85,26,1,8,217.37,100.0,9,3,1,2,133.32999999999998,99.99,3,0,0,1,0.0,100.0,17,7,1,0,137.5,100.0,9,5,1,1,116.67,100.0,31,10,3,2,157.92000000000002,100.01,86,1,3,0.25,100.0,119,93,26,0,24.83,100.01,159,51,2,13.67,100.0,86,39,4,239.38,100.0,74,11,22,20,0,3.5,100.01,9,0,19,4,IBK기업은행
117,2018-11-14,현대건설,0,0,109,53,133,45,14,9,303.9,100.0,70,19,6,7,297.16,100.0,12,7,1,0,283.34000000000003,99.99,4,1,1,0,33.33,100.0,9,3,2,0,33.33,100.0,10,2,2,1,40.0,100.0,28,13,2,1,164.75,100.0,62,2,5,0.66,100.0,91,72,19,0,24.83,100.0,135,41,3,13.66,99.99,68,32,2,242.48,99.99,38,6,18,6,1,2.0,99.99,6,0,18,5,흥국생명
117,2018-11-14,흥국생명,1,1,132,56,108,40,6,3,168.86,100.01,65,22,5,2,110.73,100.02,5,3,0,0,200.0,100.0,2,0,0,0,0.0,100.0,14,6,1,1,54.55,100.0,10,3,0,0,58.33,100.0,12,6,0,0,130.0,100.0,74,2,5,0.66,99.98,82,67,15,0,23.16,100.01,113,40,0,13.99,99.99,57,28,2,198.95,99.99,52,14,17,10,0,4.67,100.01,7,0,8,1,현대건설
118,2018-11-17,IBK기업은행,1,1,97,89,177,72,5,11,292.03,99.98,100,37,5,7,276.54,100.0,7,3,0,0,116.67,100.0,4,0,0,0,0.0,100.0,20,8,0,2,40.0,100.0,5,3,0,0,116.67,100.0,41,21,0,2,203.29,100.0,104,6,9,2.0500000000000003,100.0,122,98,24,0,21.1,100.0,176,66,0,14.9,100.01,94,42,4,203.84,100.0,78,11,32,26,0,2.25,99.99,8,0,20,3,한국도로공사
118,2018-11-17,한국도로공사,0,0,136,78,176,69,11,8,297.88,100.0,80,24,7,4,218.93,100.0,6,5,0,0,366.67,100.01,8,4,1,0,100.0,100.0,12,3,1,0,33.33,100.0,8,6,0,0,146.67000000000002,100.0,62,27,2,4,148.13,99.99,99,4,5,0.8,99.99,122,96,26,0,19.5,100.01,168,62,1,12.4,100.02,95,48,6,173.01,100.01,82,5,42,21,2,1.0,100.01,5,0,16,2,IBK기업은행
119,2018-11-18,KGC인삼공사,1,0,97,47,120,42,7,6,284.9,100.01,72,21,5,5,248.96,100.01,7,5,0,0,200.0,100.0,0,0,0,0,0.0,0.0,18,6,1,0,35.29,100.0,4,2,0,0,66.67,100.0,19,8,1,1,166.67000000000002,100.0,67,1,2,0.33,100.01,98,75,23,0,26.85,99.99,131,41,1,15.0,99.99,67,31,3,138.05,100.0,63,4,30,17,0,1.34,100.01,3,0,9,4,흥국생명
119,2018-11-18,흥국생명,0,1,115,66,145,56,4,8,233.75,99.99,91,35,1,6,206.9,99.99,7,2,0,0,66.67,100.01,0,0,0,0,0.0,0.0,22,7,3,1,77.78,100.0,12,5,0,1,82.86,100.0,13,7,0,0,197.14,100.0,74,3,6,0.99,99.99,94,86,8,0,28.67,100.0,146,53,2,17.66,99.98,64,30,1,164.53,100.01,57,7,24,20,1,2.33,100.02,6,0,17,1,KGC인삼공사
120,2018-11-21,GS칼텍스,0,0,101,75,170,60,16,12,207.07,100.01,88,26,8,8,155.39,100.01,2,2,0,0,200.0,100.0,0,0,0,0,0.0,0.0,28,12,1,1,95.45,100.0,12,5,1,1,88.57,100.0,40,15,6,2,135.07999999999998,100.0,104,5,9,1.0,99.99,117,94,22,1,19.55,100.0,179,55,1,11.6,100.01,95,34,7,113.17,100.0,86,10,37,20,0,2.0,100.01,9,0,23,0,IBK기업은행
120,2018-11-21,IBK기업은행,1,1,115,83,167,60,10,12,186.52,100.01,85,28,5,10,136.2,100.0,9,0,0,0,0.0,99.99,5,3,0,1,116.67,100.0,15,3,2,0,115.38,100.01,7,3,0,0,120.0,100.0,46,23,3,1,180.7,99.99,105,7,10,1.83,99.99,114,99,13,2,22.22,100.0,180,60,1,14.450000000000005,100.01,94,42,5,156.17000000000002,100.01,92,16,38,25,2,3.35,100.02,13,0,27,3,GS칼텍스
121,2018-11-21,한국도로공사,0,1,140,64,131,51,6,8,226.58,99.99,71,25,2,4,163.55,100.01,7,2,1,0,83.33,100.0,8,3,0,0,83.33,100.0,11,3,1,2,133.32999999999998,100.0,9,6,0,0,150.0,100.0,25,12,2,2,203.51,100.0,92,4,3,1.0,100.01,95,76,19,0,19.75,100.0,132,47,1,14.75,99.99,71,41,4,262.56,100.0,61,9,25,13,2,2.25,100.0,6,0,14,2,흥국생명
121,2018-11-21,흥국생명,1,0,123,65,159,55,9,17,221.6,100.0,95,32,3,10,195.83,100.02,5,2,1,0,66.67,100.0,4,3,0,0,75.0,100.0,29,9,3,5,64.1,100.0,6,2,1,1,40.0,100.0,20,7,1,1,70.0,100.0,80,4,9,1.0,100.0,96,84,12,0,23.33,99.99,156,52,1,13.0,99.99,89,34,4,224.41,100.0,59,6,28,17,2,1.5,99.99,6,0,29,1,한국도로공사
122,2018-11-24,IBK기업은행,0,1,75,65,115,53,7,5,402.59,100.01,61,26,3,3,386.93,100.0,7,5,0,0,130.0,100.0,3,0,2,0,0.0,100.0,18,7,0,1,135.29,100.0,8,5,0,0,125.0,100.0,18,10,2,1,161.54,100.0,74,2,4,0.66,100.02,73,62,11,0,20.66,100.01,108,47,0,15.66,100.0,52,28,2,199.26,100.0,42,10,13,15,0,3.34,99.99,6,0,9,3,현대건설
122,2018-11-24,현대건설,1,0,125,48,95,39,10,2,316.14,99.99,48,17,4,2,321.46,99.99,5,2,0,0,150.0,100.0,0,0,0,0,0.0,0.0,23,10,3,0,43.48,100.0,5,3,1,0,75.0,100.0,14,7,2,0,233.33,99.99,58,2,6,0.66,99.99,69,49,20,0,17.34,100.0,107,38,1,12.66,99.99,69,31,2,257.49,100.01,39,7,16,9,0,2.3200000000000003,100.0,5,0,9,5,IBK기업은행
123,2018-11-25,GS칼텍스,1,1,118,81,141,65,5,7,217.07,100.0,66,31,3,3,231.05,100.01,1,0,0,1,0.0,100.0,0,0,0,0,0.0,0.0,14,6,0,1,180.0,100.0,7,1,0,0,25.0,100.0,53,27,2,2,211.59,100.0,95,5,12,1.25,100.01,92,75,16,1,19.33,99.98,148,62,1,16.58,100.01,80,33,4,124.95,100.0,56,11,15,19,3,2.75,100.0,7,0,24,0,KGC인삼공사
123,2018-11-25,KGC인삼공사,0,0,105,59,133,50,11,9,309.94,100.01,71,24,3,4,231.41,99.99,8,5,1,0,216.67,100.0,0,0,0,0,0.0,0.0,19,3,3,3,16.67,100.0,11,6,1,0,200.01,99.99,24,12,3,2,223.33,99.99,85,4,4,1.0,99.99,92,70,22,0,18.34,99.99,137,48,1,12.5,100.0,83,36,5,165.84,99.99,64,5,24,23,1,1.33,100.02,4,0,15,4,GS칼텍스
124,2018-11-28,GS칼텍스,0,1,118,52,103,43,2,4,280.04,100.0,62,19,0,3,185.95,100.0,1,1,0,0,100.0,100.0,0,0,0,0,0.0,0.0,10,5,0,1,116.67,100.0,5,2,1,0,150.0,100.0,25,16,1,0,235.23,100.0,75,6,9,1.99,100.0,82,70,12,0,24.33,100.01,108,41,0,14.33,99.98,46,27,0,181.73,99.99,48,3,23,12,0,0.99,100.0,1,0,13,0,IBK기업은행
124,2018-11-28,IBK기업은행,1,0,112,68,150,60,9,9,229.68,100.01,81,33,5,2,172.26,100.01,8,6,0,0,200.0,100.0,3,2,0,0,150.0,100.0,18,5,3,2,27.78,100.0,10,2,0,0,40.0,100.0,30,12,1,5,91.58,99.99,92,2,9,0.5,100.0,91,76,15,0,20.92,100.0,153,57,0,15.0,100.0,94,42,7,108.84,100.0,58,6,27,19,0,1.5,99.98,5,0,18,3,GS칼텍스
125,2018-11-28,한국도로공사,1,0,136,40,117,38,3,13,272.19,99.98,51,12,0,10,235.09,99.99,6,1,0,2,50.0,100.0,5,3,0,0,116.67,100.0,14,4,0,0,70.0,100.0,13,6,1,0,144.44,99.99,28,12,2,1,164.04000000000002,99.99,55,0,9,0.0,100.01,78,66,12,0,22.66,100.0,121,36,1,12.34,100.01,65,33,6,128.26,100.0,44,2,19,13,1,0.67,99.98,2,0,24,2,흥국생명
125,2018-11-28,흥국생명,0,1,129,80,155,64,6,16,287.88,100.02,78,32,2,7,231.09,100.0,4,0,0,0,0.0,100.0,4,2,0,0,50.0,100.0,25,6,2,8,48.81,100.0,9,6,0,1,135.0,100.0,35,18,2,0,167.92000000000002,99.99,97,7,3,1.83,99.99,94,77,15,2,20.5,100.0,151,61,0,19.5,100.0,82,49,2,354.94,100.01,70,9,31,22,1,2.25,100.0,7,0,22,1,한국도로공사
126,2018-11-29,KGC인삼공사,1,1,92,55,116,44,6,8,271.17,99.99,64,21,2,4,234.91,100.01,3,1,0,0,100.0,99.99,1,0,0,1,0.0,100.0,8,5,0,1,62.5,100.0,10,2,1,0,40.0,100.0,30,15,3,2,290.83,100.0,74,3,4,1.16,100.0,88,74,14,0,25.48,100.02,128,44,2,15.33,100.0,61,30,1,291.21000000000004,100.0,62,8,26,20,0,2.83,100.01,6,0,14,4,현대건설
126,2018-11-29,현대건설,0,0,129,53,128,46,8,10,282.08,100.0,78,25,7,7,215.83,99.99,4,1,0,1,50.0,100.0,2,2,0,0,100.0,100.0,11,6,0,2,54.55,100.0,8,2,0,0,114.29,100.0,25,10,1,0,213.46,100.0,68,1,7,0.33,100.0,88,68,19,1,27.85,100.0,129,45,2,15.0,100.01,70,34,3,330.09000000000003,100.0,55,6,20,15,0,2.0,100.0,5,0,20,5,KGC인삼공사
127,2018-12-01,GS칼텍스,1,0,121,46,125,35,13,9,339.37,100.0,61,13,5,5,82.08,100.0,4,2,1,0,100.0,100.0,3,0,1,1,0.0,100.0,22,5,3,2,58.33,100.01,8,4,1,0,233.33,100.0,27,11,2,1,192.5,100.0,59,2,4,0.67,99.98,81,64,17,0,24.01,99.99,127,34,0,11.32,99.99,72,30,4,207.35,100.0,56,9,21,12,0,3.16,100.0,8,0,13,0,흥국생명
127,2018-12-01,흥국생명,0,1,117,63,129,46,9,8,160.34,100.01,78,22,7,4,87.93,100.0,5,3,0,1,150.0,100.0,2,1,0,0,50.0,100.0,19,9,1,2,140.0,100.0,6,2,1,0,66.67,100.0,19,9,0,1,133.32999999999998,100.0,75,4,3,1.33,100.01,90,82,8,0,29.33,99.99,132,45,1,21.67,100.0,55,24,2,279.45,100.01,59,13,22,17,0,4.33,99.99,8,0,12,1,GS칼텍스
128,2018-12-02,한국도로공사,1,1,135,54,106,44,7,3,252.14,100.0,58,24,4,3,236.79,100.0,7,1,1,0,33.33,100.01,8,6,0,0,160.0,100.0,4,0,0,0,0.0,100.0,8,3,1,0,50.0,100.0,21,10,1,0,140.0,100.0,73,5,8,1.66,100.01,69,61,8,0,20.51,100.01,104,41,1,13.84,99.99,50,31,0,233.84,100.0,43,5,13,15,2,1.66,100.0,2,0,14,2,현대건설
128,2018-12-02,현대건설,0,0,112,42,111,35,5,9,153.73,100.0,76,22,4,8,144.58,99.99,2,1,1,0,100.0,100.0,0,0,0,0,0.0,0.0,11,4,0,1,36.36,100.0,6,2,0,0,66.67,100.0,16,6,0,0,133.32999999999998,100.0,58,0,8,0.0,100.0,73,61,12,0,20.67,100.01,115,35,4,11.67,100.01,65,27,5,97.99,100.0,46,7,17,17,0,2.32,100.0,5,0,21,5,한국도로공사
129,2018-12-05,GS칼텍스,0,0,125,43,119,33,8,6,159.26,100.0,55,16,3,2,121.43,100.0,4,3,0,0,100.0,100.0,3,1,1,0,50.0,100.0,16,4,2,3,47.27,100.0,12,3,0,0,55.55,100.0,29,6,2,1,78.57,100.0,54,2,7,0.66,99.99,75,63,12,0,22.34,100.01,124,32,3,11.33,100.0,69,28,1,149.21,99.99,51,8,18,16,1,2.66,100.01,6,0,17,0,IBK기업은행
129,2018-12-05,IBK기업은행,1,1,106,58,117,49,8,5,293.22,99.98,65,26,5,2,250.98,100.0,3,3,0,0,200.0,100.0,1,1,0,0,100.0,100.0,10,3,0,1,37.5,100.0,10,3,1,1,42.86,100.0,28,13,2,1,160.36,100.0,74,1,5,0.33,99.98,89,79,10,0,27.16,99.99,115,45,0,14.99,100.01,47,20,2,104.56,100.0,60,8,29,12,0,2.67,99.99,3,0,10,3,GS칼텍스
130,2018-12-05,KGC인삼공사,1,0,85,41,139,30,10,11,241.83,99.99,60,10,3,6,225.75,100.0,6,1,0,0,50.0,100.01,3,0,0,0,0.0,100.0,7,1,0,2,100.0,100.0,12,4,0,1,66.66,100.0,51,14,7,2,215.0,99.99,58,1,5,0.33,100.0,100,91,9,0,33.17,100.0,150,29,1,10.83,99.99,69,33,2,136.75,99.99,68,10,28,23,0,3.5,99.99,9,0,17,4,현대건설
130,2018-12-05,현대건설,0,1,109,58,135,46,10,11,219.76,99.99,78,25,6,7,161.64,99.98,4,1,0,0,100.0,100.0,2,1,0,1,50.0,100.0,20,9,0,3,86.67,100.0,5,1,0,0,25.0,100.0,26,9,4,0,114.44,100.0,73,2,4,0.67,100.01,94,85,9,0,28.66,100.0,131,42,0,14.0,100.0,53,22,1,219.22,100.01,68,10,26,13,0,3.33,99.99,5,0,15,5,KGC인삼공사
131,2018-12-08,IBK기업은행,0,1,91,78,179,63,9,7,184.16,100.0,107,31,6,4,155.43,100.0,8,3,1,0,91.67,100.0,5,0,1,0,0.0,100.0,10,4,0,0,137.5,100.0,11,6,0,0,96.43,100.0,38,19,1,3,153.85,99.99,96,5,9,1.0,100.01,135,116,19,0,25.0,100.01,189,62,0,14.5,100.0,88,50,7,278.89,100.0,76,10,38,21,0,2.0,100.0,9,0,16,3,흥국생명
131,2018-12-08,흥국생명,1,0,132,76,178,60,10,13,174.05,99.99,107,32,8,9,162.68,99.99,5,1,1,0,33.33,100.0,2,0,0,0,0.0,100.0,20,12,0,2,116.67,100.0,10,5,0,0,116.67,100.0,34,10,1,2,76.19,100.0,93,7,5,1.58,99.99,124,106,18,0,21.8,100.0,185,58,1,12.35,99.99,87,40,5,286.06,100.0,79,9,31,23,0,1.8,100.0,8,0,19,1,IBK기업은행
132,2018-12-09,KGC인삼공사,1,0,99,32,110,26,6,12,233.32,100.0,52,10,1,6,210.43,100.0,6,2,0,2,100.0,99.99,5,1,0,1,33.33,100.0,4,1,0,1,50.0,100.0,7,1,1,1,100.0,100.01,36,11,4,1,87.78,100.01,51,1,9,1.0,100.0,78,63,15,0,25.17,100.0,122,25,5,9.17,100.01,65,31,0,234.83,99.99,35,5,19,10,0,1.99,99.99,3,0,26,4,한국도로공사
132,2018-12-09,한국도로공사,0,1,132,49,99,43,5,5,295.53,99.99,56,22,5,3,273.33,100.02,7,4,0,0,266.67,100.01,5,3,0,0,116.67,100.0,4,0,0,1,0.0,100.0,7,5,0,1,83.33,100.0,20,9,0,0,143.32999999999998,100.0,73,0,8,0.0,100.01,59,56,3,0,20.66,99.98,93,39,1,13.01,100.03,42,23,1,167.85,100.0,66,6,28,15,3,2.0,100.02,2,0,17,2,KGC인삼공사
133,2018-12-12,IBK기업은행,1,1,128,56,147,44,2,7,221.63,100.0,88,21,2,4,220.98,100.01,5,2,0,0,150.0,100.0,4,1,0,1,25.0,100.0,10,3,0,0,30.0,100.0,12,6,0,0,102.86,100.0,28,11,0,2,123.33,99.99,73,4,8,1.33,100.01,115,106,8,1,35.83,100.0,156,43,1,15.66,100.01000000000002,51,29,0,222.62,100.0,79,8,35,17,0,2.66,100.01,6,0,17,3,KGC인삼공사
133,2018-12-12,KGC인삼공사,0,0,112,34,159,32,8,14,181.81,100.0,96,15,6,9,117.82,100.0,12,4,0,1,200.0,100.0,3,1,0,1,100.0,100.0,14,3,0,0,68.18,100.0,6,1,1,0,25.0,100.0,28,8,1,3,210.6,100.01,53,0,2,0.0,99.98,133,117,16,0,41.66,99.98,162,29,3,9.66,100.0,65,26,4,146.1,100.0,56,2,39,9,0,0.8300000000000001,100.0,2,0,19,4,IBK기업은행
134,2018-12-12,한국도로공사,1,0,121,73,188,62,7,13,198.04,100.0,82,31,5,3,222.04,100.01,10,4,0,0,125.0,100.0,10,3,0,1,42.86,100.0,17,4,0,5,48.08,100.0,10,4,0,0,76.19,100.0,59,16,2,4,77.74000000000001,100.0,93,3,3,0.75,100.0,138,119,19,0,29.75,100.01,193,58,0,14.5,99.99,94,56,3,340.19,99.99,86,8,42,25,2,2.0,100.0,5,0,18,2,흥국생명
134,2018-12-12,흥국생명,0,1,132,84,202,74,8,10,204.54,100.01,94,27,4,6,171.54,99.99,17,10,0,0,176.67000000000002,99.99,5,2,0,0,40.0,100.0,25,6,3,1,48.7,100.0,7,2,0,0,58.33,100.0,54,27,1,3,142.67000000000002,100.0,102,3,7,0.75,100.0,138,120,18,0,31.33,99.99,197,68,0,21.83,99.99,90,59,3,358.36,100.0,80,7,46,15,2,1.75,100.0,5,0,19,1,한국도로공사
135,2018-12-15,현대건설,0,0,121,77,166,64,5,12,250.06,100.0,80,28,0,8,202.32,100.0,5,2,0,0,40.0,100.0,0,0,0,0,0.0,0.0,38,17,3,3,121.94,100.0,18,4,1,1,41.56,100.0,25,13,1,0,150.0,100.0,87,5,14,1.25,99.99,97,84,12,1,21.75,100.0,164,56,2,14.75,100.01,96,45,2,331.61,99.99,78,8,31,20,4,2.0,99.98,7,0,33,5,흥국생명
135,2018-12-15,흥국생명,1,1,136,65,159,58,8,6,201.34,100.0,90,29,5,4,208.11,99.98,11,6,0,0,190.47,100.0,10,3,0,0,30.0,100.0,14,6,0,0,79.17,100.0,4,2,0,0,66.67,100.0,30,12,3,2,81.2,99.99,97,2,1,0.5800000000000001,100.0,117,102,15,0,26.33,100.0,163,55,1,16.17,99.98,73,27,5,193.82,100.01,57,5,22,19,1,1.25,100.0,3,0,9,1,현대건설
