,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,팀코드
139,139,70,한국도로공사,1,129,67,113,50,6,3,318.38,99.99,38,18,3,0,368.67,99.99000000000001,9,2,1,0,66.67,99.99,7,6,0,0,183.32999999999998,100.0,16,5,1,2,75.0,100.0,6,3,0,0,100.0,100.0,37,16,1,1,76.85,100.0,81,6,12,2.0,99.99,74,65,8,1,21.66,99.99000000000001,116,48,0,16.0,100.0,60,35,1,171.06,100.01,57,11,20,15,2,3.66,99.99,9,0,18,0,2
140,140,71,현대건설,1,118,82,142,66,3,8,296.49,99.99000000000001,65,23,2,6,200.32,100.01,15,8,0,0,207.14,100.0,2,0,0,0,0.0,100.0,22,12,1,2,89.71,100.0,12,8,0,0,133.34,100.0,26,15,0,0,170.82999999999998,100.0,99,8,7,2.0,99.99,89,78,10,1,19.5,100.0,142,63,3,15.75,99.98,80,30,6,117.92,100.0,59,8,22,23,0,2.0,99.99000000000001,4,0,19,1,5
141,141,71,흥국생명,0,141,68,140,59,8,8,320.95,99.99,66,31,3,1,381.55,100.01,6,4,0,0,150.0,100.0,0,0,0,0,0.0,0.0,31,10,2,6,63.33,100.0,9,4,0,0,90.0,100.0,28,10,3,1,102.5,99.99000000000001,88,6,8,1.75,99.99,86,66,20,0,17.5,100.01,144,56,2,14.16,99.97000000000001,92,32,8,101.24000000000001,100.0,52,3,21,17,0,0.75,99.98,2,0,18,0,1
142,142,72,GS칼텍스,0,140,83,180,67,13,12,355.99,100.01,97,33,6,7,317.83,99.99,13,6,1,1,94.44,100.0,0,0,0,0,0.0,0.0,27,10,3,2,100.0,100.0,16,7,1,1,80.0,100.0,27,11,2,1,123.33,100.0,103,8,9,1.6500000000000001,99.97999999999999,121,101,20,0,20.85,100.0,185,65,1,13.65,99.99,99,29,5,151.37,99.99,72,8,30,21,1,1.6,99.99000000000001,7,0,23,1,0
143,143,72,IBK기업은행,1,111,86,171,68,8,9,208.77,100.0,90,33,5,5,151.59,100.0,13,9,0,0,252.38,100.0,7,5,0,0,133.32999999999998,100.0,31,9,1,2,33.33,100.00999999999999,9,2,1,1,40.0,100.0,21,10,1,1,226.98000000000002,100.0,109,5,10,1.0,100.00999999999999,116,100,16,0,21.63,99.99,175,67,0,18.349999999999998,99.99000000000001,93,28,8,104.68,100.0,99,13,42,30,0,2.6,99.99,12,0,19,0,3
144,144,73,한국도로공사,1,119,69,144,58,9,10,287.16999999999996,100.0,66,24,4,3,287.15,100.02000000000001,10,7,0,0,440.0,100.0,8,3,1,2,73.33,100.0,9,3,0,2,50.0,100.0,9,6,0,0,130.0,100.0,42,15,4,3,117.93,99.99,92,6,9,1.5,100.0,97,87,10,0,22.75,100.0,139,51,0,12.75,100.00999999999999,67,32,4,202.38,100.01,61,5,27,16,3,1.25,100.02,4,0,22,1,2
145,145,73,흥국생명,0,149,52,137,39,5,13,175.14,100.00999999999999,73,24,2,7,221.42000000000002,100.01,15,7,1,1,279.17,99.99,3,0,0,0,0.0,100.0,23,6,1,3,92.86,100.0,7,1,0,0,25.0,100.0,16,1,1,2,20.0,100.0,75,4,8,1.0,99.99,93,75,18,0,21.25,100.02,146,34,3,9.5,99.97999999999999,83,26,6,99.85,99.99000000000001,53,9,22,16,0,3.0,100.0,8,0,24,0,1
146,146,74,IBK기업은행,1,99,57,113,49,6,8,279.67,99.99,56,25,3,4,234.9,100.0,9,4,1,1,50.0,100.0,6,3,0,1,100.0,100.0,22,8,0,1,44.44,100.00999999999999,6,2,1,0,66.67,100.0,14,7,1,1,330.0,99.99,74,3,6,1.0,99.99,84,75,9,0,25.0,99.99000000000001,117,46,1,15.33,99.99,49,19,2,197.5,100.0,63,5,28,13,0,1.6700000000000002,100.0,2,0,15,1,3
147,147,74,KGC인삼공사,0,111,36,120,28,5,13,181.98000000000002,99.98,63,14,2,4,252.36,100.0,7,0,0,2,0.0,100.00999999999999,9,2,0,1,58.33,99.99,13,4,1,3,36.36,100.0,10,2,1,2,64.28999999999999,100.0,18,6,1,1,205.82999999999998,100.01,52,2,3,0.8300000000000001,100.0,77,66,11,0,22.34,100.0,123,27,2,10.15,99.99000000000001,68,37,3,193.04,99.99,47,6,16,15,0,1.99,100.0,6,0,18,0,4
148,148,75,GS칼텍스,1,116,51,112,41,10,3,281.29,100.0,46,12,2,2,183.79,99.97999999999999,6,5,1,0,180.0,100.0,0,0,0,0,0.0,0.0,18,7,0,1,73.33,100.0,11,6,2,0,95.83,100.0,31,11,5,0,98.57,100.0,73,2,6,1.33,100.01,76,67,9,0,25.0,100.0,115,39,1,15.0,100.0,60,30,5,210.18,100.0,47,8,15,11,2,2.66,99.99,5,0,12,1,0
149,149,75,현대건설,0,118,53,117,38,8,13,184.47,100.01,51,13,4,7,108.62,99.99,13,1,0,2,9.09,100.0,1,1,0,0,100.0,100.0,11,3,2,2,33.33,100.0,17,9,0,1,104.55,100.0,24,11,2,1,129.44,100.01,67,5,7,1.6600000000000001,100.02,74,68,5,1,22.66,99.99000000000001,125,38,1,12.65,100.0,67,30,2,150.0,100.00999999999999,62,10,23,19,2,3.3200000000000003,100.0,8,0,24,0,5
150,150,76,IBK기업은행,1,94,60,106,48,3,8,227.74,99.99,53,24,2,4,219.87,100.01,9,3,0,2,140.0,100.0,6,3,0,0,125.0,100.0,20,9,0,2,45.0,100.0,0,0,0,0,0.0,0.0,18,9,1,0,164.76,100.01,73,4,7,1.33,100.00999999999999,74,61,13,0,20.34,99.99,105,47,1,15.66,100.0,52,20,2,108.68,99.99000000000001,40,8,16,11,0,2.6500000000000004,100.0,7,0,16,1,3
151,151,76,한국도로공사,0,127,39,98,34,8,8,122.47,100.0,53,15,6,3,103.89,100.01,6,3,0,2,150.0,100.0,3,1,0,0,50.0,100.0,15,6,0,2,76.78999999999999,100.0,6,2,0,0,50.0,100.0,15,7,2,1,100.0,100.0,57,2,5,0.67,99.99,61,46,15,0,16.66,100.0,103,33,0,10.99,99.99000000000001,66,27,4,92.35,100.01,46,3,16,16,2,0.99,99.99,3,0,15,0,2
152,152,77,KGC인삼공사,1,101,78,178,65,3,19,326.67,100.0,87,28,1,13,337.99,100.01,15,5,1,1,106.67,100.0,3,1,0,0,100.0,100.0,35,16,1,4,98.39,99.99,13,3,0,0,45.24,100.0,25,12,0,1,227.76999999999998,100.0,101,1,11,0.2,99.99000000000001,124,102,22,0,22.6,100.01,178,60,1,13.599999999999998,100.01,94,31,4,143.15,100.0,73,12,26,15,3,2.45,100.01,10,0,34,1,4
153,153,77,흥국생명,0,160,66,177,59,12,11,252.62,99.99000000000001,112,34,6,6,247.04,99.99000000000001,8,3,3,2,90.0,100.0,4,1,0,0,25.0,100.0,27,13,2,3,92.86,100.0,3,0,0,0,0.0,100.0,23,8,1,0,117.86,100.0,101,4,7,0.8,99.99,119,104,15,0,24.45,99.99,179,54,3,11.6,100.01,90,33,1,222.95,99.99,68,3,21,27,3,0.6000000000000001,99.99,3,0,24,0,1
154,154,78,GS칼텍스,1,140,89,181,74,13,7,226.49,99.99,79,32,10,4,143.76999999999998,100.01,6,6,0,0,200.0,100.0,1,0,0,0,0.0,100.0,36,13,2,2,75.47999999999999,100.0,19,7,0,0,105.0,100.0,40,16,1,1,114.03,100.0,108,5,10,1.4,99.99,134,108,26,0,22.4,100.00999999999999,192,74,1,18.15,100.00000000000001,99,49,3,148.53,99.99000000000001,87,10,35,25,1,2.0,100.00999999999999,8,0,19,1,0
155,155,78,현대건설,0,128,86,194,70,10,11,233.09,100.0,99,27,6,5,199.25,99.99,28,13,2,2,147.62,100.0,2,0,0,0,0.0,100.0,15,6,0,2,88.46000000000001,100.0,15,8,1,1,61.54,100.0,35,16,1,1,179.28,100.0,106,3,7,0.6000000000000001,99.99,135,106,29,0,22.55,100.01,186,63,1,13.45,100.00999999999999,98,45,5,179.93,100.01,93,13,36,32,1,2.73,100.01,11,0,20,0,5
156,156,79,IBK기업은행,0,136,79,174,64,9,12,276.88,99.99,88,34,5,5,207.06,100.01,12,5,0,1,140.0,99.99,7,4,1,0,125.0,100.0,40,11,2,4,45.83,100.0,4,2,0,0,200.0,100.0,23,8,1,2,130.0,100.0,102,2,8,0.4,100.01,115,101,13,1,23.23,100.0,183,62,2,13.4,100.0,100,32,7,217.07999999999998,100.0,84,13,34,22,1,3.13,100.0,10,0,24,1,3
157,157,79,흥국생명,1,135,84,192,68,13,13,198.09,100.0,110,37,6,7,152.12,100.01,7,4,1,0,110.0,100.0,2,1,1,0,50.0,100.0,21,4,2,2,42.86,100.0,9,5,0,2,100.0,100.0,43,17,3,2,153.12,100.0,108,7,8,1.4000000000000001,100.0,129,107,22,0,21.4,100.01,189,61,0,12.200000000000001,100.0,94,48,2,190.87,99.99,78,9,38,24,2,1.8,100.0,5,0,23,0,1
158,158,80,KGC인삼공사,0,127,49,133,37,1,5,278.79,99.99,67,16,1,4,234.98,100.01,8,2,0,0,58.33,100.0,2,1,0,0,100.0,100.0,29,6,0,1,22.22,100.0,9,4,0,0,140.0,100.0,18,8,0,0,183.34,100.0,67,5,4,1.6700000000000002,100.02,111,91,20,0,33.5,99.98,142,35,1,15.5,99.99000000000001,64,28,5,145.41,99.99,63,7,30,19,1,2.33,100.0,6,0,11,1,4
159,159,80,한국도로공사,1,115,64,137,58,7,3,206.72,100.01,53,18,5,2,137.12,100.01,14,3,2,0,53.33,100.0,8,4,0,0,66.67,100.0,15,6,0,1,125.0,100.0,14,10,0,0,145.82999999999998,100.0,33,17,0,0,200.0,100.0,74,5,10,1.6600000000000001,99.97999999999999,98,90,8,0,30.0,99.99,141,56,1,18.67,100.00999999999999,63,32,5,176.99,99.99,72,1,29,20,3,0.33,99.99000000000001,1,0,17,0,2
160,160,81,GS칼텍스,1,126,57,103,44,4,7,210.6,100.01,44,17,1,2,123.77,99.99000000000001,3,0,2,0,0.0,99.99,0,0,0,0,0.0,0.0,22,9,0,3,45.0,100.0,9,5,0,0,110.0,100.0,25,13,1,2,173.32999999999998,100.0,73,4,5,1.32,100.01,80,63,16,1,20.99,100.0,108,44,4,15.17,100.00999999999999,55,21,3,197.46,99.99999999999999,37,9,15,6,1,3.0,99.99000000000001,8,0,18,1,0
161,161,81,흥국생명,0,159,45,105,38,9,7,254.02,100.0,63,22,7,3,226.18,100.01,2,1,1,0,50.0,100.0,3,3,0,0,200.0,100.0,13,4,0,3,61.9,100.0,10,2,0,1,33.33,100.0,14,6,1,0,148.32999999999998,100.0,65,3,10,0.99,99.99,62,53,9,0,19.67,100.00999999999999,105,36,0,13.99,99.99000000000001,68,30,4,155.39,99.99,42,4,13,19,1,1.32,100.0,4,0,18,0,1
162,162,82,IBK기업은행,1,84,56,108,44,4,5,265.82,100.01,50,17,1,4,222.22,100.0,4,2,0,0,100.0,100.0,4,0,0,0,0.0,100.0,17,6,1,0,83.33,100.0,9,5,0,1,116.67,100.0,24,14,2,0,273.8,100.0,74,6,6,2.0,100.0,86,75,11,0,26.33,100.02,109,42,3,18.66,99.99,46,22,4,180.1,99.99,47,6,22,9,0,2.0,100.0,5,0,14,1,3
163,163,82,현대건설,0,121,40,114,32,6,7,182.24,100.0,58,13,4,2,91.38,99.99,6,3,0,0,50.0,100.0,0,0,0,0,0.0,0.0,13,4,0,4,59.53,100.0,13,5,0,0,69.44,100.0,24,7,2,1,98.61,100.0,55,4,9,1.33,100.01,72,62,10,0,21.66,100.0,119,31,2,10.33,99.99,68,35,6,261.12,100.0,48,4,19,16,1,1.33,100.01,3,0,19,0,5
164,164,83,한국도로공사,1,118,52,105,38,5,7,284.42,100.01,43,10,3,5,71.58,100.0,5,1,1,0,33.33,100.0,14,8,0,0,202.86,100.0,5,2,0,0,83.33,100.0,12,5,0,1,77.14,100.0,26,12,1,1,338.1,100.00999999999999,74,8,10,2.66,99.99000000000001,72,66,5,1,22.0,100.02,106,38,1,12.66,100.0,49,27,3,157.39,99.99,45,6,18,11,1,1.9900000000000002,100.0,6,0,20,1,2
165,165,83,현대건설,0,121,34,99,26,6,12,125.77,99.99000000000001,58,15,6,6,101.97,100.0,9,2,0,0,50.0,99.99,1,0,0,0,0.0,100.0,9,2,0,3,33.33,100.0,12,3,0,2,54.29,100.0,10,4,0,1,100.0,100.0,55,3,6,0.99,100.0,71,59,12,0,20.5,100.0,112,23,2,7.66,99.99,63,24,8,158.04,100.0,56,5,26,18,2,1.67,100.00999999999999,5,0,22,0,5
166,166,84,GS칼텍스,1,120,74,134,57,5,4,189.01,100.0,55,18,1,2,195.68,100.0,11,6,1,0,112.5,100.0,0,0,0,0,0.0,0.0,32,15,2,2,46.88,100.0,18,9,1,0,86.66,100.0,18,9,0,0,135.0,100.0,94,7,6,1.75,100.01,97,78,19,0,20.17,100.0,135,54,2,15.75,100.0,70,29,2,109.13,100.01,70,10,23,17,3,2.5,100.0,5,0,15,1,0
167,167,84,KGC인삼공사,0,90,62,154,55,10,13,244.84,100.0,95,35,5,7,237.88,100.00999999999999,7,1,1,0,50.0,100.00999999999999,1,0,1,0,0.0,100.0,32,11,1,6,36.67,100.01,6,4,1,0,200.0,100.0,13,4,1,0,91.67,100.0,78,2,8,0.5,100.0,103,85,18,0,22.0,99.99,161,52,0,13.0,99.99,88,36,7,99.34,100.0,65,5,30,22,0,1.25,100.0,2,0,21,0,4
168,168,85,한국도로공사,1,133,56,99,42,4,4,254.06,99.99,46,17,1,3,264.67,100.0,7,3,0,0,75.0,100.0,3,2,0,0,150.0,100.0,10,5,0,1,62.5,100.0,12,8,1,0,133.34,100.0,21,7,2,0,69.03999999999999,100.0,74,7,7,2.33,99.99,76,65,11,0,21.84,100.02,103,40,1,13.32,99.99,49,29,2,115.61,100.0,61,7,25,19,0,2.33,100.0,6,0,12,1,2
169,169,85,흥국생명,0,114,44,116,38,7,8,155.31,99.99,62,18,3,5,126.6,100.01,8,3,0,0,133.32999999999998,100.0,0,0,0,0,0.0,0.0,20,5,3,3,45.24,100.0,8,2,0,0,40.0,100.0,18,10,1,0,107.5,100.0,57,2,8,0.66,99.99,73,62,11,0,20.67,100.01,116,37,2,12.33,100.00000000000001,67,29,7,123.44,100.0,46,4,17,18,1,1.32,99.97999999999999,4,0,19,0,1
170,170,86,KGC인삼공사,1,90,80,168,63,13,10,234.48000000000002,100.01,85,34,7,7,175.63,100.0,11,4,1,0,250.0,99.99,5,0,0,2,0.0,100.0,33,14,2,1,43.75,100.0,8,2,0,0,66.66,100.0,26,9,3,0,206.11,100.0,105,8,8,1.65,100.0,111,89,22,0,18.15,100.0,175,62,1,13.3,100.00000000000001,98,49,4,313.29,100.0,79,9,31,23,0,2.23,100.0,7,0,19,1,4
171,171,86,현대건설,0,128,85,172,68,9,16,241.82999999999998,100.0,64,16,6,6,168.75,100.00999999999999,26,16,0,2,168.42000000000002,100.00999999999999,3,0,0,0,0.0,100.0,22,13,0,2,102.08,100.0,20,11,0,2,110.0,100.0,37,12,3,4,131.72,100.01,104,4,6,0.8,99.99,110,95,15,0,22.1,100.0,174,66,3,14.0,99.99,97,39,8,155.09,99.99000000000001,81,13,25,27,0,2.7,99.98,11,0,25,0,5
172,172,87,GS칼텍스,0,105,75,153,55,9,13,219.32,99.99,64,22,4,8,219.05,100.0,1,0,0,1,0.0,100.0,1,0,0,0,0.0,100.0,31,8,3,1,50.93,100.0,15,5,2,1,91.67,100.0,41,20,0,2,154.17000000000002,99.99000000000001,92,9,11,2.33,100.01,96,84,12,0,21.92,100.02000000000001,161,51,6,14.67,99.98,88,37,2,254.55,100.0,63,11,24,23,0,2.75,99.99,8,0,30,1,0
173,173,87,IBK기업은행,1,109,67,140,56,11,7,234.68,100.0,70,23,7,2,206.61,100.00999999999999,11,4,0,2,100.0,100.0,5,1,0,0,33.33,100.0,24,12,2,1,50.0,100.0,8,3,0,0,83.33,100.0,22,13,2,2,224.6,100.00999999999999,96,2,8,0.5,100.01,98,81,17,0,23.0,99.99000000000001,144,53,1,15.83,99.99,81,26,9,96.93,99.99999999999999,70,9,33,15,0,2.25,100.0,6,0,16,0,3
174,174,88,GS칼텍스,1,157,58,102,44,8,6,395.09,99.99000000000001,57,20,4,4,310.39,99.99000000000001,4,4,0,0,200.0,100.0,0,0,0,0,0.0,0.0,16,9,1,2,150.0,100.0,8,3,1,0,100.0,100.0,17,8,2,0,233.34,99.99,73,4,10,2.16,100.01,74,63,11,0,25.009999999999998,99.97999999999999,111,42,1,20.66,99.99000000000001,56,19,3,237.58,100.00999999999999,55,10,21,13,0,3.67,100.01,4,0,17,1,0
175,175,88,한국도로공사,0,110,41,102,30,10,8,235.72,99.99,40,10,4,3,214.57999999999998,100.0,7,2,0,0,150.0,100.0,5,4,1,0,175.0,100.0,7,2,1,1,33.33,100.0,7,1,0,2,33.33,100.0,36,11,4,2,97.5,100.0,60,3,4,1.0,100.01,67,53,13,1,17.67,100.02,105,29,4,9.66,99.99,63,27,4,204.24,100.0,55,8,17,19,0,2.66,99.99,8,0,17,0,2
176,176,89,IBK기업은행,1,85,58,113,46,3,4,240.89,99.99,64,21,3,3,266.17,100.0,10,7,0,0,183.32999999999998,100.0,7,3,0,0,83.33,100.0,11,6,0,0,104.76,100.0,7,2,0,0,70.0,100.0,14,7,0,1,205.0,100.0,73,4,6,1.32,100.01,84,72,11,1,24.0,100.0,114,46,1,15.49,100.0,50,24,1,137.88,100.0,62,8,26,11,1,2.67,99.99,7,0,13,1,3
177,177,89,KGC인삼공사,0,107,41,124,37,8,9,268.42,100.0,70,24,5,3,212.37,100.00999999999999,9,5,0,0,266.67,99.99,4,1,0,0,33.33,100.0,22,2,2,5,24.360000000000003,100.0,5,2,0,1,66.67,100.0,14,3,1,0,133.32999999999998,100.00999999999999,56,1,6,0.33,100.0,91,76,15,0,29.16,100.00999999999999,133,37,2,16.5,99.99,67,29,4,204.18,99.99000000000001,43,3,20,13,0,1.33,100.0,3,0,17,0,4
178,178,90,현대건설,0,128,78,184,65,11,13,252.63,100.01,98,24,5,8,221.82,99.99000000000001,34,19,1,3,399.03999999999996,99.99,0,0,0,0,0.0,0.0,17,5,0,2,53.03,100.0,19,12,2,0,122.73,100.0,16,5,3,0,75.0,100.0,105,6,6,1.33,100.0,143,122,21,0,26.95,100.0,199,62,3,12.399999999999999,100.00999999999999,97,35,7,93.61,100.0,82,7,29,24,2,1.4500000000000002,100.01,6,0,24,1,5
179,179,90,흥국생명,1,158,82,193,64,7,15,183.64,100.0,122,40,4,11,126.59,100.0,7,3,0,0,60.0,100.0,6,4,0,0,66.67,100.0,30,7,1,4,66.67,100.0,10,2,1,0,45.0,100.0,18,8,1,0,158.32999999999998,99.99,106,7,9,1.4,99.99,128,111,17,0,25.0,100.01,196,60,2,14.5,99.99,99,45,6,374.73,100.0,83,11,27,20,1,2.25,100.0,9,0,27,0,1
180,180,91,IBK기업은행,1,84,56,112,46,6,8,218.35,99.99000000000001,57,20,4,4,182.71,99.99000000000001,8,3,1,1,73.33,100.0,8,5,1,0,126.67,100.0,18,8,0,3,141.18,100.0,7,4,0,0,116.67,100.0,14,6,0,0,180.0,100.0,73,4,8,1.5,100.01,82,70,12,0,24.5,100.0,114,43,2,20.33,99.97999999999999,51,21,4,112.16,100.0,44,6,26,9,0,2.0,100.01,5,0,18,1,3
181,181,91,현대건설,0,128,38,99,28,6,11,210.36,99.99,47,11,2,6,152.42000000000002,100.0,12,4,0,3,116.67,100.0,0,0,0,0,0.0,0.0,13,5,1,1,76.19,100.0,9,1,1,0,25.0,100.0,18,7,2,1,170.82999999999998,100.0,58,4,7,1.33,100.02,69,53,16,0,20.990000000000002,99.99000000000001,102,26,0,8.65,99.99,65,21,4,108.12,100.0,42,6,18,11,1,1.99,100.0,4,0,19,0,5
182,182,92,IBK기업은행,0,99,69,164,53,10,16,188.15,100.0,95,31,7,8,186.78,100.0,12,5,1,0,144.44,99.99,5,1,0,0,33.33,100.0,27,9,2,7,36.0,99.99000000000001,5,1,0,0,33.33,100.0,20,6,0,1,164.29,100.0,95,6,7,1.5,100.01,106,93,12,1,23.25,100.0,167,48,0,12.0,99.99,87,29,9,137.32,100.0,71,10,28,19,3,2.5,100.00999999999999,9,0,27,1,3
183,183,92,현대건설,1,109,69,161,50,10,15,225.38,99.99,81,24,4,8,228.45,100.01,16,7,2,1,206.67000000000002,100.0,2,1,0,0,50.0,100.0,26,5,2,2,19.23,100.0,10,4,0,1,75.0,100.0,26,9,2,3,141.67000000000002,100.00999999999999,95,9,8,2.25,99.98,111,95,16,0,23.75,100.01,168,48,1,12.0,100.02,88,30,6,118.75,100.0,77,10,34,20,1,2.5,100.01,8,0,25,0,5
184,184,93,IBK기업은행,1,84,63,123,50,6,8,179.57999999999998,99.99,61,22,6,2,155.4,100.01,10,8,0,0,88.89,100.0,6,1,0,2,25.0,100.0,21,6,0,2,28.57,100.0,2,1,0,0,100.0,100.0,23,12,0,2,145.82999999999998,100.00999999999999,75,7,9,2.5,100.0,94,82,12,0,28.67,100.00999999999999,130,46,1,16.16,100.01,55,25,3,106.91,100.0,57,6,32,10,0,2.0100000000000002,99.99,5,0,18,1,3
185,185,93,현대건설,0,109,42,117,33,6,5,136.28,99.99,51,15,3,1,135.55,99.99,17,5,1,3,210.0,99.97999999999999,0,0,0,0,0.0,0.0,12,2,0,1,16.67,100.0,13,5,0,0,76.19,100.0,24,6,2,0,90.4,100.0,61,3,6,0.99,99.99,88,72,16,0,23.99,100.01,123,32,2,10.66,100.00999999999999,66,25,7,134.9,100.0,46,6,16,14,0,1.9900000000000002,100.0,6,0,13,0,5
186,186,94,IBK기업은행,0,104,84,185,73,8,15,265.79,99.98,111,43,3,12,276.88,100.0,6,1,0,0,100.0,100.0,3,1,0,0,50.0,100.0,36,15,4,1,82.31,100.0,6,3,1,1,150.0,100.01,23,10,0,1,173.81,100.0,108,4,7,0.8500000000000001,100.01,117,100,17,0,22.6,100.00999999999999,191,69,1,16.75,100.0,102,45,4,218.27,100.0,91,7,40,28,5,1.4500000000000002,100.00999999999999,6,0,28,1,3
187,187,94,한국도로공사,1,123,85,178,73,7,10,244.1,99.99,99,44,6,4,213.25,99.99,12,4,0,1,99.99,100.0,7,2,0,0,50.0,100.0,14,5,1,1,83.33,100.0,14,7,0,0,100.0,100.0,32,11,0,4,165.18,100.01,113,4,11,0.8,99.98,109,93,16,0,18.95,100.01,177,67,1,13.5,99.99,101,40,4,89.88,99.99999999999999,83,8,21,31,2,1.5999999999999999,99.99000000000001,7,0,24,0,2
188,188,95,IBK기업은행,0,104,69,140,59,9,10,245.29,100.0,72,28,5,5,221.9,100.0,8,6,0,1,171.43,100.0,9,5,1,0,105.0,100.0,25,8,1,1,36.36,100.0,6,3,0,1,100.0,100.0,20,9,2,2,198.32999999999998,100.0,83,2,5,0.5,99.99000000000001,91,71,20,0,18.58,99.99,148,57,2,18.33,100.00999999999999,86,39,5,135.8,100.0,70,8,25,19,2,2.0,100.0,8,0,19,1,3
189,189,95,한국도로공사,1,119,76,149,62,8,4,209.81,100.0,74,29,4,3,144.48000000000002,100.0,9,3,1,0,200.0,100.0,12,6,0,0,100.0,100.0,14,4,1,1,57.15,100.0,9,3,1,0,42.86,100.0,31,17,1,0,180.71,100.0,94,5,8,1.25,100.0,103,82,21,0,20.5,100.0,150,58,1,14.58,100.01,78,47,2,270.90999999999997,100.0,63,9,26,22,0,2.25,100.00999999999999,7,0,13,0,2
190,190,96,IBK기업은행,0,105,61,149,52,9,12,171.07,100.0,94,32,6,6,121.03,100.0,6,2,0,0,66.66,100.0,4,1,1,0,33.33,100.0,24,7,2,5,141.66,100.0,9,5,0,0,107.14,100.0,12,5,0,1,110.0,100.0,78,3,3,0.75,99.98,93,75,18,0,18.75,100.01,150,50,1,13.25,100.0,88,31,7,125.84,100.0,67,6,25,21,1,1.5,100.0,4,0,17,1,3
191,191,96,한국도로공사,1,123,79,139,63,6,5,303.3,100.01,70,24,3,1,284.14,99.99,8,4,0,0,133.32999999999998,100.0,8,5,0,1,126.67,100.0,15,6,1,3,86.36,100.0,15,8,2,0,108.93,100.0,23,16,0,0,226.37,99.99000000000001,96,7,7,2.5,100.0,102,85,15,2,22.83,100.0,141,59,2,14.83,100.02000000000001,75,33,3,125.0,99.99,70,9,24,25,0,3.0,100.0,8,0,16,0,2
192,192,97,IBK기업은행,1,132,90,175,83,7,7,324.06,99.99,82,34,3,4,275.34000000000003,100.0,7,4,1,0,200.0,100.0,4,2,1,0,66.67,100.0,22,7,1,0,31.82,100.0,8,4,0,1,93.33,100.0,52,32,1,2,271.33,100.01,111,1,9,0.2,100.0,114,95,19,0,22.15,100.0,177,78,3,19.15,99.99,97,42,6,151.05,100.00999999999999,84,6,32,25,5,1.2,100.0,3,0,24,1,3
193,193,97,한국도로공사,0,141,83,178,70,6,10,310.72,100.01,65,16,1,6,212.85,100.01,14,10,0,0,380.0,100.0,6,3,0,0,60.0,100.0,29,15,0,2,152.94,100.0,10,3,1,0,42.86,100.0,54,23,4,2,280.27,100.0,107,6,9,1.2,99.99,118,95,23,0,19.05,100.0,182,69,1,14.6,100.00999999999999,102,57,1,366.24,100.0,69,7,25,28,0,1.53,100.00999999999999,3,0,20,0,2
194,194,98,GS칼텍스,1,115,77,128,57,8,4,299.28,100.01,64,29,4,2,315.0,100.01,6,3,0,0,75.0,100.0,0,0,0,0,0.0,0.0,10,3,1,1,83.33,100.0,18,8,1,0,133.32999999999998,100.0,30,14,2,1,143.41,100.0,94,8,13,2.0,100.01,85,72,13,0,18.75,100.00999999999999,132,53,1,13.25,100.02,71,27,2,146.54,100.0,53,12,16,17,0,3.0,99.99,9,0,18,1,0
195,195,98,현대건설,0,122,59,119,49,12,6,241.61,99.99000000000001,67,25,7,4,175.17,100.0,4,1,0,0,100.0,100.0,1,0,0,0,0.0,100.0,6,2,2,1,120.0,100.0,15,8,0,1,108.33,100.0,26,13,3,0,167.14,99.99,78,2,6,0.5,100.0,81,66,14,1,18.0,100.0,130,45,3,11.5,100.0,81,27,8,92.97,99.99,71,8,28,21,1,2.25,100.0,7,0,17,0,5
196,196,99,KGC인삼공사,0,92,66,161,51,11,10,197.16,99.99,82,28,3,6,199.98,100.01,8,3,0,1,183.32999999999998,100.0,1,0,0,0,0.0,100.0,31,8,6,1,26.67,100.0,5,2,1,0,100.0,100.0,34,10,1,2,102.85,100.0,86,4,5,1.0,100.0,128,96,32,0,26.0,100.0,171,48,3,14.0,99.98,90,49,2,364.02,99.99,63,11,26,18,0,3.0,100.01,9,0,18,1,4
