,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,팀코드
781,781,391,현대건설,1,142,57,88,42,3,1,225.3,100.0,43,18,2,0,154.65,99.99000000000001,3,2,0,0,200.0,99.99,3,1,0,0,33.33,100.0,12,6,0,1,50.0,100.0,10,4,0,0,80.0,100.0,17,11,1,0,197.14,100.0,73,8,8,2.83,100.00999999999999,60,49,10,1,16.32,100.01,87,37,0,12.33,100.00999999999999,47,21,4,210.51,100.01,54,7,23,18,0,2.33,100.01,3,0,10,0,5
782,782,392,한국도로공사,1,106,69,139,53,9,8,179.04,100.01,87,28,6,4,149.76,100.01,6,3,1,0,75.0,100.01,2,0,0,0,0.0,100.0,11,4,2,2,40.0,100.0,3,1,0,1,100.0,100.0,30,17,0,1,166.67000000000002,100.0,96,4,12,1.0,100.0,92,84,8,0,21.5,100.0,143,52,3,13.25,100.02000000000001,70,30,6,90.57,100.00999999999999,66,12,20,20,1,3.0,100.0,8,0,24,1,2
783,783,392,흥국생명,0,121,59,149,44,12,12,258.09,100.0,70,18,6,5,264.24,100.01,4,0,0,0,0.0,100.0,5,2,0,0,40.0,100.0,21,4,4,2,115.78999999999999,100.0,7,3,1,1,90.0,100.0,42,17,1,4,134.4,100.0,84,6,14,1.92,100.02,99,79,20,0,21.67,99.99,151,42,1,12.0,99.99,84,35,4,254.44,99.99000000000001,68,9,33,14,1,2.75,100.0,8,0,28,0,1
784,784,393,IBK기업은행,0,147,38,112,32,5,7,161.84,100.0,61,13,5,5,143.7,100.0,7,3,0,1,175.0,100.0,2,0,0,0,0.0,100.0,11,5,0,1,45.45,100.0,5,1,0,0,33.33,100.0,26,10,0,0,153.07,100.0,54,2,7,0.8300000000000001,99.99,74,59,15,0,22.33,100.0,116,31,2,11.83,100.0,69,17,3,81.89999999999999,100.0,53,4,19,20,1,2.0,99.99000000000001,3,0,17,1,3
785,785,393,KGC인삼공사,1,94,57,113,49,4,8,317.46000000000004,99.99000000000001,50,20,2,4,312.06,100.0,8,5,0,1,180.0,100.0,3,1,0,0,33.33,100.0,15,7,0,2,108.34,100.0,14,6,1,1,176.19,100.0,23,10,1,0,143.32999999999998,100.0,73,3,3,1.0,100.01,81,75,4,2,25.0,99.99000000000001,112,46,1,15.33,100.0,47,13,2,105.55,100.0,57,5,30,13,0,1.6600000000000001,100.0,5,0,14,0,4
786,786,394,페퍼저축은행,0,134,34,86,26,8,11,181.2,99.99,49,16,4,6,195.43,99.99,9,2,2,1,66.67,99.99,2,0,0,0,0.0,100.0,12,3,2,3,25.0,100.0,7,1,0,0,20.0,100.0,7,4,0,1,200.0,100.0,55,3,10,1.0,100.0,71,55,16,0,18.84,100.00999999999999,95,24,1,7.99,100.01,58,20,8,112.53,100.0,37,5,18,9,0,1.6600000000000001,100.0,3,0,22,1,6
787,787,394,현대건설,1,132,52,88,36,5,3,277.4,99.99,36,14,1,1,353.72,100.01,4,2,1,0,150.0,100.0,4,3,1,0,75.0,100.0,13,6,2,0,60.0,99.99000000000001,11,5,0,1,93.33,100.0,20,6,0,1,141.67000000000002,100.0,73,8,14,2.66,100.01,63,53,8,2,18.16,100.0,90,34,0,12.32,99.97999999999999,45,18,3,265.89,99.99,40,8,17,8,0,2.83,100.0,6,0,19,0,5
788,788,395,GS칼텍스,1,135,56,100,45,6,4,249.64,100.0,58,27,3,2,184.53,100.0,5,2,1,0,200.0,100.0,1,1,0,0,100.0,100.0,11,6,1,0,96.43,100.0,10,5,1,0,90.47,100.0,15,4,0,2,92.86,100.0,74,3,7,0.99,99.99000000000001,73,64,9,0,21.5,100.01,98,43,2,14.66,99.99000000000001,47,24,4,229.71,100.00999999999999,50,8,19,16,0,2.66,100.0,7,0,13,1,0
789,789,395,흥국생명,0,127,41,103,31,8,8,211.24,100.00999999999999,58,17,4,5,178.89,99.97999999999999,5,2,0,0,66.67,100.0,2,0,0,1,0.0,100.0,8,2,1,0,28.57,100.0,4,1,1,0,50.0,100.0,26,9,2,2,181.75,100.0,55,4,8,1.33,100.01,53,44,9,0,16.34,100.0,105,31,2,11.5,99.99,67,18,3,181.9,100.0,53,6,17,18,1,2.66,100.0,3,0,19,0,1
790,790,396,IBK기업은행,1,136,78,140,57,7,8,439.55,99.98,75,24,5,3,349.25,100.0,6,4,0,0,300.0,100.01,8,7,0,0,183.32999999999998,100.0,16,6,1,3,73.00999999999999,100.0,3,0,0,1,0.0,100.0,32,16,1,1,132.18,100.01,108,9,11,1.98,100.03,95,76,18,1,16.73,100.01,146,55,4,11.0,99.97,81,26,5,220.43,99.99000000000001,72,12,28,21,2,2.45,100.0,10,0,26,1,3
791,791,396,페퍼저축은행,0,140,70,156,58,12,13,155.48,100.0,109,39,10,7,130.26,100.0,6,4,0,0,300.0,100.0,3,2,0,0,66.67,100.0,25,11,0,6,141.67000000000002,100.0,7,0,1,0,0.0,100.00999999999999,6,2,1,0,33.33,100.0,97,5,16,1.0,99.99,99,82,17,0,17.56,99.99,158,55,1,11.27,100.0,97,29,9,61.35,100.0,52,7,23,15,1,1.4,100.01,5,0,31,0,6
792,792,397,한국도로공사,0,91,35,100,30,4,10,210.66,100.0,56,16,3,6,215.81,100.02,5,1,0,0,50.0,100.0,4,1,0,1,50.0,100.0,10,3,1,1,33.33,100.0,6,1,0,1,25.0,100.0,19,8,0,1,167.86,99.99000000000001,49,0,5,0.0,99.99000000000001,64,50,14,0,17.66,100.03,103,29,0,11.67,99.99,68,33,5,145.26999999999998,99.99,50,5,23,15,0,1.83,100.0,4,0,15,1,2
793,793,397,현대건설,1,148,60,105,51,5,5,370.05,100.0,55,24,3,3,304.68,100.0,7,6,0,0,350.0,100.00999999999999,2,0,0,0,0.0,100.0,8,4,1,1,57.14,100.0,12,5,1,1,82.14,99.99,21,12,0,0,223.32999999999998,100.0,73,5,5,1.6700000000000002,100.01,72,64,8,0,21.990000000000002,100.0,106,48,0,16.18,99.99000000000001,44,13,0,147.3,100.0,53,4,22,16,2,1.33,100.0,4,0,12,0,5
794,794,398,KGC인삼공사,1,106,55,120,42,7,6,291.57,100.0,50,15,2,4,274.62,100.0,6,2,1,0,40.0,100.0,5,4,1,0,80.0,100.0,15,5,0,2,80.77,100.0,10,3,0,0,75.0,100.0,34,13,3,0,216.39,100.0,73,3,4,1.0,100.01,91,79,12,0,28.33,100.0,128,41,2,14.33,100.0,53,19,1,251.88,100.0,52,10,21,13,1,3.99,100.0,8,0,13,1,4
795,795,398,흥국생명,0,141,44,117,36,10,12,340.51,100.02,51,18,4,6,358.95,99.99,4,1,0,0,100.0,100.0,4,0,0,0,0.0,100.0,19,3,3,5,15.79,100.0,9,3,1,0,83.33,100.0,30,11,2,1,142.86,99.99,59,1,6,0.33,99.99000000000001,84,68,16,0,28.509999999999998,99.99,124,32,1,13.66,100.00999999999999,69,23,3,193.26,100.02,48,7,17,11,1,3.84,100.0,5,0,20,0,1
796,796,399,GS칼텍스,1,138,57,91,42,4,9,359.19,100.01,48,16,2,6,104.17,100.0,6,4,0,0,166.67000000000002,100.0,2,1,0,0,50.0,100.0,6,4,1,0,66.67,100.0,7,5,1,0,225.0,100.0,22,12,0,3,221.43,100.0,73,8,7,2.66,100.01,65,58,6,1,19.33,100.01,97,41,3,13.84,99.98,48,18,5,171.82,100.0,41,7,13,14,0,2.33,100.0,6,0,20,1,0
797,797,399,페퍼저축은행,0,139,35,78,26,7,4,181.51,100.0,51,17,3,2,203.32999999999998,99.99,2,1,0,0,100.0,100.0,1,1,0,0,100.0,100.0,10,3,2,1,33.33,100.0,4,0,1,1,0.0,100.0,10,4,1,0,200.0,100.0,57,5,9,2.49,100.00999999999999,55,40,15,0,14.33,100.0,90,24,4,7.99,99.98,66,8,8,15.0,100.0,46,4,13,18,1,1.33,100.01,3,0,18,0,6
798,798,400,IBK기업은행,0,95,65,143,52,7,11,260.96,100.0,69,19,3,4,261.3,100.0,6,5,0,0,450.0,100.01,11,6,0,2,190.47,100.0,18,6,1,2,58.46,100.0,3,1,0,0,50.0,100.0,36,15,3,3,151.66,100.0,89,8,12,2.42,99.99000000000001,88,74,14,0,19.83,100.0,147,49,0,12.25,99.99,85,31,7,186.25,100.0,67,5,28,23,0,1.5,100.00999999999999,5,0,23,1,3
799,799,400,현대건설,1,159,73,141,59,5,12,252.74,100.0,79,30,5,8,262.12,100.0,5,1,0,0,50.0,100.0,1,0,0,0,0.0,100.0,17,8,0,2,53.33,100.0,9,4,0,2,90.0,100.0,30,16,0,0,207.19,100.0,95,7,10,2.25,100.0,97,82,15,0,21.25,99.99,145,56,1,14.0,100.0,77,23,8,85.28,100.01,63,7,23,22,0,1.75,99.99,6,0,23,0,5
800,800,401,KGC인삼공사,0,99,33,100,28,6,8,252.38,100.0,55,15,5,5,265.24,100.0,2,1,0,0,50.0,100.0,4,2,1,0,100.0,100.0,7,1,0,2,14.29,100.0,5,3,0,0,75.0,100.0,27,6,0,1,85.72,100.0,53,1,9,0.5,100.0,79,64,15,0,21.5,100.0,109,24,1,8.0,99.99000000000001,63,21,5,80.39,100.0,45,4,17,14,0,1.33,99.99,4,0,18,1,4
801,801,401,한국도로공사,1,117,57,105,46,4,5,292.42,100.0,47,15,3,3,266.07,100.0,9,5,0,1,208.32999999999998,99.99,2,2,0,0,100.0,100.0,7,7,0,0,200.0,100.0,3,1,0,0,100.0,100.0,37,16,1,1,191.66,100.0,74,5,11,2.33,99.99000000000001,76,66,10,0,22.0,100.01,106,43,2,14.33,100.0,44,12,1,77.75,100.0,54,6,20,10,1,2.0,100.0,4,0,19,0,2
802,802,402,IBK기업은행,1,84,62,124,48,7,5,242.43,100.01,62,22,5,3,254.29,100.0,13,7,0,1,257.14,100.0,6,1,0,0,25.0,100.0,11,4,1,1,76.67,100.0,3,0,1,0,0.0,100.0,29,14,0,0,192.05,100.0,76,6,7,2.0,99.99,84,72,12,0,24.0,99.99000000000001,126,42,2,13.99,100.01,62,29,1,140.44,100.00999999999999,66,8,24,20,0,2.67,100.01,6,0,14,1,3
803,803,402,흥국생명,0,119,50,135,42,8,11,305.36,99.99,62,13,3,7,160.93,100.0,2,1,0,1,100.0,100.0,2,1,1,0,50.0,100.0,25,6,3,2,24.0,100.0,2,0,1,0,0.0,100.0,42,21,0,1,395.45,99.99,65,1,3,0.33,100.0,93,80,13,0,35.33,100.02,134,41,1,15.66,100.00999999999999,69,15,6,105.22,99.99999999999999,53,7,22,16,0,3.33,100.0,7,0,15,0,1
804,804,403,GS칼텍스,0,153,85,183,67,17,16,213.91,100.0,90,26,13,7,125.6,100.0,11,6,0,0,190.0,99.99000000000001,2,1,0,0,50.0,100.0,22,10,2,3,45.45,100.0,7,4,0,0,110.0,100.0,51,20,2,6,208.63,99.99,104,7,13,1.4000000000000001,100.0,115,103,12,0,21.1,100.02,191,67,4,14.35,99.99,100,47,4,135.43,100.0,92,11,39,22,0,2.2,99.99,9,0,33,1,0
805,805,403,한국도로공사,1,128,78,172,57,11,8,287.22,100.0,97,28,4,6,286.32,99.99000000000001,4,1,0,1,50.0,100.0,4,2,1,0,133.32999999999998,100.0,24,8,3,1,36.36,100.0,3,0,1,0,0.0,100.0,40,18,2,0,232.62,100.0,110,4,10,0.8,100.02,109,92,17,0,21.2,99.99,167,50,0,12.7,100.02,91,39,7,218.64,99.99,107,17,40,31,0,3.4,99.99000000000001,17,0,18,0,2
806,806,404,KGC인삼공사,1,110,56,94,43,4,6,364.46,100.01,49,23,2,3,376.28,99.99000000000001,4,3,0,0,75.0,100.0,3,0,0,1,0.0,100.0,12,6,1,1,100.0,100.0,14,5,0,1,104.16,100.0,12,6,1,0,150.0,99.99,73,5,6,1.83,100.00999999999999,83,77,6,0,27.68,99.98,103,40,2,13.33,100.0,39,16,3,151.95,100.0,60,8,31,5,1,3.66,100.02000000000001,8,0,15,1,4
807,807,404,페퍼저축은행,0,136,29,112,22,8,7,172.65,100.0,83,17,5,4,163.71,99.99000000000001,2,1,0,1,100.0,100.0,1,0,0,0,0.0,100.0,13,2,1,2,18.18,100.0,7,1,0,0,100.0,100.00999999999999,6,1,2,0,33.33,100.01,46,3,7,1.6600000000000001,100.0,68,56,12,0,22.16,99.99000000000001,113,19,3,8.33,99.97,67,24,5,95.75,100.01,44,4,9,19,2,1.33,100.0,3,0,19,0,6
808,808,405,현대건설,1,156,74,134,62,9,7,345.03999999999996,100.0,61,24,6,2,251.34,99.99000000000001,5,2,0,0,150.0,100.0,2,1,0,0,50.0,100.0,16,8,2,1,100.0,100.0,21,15,0,1,138.89,100.0,29,12,1,3,253.34,100.0,92,5,12,1.33,99.98,100,79,21,0,21.17,100.0,147,59,3,16.25,99.99000000000001,79,34,1,170.24,100.0,72,7,28,23,1,1.75,100.01,7,0,23,1,5
809,809,405,흥국생명,0,125,63,142,53,7,9,220.34,99.99,68,28,6,2,273.95,100.0,6,2,0,1,150.0,100.0,3,0,0,1,0.0,100.0,12,3,0,1,27.27,100.0,9,3,0,0,73.33,100.0,44,17,1,4,128.15,100.00999999999999,87,1,8,0.33,99.99,99,76,21,2,26.33,99.99,142,49,0,13.17,99.96999999999998,80,21,5,117.95,100.0,55,9,22,15,0,2.41,100.0,7,0,19,0,1
810,810,406,GS칼텍스,1,153,57,120,50,8,7,170.73000000000002,99.99,69,25,5,5,140.0,100.00999999999999,5,3,0,0,116.67,100.0,0,0,0,0,0.0,0.0,17,8,2,0,47.06,100.0,3,1,1,0,50.0,100.0,26,13,0,2,219.53,100.0,73,2,7,0.66,100.00999999999999,77,68,9,0,24.34,100.00999999999999,123,49,1,18.16,100.0,59,19,2,180.53,99.99000000000001,44,5,19,13,1,2.33,100.0,5,0,16,1,0
811,811,406,IBK기업은행,0,118,45,104,35,5,11,258.97,100.0,63,21,2,8,283.7,100.0,4,1,0,0,100.0,100.0,3,0,0,2,0.0,100.0,14,4,2,1,28.57,100.0,0,0,0,0,0.0,0.0,20,9,1,0,150.0,100.0,63,2,4,0.66,100.0,72,56,16,0,21.83,100.0,112,35,3,13.17,100.01,66,19,2,197.5,100.00999999999999,53,8,20,14,0,2.66,100.0,7,0,18,0,3
812,812,407,페퍼저축은행,0,127,61,125,52,12,5,198.32999999999998,100.0,76,30,5,5,191.8,100.0,7,3,1,0,150.0,100.0,1,0,0,0,0.0,100.0,20,8,5,0,40.0,100.0,6,2,1,0,50.0,100.0,15,9,0,0,200.0,100.0,83,5,7,1.25,100.0,75,53,22,0,13.25,99.99,123,47,1,12.5,100.00000000000001,83,26,6,75.46,99.99,54,4,22,17,1,1.0,99.99,3,0,14,1,6
813,813,407,한국도로공사,1,125,82,130,64,4,7,392.81,100.01,66,31,2,3,322.89,100.01,4,3,0,0,200.0,100.0,2,1,1,0,100.0,100.0,18,7,1,3,135.29,100.0,5,2,0,0,40.0,100.0,35,20,0,1,314.29,100.0,95,6,12,1.75,100.0,80,68,12,0,18.75,100.0,127,58,2,17.66,99.99,76,30,5,120.35,100.00999999999999,62,12,22,23,0,3.0,100.0,10,0,21,0,2
814,814,408,GS칼텍스,1,153,56,98,41,6,3,276.46,100.0,63,23,5,3,196.43,99.99,5,3,0,0,150.0,100.0,0,0,0,0,0.0,0.0,8,4,1,0,50.0,100.0,5,3,0,0,166.67000000000002,100.0,17,8,0,0,138.89,99.99,74,9,10,2.99,99.99,66,59,6,1,19.67,100.00999999999999,101,40,0,13.33,100.0,48,14,3,75.97999999999999,100.0,46,6,14,16,0,1.9900000000000002,100.0,5,0,14,1,0
815,815,408,KGC인삼공사,0,115,40,95,31,6,10,298.22,100.0,49,18,3,3,290.17,100.0,0,0,0,0,0.0,0.0,5,3,0,1,75.0,100.0,11,4,2,2,40.0,100.0,7,2,0,1,66.67,100.00999999999999,23,4,1,3,60.0,100.00999999999999,55,3,7,1.1600000000000001,99.99,66,57,9,0,24.83,100.02,105,30,1,14.67,99.98,63,21,9,311.9,99.99000000000001,52,6,21,16,0,2.49,100.0,6,0,18,0,4
816,816,409,페퍼저축은행,0,129,63,135,49,10,7,248.74,100.00999999999999,87,26,7,5,196.34,100.0,10,7,0,0,283.33,100.0,1,0,0,0,0.0,100.0,18,6,1,2,35.29,100.0,6,5,0,0,166.67000000000002,100.0,13,5,2,0,88.57,100.0,82,7,13,1.9100000000000001,100.02,85,65,19,1,17.83,100.01,142,48,2,13.5,100.0,95,34,8,109.82,100.0,61,7,24,18,0,2.0,100.00000000000001,6,0,23,1,6
817,817,409,흥국생명,1,121,76,139,58,7,12,296.1,100.0,66,22,4,6,168.88,100.01,10,6,0,0,210.0,100.0,1,1,0,0,100.0,100.0,14,6,1,1,42.86,100.0,5,2,0,1,125.0,100.0,43,21,2,4,140.82999999999998,100.0,98,8,3,2.0,99.98,97,82,15,0,20.75,99.97999999999999,136,53,2,14.5,100.0,69,17,7,141.09,100.0,70,10,30,19,1,2.5,99.99000000000001,7,0,18,0,1
818,818,410,IBK기업은행,0,118,40,103,34,8,6,154.86,99.99,44,13,2,3,147.78,100.0,12,6,0,1,200.0,99.99,4,1,1,0,25.0,100.0,15,6,1,2,54.55,100.0,6,2,2,0,66.66,100.0,22,6,2,0,102.27,100.0,52,2,4,0.67,100.01,74,50,24,0,19.009999999999998,100.0,107,34,3,14.66,99.99,65,24,1,218.07,100.00999999999999,38,4,15,12,1,1.33,100.0,3,0,14,1,3
819,819,410,한국도로공사,1,125,61,103,52,4,2,280.65999999999997,100.01,50,23,2,2,310.9,100.0,11,6,0,0,250.0,100.0,4,1,1,0,50.0,100.0,5,3,1,0,60.0,100.0,5,4,0,0,166.67000000000002,100.0,28,15,0,0,156.06,100.0,73,1,8,0.33,100.01,72,62,10,0,21.0,100.01,107,50,0,18.0,99.97999999999999,48,22,2,186.66,100.0,48,8,24,12,0,2.66,100.0,5,0,10,0,2
820,820,411,KGC인삼공사,0,84,64,148,48,13,8,227.28,100.01,70,17,6,3,164.26,100.0,0,0,0,0,0.0,0.0,5,2,1,0,50.0,100.0,17,4,1,4,26.67,100.0,8,3,2,1,116.67,100.0,48,22,3,0,285.25,100.0,82,10,5,2.5,100.00999999999999,85,76,9,0,20.0,100.01,158,46,2,16.5,99.99,92,23,4,123.87,100.00999999999999,70,6,20,34,1,1.5,99.99,5,0,16,1,4
821,821,411,현대건설,1,151,84,139,67,6,7,336.24,100.01,69,30,5,3,290.56,100.00999999999999,4,2,0,0,150.0,100.0,2,0,0,0,0.0,100.0,28,15,1,2,151.85,100.0,13,9,0,1,135.70999999999998,100.0,23,11,0,1,200.71,99.99,99,4,7,1.25,99.99,100,85,14,1,22.33,100.0,143,64,2,16.5,100.00999999999999,77,24,10,354.15999999999997,100.00999999999999,83,13,32,21,0,3.83,99.99000000000001,8,0,17,0,5
822,822,412,GS칼텍스,1,157,62,120,51,7,5,419.39,100.0,61,25,4,4,406.81,100.0,5,3,0,0,150.0,100.0,2,1,1,0,50.0,100.0,13,4,1,0,33.33,100.0,6,3,1,0,100.0,100.0,33,15,0,1,179.48,99.99,77,2,6,0.66,100.02,84,71,13,0,26.67,99.99,122,46,1,17.66,100.00999999999999,61,23,3,80.31,100.0,68,9,29,17,1,2.99,100.0,7,0,13,1,0
823,823,412,흥국생명,0,127,53,130,43,9,9,210.9,100.0,53,19,3,4,269.86,100.01,9,3,0,2,166.67000000000002,99.99,2,1,0,0,50.0,100.0,15,2,2,3,15.38,100.0,8,4,1,0,66.67,100.0,43,14,3,0,80.11,100.0,68,3,7,1.1600000000000001,100.01,82,69,13,0,26.66,100.01,130,42,0,14.17,100.00999999999999,71,32,2,321.11,100.01,65,7,25,22,1,2.33,99.99000000000001,5,0,17,0,1
824,824,413,IBK기업은행,1,92,53,98,40,5,3,397.0,100.0,46,17,2,1,371.8,99.99,9,5,1,0,275.0,99.99,6,3,0,0,125.0,100.0,7,1,2,0,14.29,100.0,4,4,0,0,200.0,100.0,26,10,0,2,310.0,100.0,74,2,3,0.66,99.99,73,61,12,0,22.67,100.01,93,36,1,12.83,100.02000000000001,43,22,3,145.36,100.0,56,11,21,14,1,3.83,100.0,9,0,8,1,3
825,825,413,페퍼저축은행,0,127,43,103,35,11,10,210.64,99.99,67,23,5,7,172.09,100.01,6,2,1,2,150.0,100.01,1,0,0,0,0.0,100.0,8,2,1,1,25.0,100.0,5,3,1,0,116.67,100.0,16,5,3,0,92.5,100.0,52,3,9,1.0,100.01,70,57,13,0,23.0,100.0,113,33,2,11.0,99.97,71,17,2,87.07,100.01,48,5,17,16,1,1.6600000000000001,100.0,4,0,22,0,6
826,826,414,한국도로공사,1,92,78,168,60,11,5,259.7,100.01,104,30,6,3,195.07999999999998,99.99000000000001,2,2,0,0,100.0,100.0,2,1,1,0,100.0,100.0,18,7,3,1,53.85,100.0,7,4,0,0,116.67,100.0,35,16,1,1,166.54,100.0,112,4,7,0.8,100.01,112,93,19,0,18.73,99.99000000000001,173,57,0,11.530000000000001,99.99,92,35,5,148.82999999999998,100.01,79,14,29,24,2,2.8,100.0,14,0,14,1,2
827,827,414,현대건설,0,170,90,190,74,14,18,244.77,100.01,104,41,10,6,260.09000000000003,100.0,10,5,0,2,242.86,100.0,2,1,0,0,50.0,100.0,18,3,1,3,18.75,100.0,15,4,0,1,55.55,100.0,41,20,3,6,185.23,100.01,104,5,12,1.0,99.98,124,104,20,0,24.67,100.0,194,70,2,15.600000000000001,100.02,104,34,4,172.97,99.99,83,11,44,19,1,2.2,99.99000000000001,7,0,33,0,5
828,828,415,GS칼텍스,1,194,60,97,49,4,4,251.99,99.99,55,23,2,3,234.3,100.0,6,6,0,0,200.0,100.0,2,1,0,0,50.0,100.0,6,5,0,0,83.33,100.0,9,4,0,0,100.0,100.0,19,10,2,1,116.67,100.0,73,4,11,1.5,100.01,68,60,8,0,21.66,99.98,99,46,2,21.83,99.99,55,22,8,232.57,99.99999999999999,43,7,14,13,0,2.5100000000000002,100.02000000000001,6,0,17,1,0
829,829,415,페퍼저축은행,0,123,43,97,31,7,6,195.93,100.0,67,19,7,4,206.79,100.0,6,4,0,0,400.0,100.02000000000001,0,0,0,0,0.0,0.0,10,2,0,1,22.22,100.0,4,1,0,0,33.33,100.0,10,5,0,1,109.53,100.0,62,8,7,2.65,100.0,63,48,15,0,16.82,100.0,99,29,0,9.66,100.0,62,13,4,50.33,100.00999999999999,54,4,17,22,2,1.33,100.0,3,0,15,0,6
830,830,416,IBK기업은행,0,102,44,124,36,8,10,232.18,99.99,66,12,3,6,122.08999999999999,100.01,9,4,1,1,200.0,99.99,6,4,1,0,125.0,100.0,11,6,0,1,54.55,100.0,2,1,0,0,50.0,100.0,30,9,3,2,106.25,100.0,68,0,4,0.0,100.02,87,78,9,0,26.33,100.00999999999999,131,35,1,11.67,99.99,64,28,4,120.78999999999999,100.00999999999999,69,8,22,26,1,2.6500000000000004,100.00999999999999,7,0,16,1,3
831,831,416,KGC인삼공사,1,99,61,133,49,8,9,318.42,100.0,62,19,3,4,293.41,100.0,4,2,1,0,66.67,100.0,2,1,1,0,50.0,100.0,20,7,1,3,36.84,100.0,5,0,1,0,0.0,100.0,40,20,1,2,286.94,100.0,75,4,11,1.4900000000000002,99.99,92,82,10,0,27.83,99.99,138,46,1,16.490000000000002,100.0,64,26,0,147.20999999999998,100.0,68,8,30,16,1,2.67,100.0,7,0,22,0,4
832,832,417,한국도로공사,1,109,75,147,59,7,12,300.45,99.97999999999999,90,28,4,9,267.42,99.98,17,10,1,0,308.34000000000003,100.0,2,1,0,0,100.0,100.0,12,8,0,2,163.64,100.0,3,2,0,0,66.67,100.0,23,10,2,1,216.67000000000002,100.0,93,7,11,2.0,100.0,95,82,13,0,23.08,100.01,153,56,1,14.75,99.99000000000001,76,32,1,152.18,100.0,72,9,34,18,1,2.25,100.00999999999999,7,0,25,1,2
833,833,417,흥국생명,0,130,55,144,47,9,12,172.95,99.98,79,26,7,3,163.57999999999998,100.02,6,3,0,1,150.0,100.01,0,0,0,0,0.0,0.0,9,3,0,1,125.0,100.0,4,2,0,1,66.67,100.0,46,13,2,6,91.45,100.0,81,1,5,0.25,100.0,99,79,20,0,20.92,99.99,147,44,1,11.0,99.99000000000001,82,26,7,112.58,100.0,74,7,33,20,1,1.75,100.01,6,0,19,0,1
834,834,418,GS칼텍스,0,144,68,137,55,10,13,177.74,100.0,59,21,8,5,122.09,99.99,2,1,0,0,100.0,100.0,1,0,0,0,0.0,100.0,28,16,1,5,57.14,100.0,6,1,1,0,25.0,100.01,41,16,0,3,166.28,100.0,86,4,7,1.0,100.01,85,64,21,0,16.25,100.0,143,54,0,14.25,100.02,91,36,4,144.41,100.0,62,9,19,24,1,2.25,100.0,9,0,21,1,0
835,835,418,현대건설,1,142,76,132,62,9,8,306.93,100.01,65,29,5,4,257.81,100.0,5,3,0,0,250.0,100.0,1,1,0,0,100.0,100.0,11,6,1,0,105.56,100.0,15,10,0,0,133.93,100.0,35,13,3,4,140.87,100.0,96,4,5,1.25,100.01,82,66,15,1,18.5,100.0,134,62,1,17.25,100.00999999999999,79,34,4,216.25,100.0,69,10,22,22,2,2.5,100.00999999999999,9,0,17,0,5
836,836,419,KGC인삼공사,1,145,55,108,41,0,7,276.53,100.01,58,20,0,4,276.11,100.0,5,1,0,0,25.0,100.0,4,2,0,0,50.0,100.0,9,3,0,1,37.5,100.0,10,4,0,0,57.14,100.0,22,11,0,2,236.66,100.0,73,3,7,1.17,100.01,85,71,14,0,34.33,100.00999999999999,109,38,1,18.84,99.99000000000001,46,16,1,181.5,100.0,60,11,23,12,3,4.0,100.01,11,0,18,1,4
837,837,419,페퍼저축은행,0,116,38,119,37,11,7,261.24,99.99000000000001,70,22,8,4,289.1,99.98,12,6,2,0,183.32999999999998,99.99,2,1,0,0,100.0,100.0,10,4,0,0,44.44,100.0,7,0,0,2,0.0,100.0,18,4,1,1,76.67,100.0,58,1,12,0.33,99.99,90,71,18,1,23.83,99.99,127,34,0,11.32,99.99,66,19,3,97.03,100.0,40,0,20,12,0,0.0,100.0,0,0,20,0,6
838,838,420,현대건설,1,102,65,109,47,7,7,316.48,100.0,68,28,4,5,310.39,99.99,3,1,0,0,100.0,99.99,2,0,0,0,0.0,100.0,7,4,1,0,175.0,100.0,11,7,0,0,132.14,100.0,18,7,2,2,279.17,100.0,74,11,5,3.8200000000000003,100.0,77,71,6,0,25.5,100.0,112,42,3,14.66,99.99,52,16,3,85.27,99.99,62,7,31,14,1,2.5,99.99,4,0,16,1,5
