,결과,홈_어웨이,팀코드,홈어웨이_공격성공률_평균,홈어웨이_서브성공률_평균,홈어웨이_디그성공률_평균,홈어웨이_세트성공률_평균,홈어웨이_리시브정확도_평균,홈어웨이_블로킹성공률_평균,홈어웨이_범실_평균,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯
256,1,0,0,0.515,0.06,0.79,0.495,0.495,0.14500000000000002,25.0,27.6,0.768,0.426,0.462,0.156,0.434,0.066,27.6,0.768,0.426,0.462,0.156,0.434,0.066
257,0,1,3,0.49,0.04,0.69,0.45499999999999996,0.42500000000000004,0.195,20.5,17.2,0.748,0.414,0.534,0.186,0.49,0.052,17.2,0.748,0.414,0.534,0.186,0.49,0.052
258,1,0,0,0.48,0.1,0.765,0.45999999999999996,0.4,0.14,32.0,27.6,0.776,0.4019999999999999,0.456,0.15,0.43,0.08,27.6,0.776,0.4019999999999999,0.456,0.15,0.43,0.08
259,0,1,1,0.405,0.015,0.6950000000000001,0.425,0.385,0.20500000000000002,11.5,18.8,0.7180000000000001,0.408,0.454,0.19,0.448,0.022,18.8,0.7180000000000001,0.408,0.454,0.19,0.448,0.022
260,1,0,0,0.525,0.10500000000000001,0.77,0.51,0.435,0.19,37.0,28.4,0.784,0.418,0.482,0.178,0.454,0.088,28.4,0.784,0.418,0.482,0.178,0.454,0.088
261,0,1,1,0.435,0.035,0.595,0.46499999999999997,0.47,0.21000000000000002,15.0,19.0,0.6759999999999999,0.412,0.452,0.184,0.4539999999999999,0.024,19.0,0.6759999999999999,0.412,0.452,0.184,0.4539999999999999,0.024
262,1,1,0,0.445,0.07,0.8200000000000001,0.405,0.41,0.185,20.0,28.8,0.748,0.4699999999999999,0.536,0.194,0.516,0.108,28.8,0.748,0.4699999999999999,0.536,0.194,0.516,0.108
263,0,0,1,0.46499999999999997,0.025,0.71,0.46499999999999997,0.395,0.16999999999999998,25.0,16.8,0.64,0.43,0.4899999999999999,0.174,0.4779999999999999,0.032,16.8,0.64,0.43,0.4899999999999999,0.174,0.4779999999999999,0.032
264,1,1,0,0.52,0.10500000000000001,0.81,0.495,0.51,0.22999999999999998,18.0,26.2,0.764,0.478,0.548,0.208,0.53,0.104,26.2,0.764,0.478,0.548,0.208,0.53,0.104
265,0,0,1,0.485,0.035,0.74,0.46499999999999997,0.4,0.16999999999999998,21.0,17.2,0.6279999999999999,0.4279999999999999,0.4899999999999999,0.174,0.484,0.038,17.2,0.6279999999999999,0.4279999999999999,0.4899999999999999,0.174,0.484,0.038
266,0,1,0,0.5549999999999999,0.085,0.8049999999999999,0.53,0.485,0.19,18.0,26.2,0.762,0.4679999999999999,0.562,0.192,0.5439999999999999,0.096,26.2,0.762,0.4679999999999999,0.562,0.192,0.5439999999999999,0.096
267,1,0,1,0.46499999999999997,0.015,0.655,0.445,0.305,0.1,17.5,15.8,0.5940000000000001,0.39,0.482,0.146,0.476,0.03,15.8,0.5940000000000001,0.39,0.482,0.146,0.476,0.03
268,1,1,3,0.48,0.03,0.7,0.44999999999999996,0.455,0.2,21.0,17.6,0.7060000000000001,0.3999999999999999,0.492,0.202,0.4599999999999999,0.0419999999999999,17.6,0.7060000000000001,0.3999999999999999,0.492,0.202,0.4599999999999999,0.0419999999999999
269,0,0,6,0.575,0.07,0.8,0.56,0.45499999999999996,0.23,20.0,21.2,0.7580000000000001,0.458,0.538,0.174,0.5199999999999999,0.066,21.2,0.7580000000000001,0.458,0.538,0.174,0.5199999999999999,0.066
270,1,1,4,0.495,0.075,0.705,0.405,0.62,0.24,25.0,26.6,0.756,0.518,0.516,0.236,0.47,0.066,26.6,0.756,0.518,0.516,0.236,0.47,0.066
271,0,0,5,0.5,0.085,0.8,0.485,0.505,0.20500000000000002,20.5,21.0,0.744,0.502,0.538,0.172,0.518,0.076,21.0,0.744,0.502,0.538,0.172,0.518,0.076
272,0,1,2,0.5,0.08,0.715,0.48,0.44,0.12,20.5,20.4,0.76,0.408,0.488,0.148,0.4619999999999999,0.108,20.4,0.76,0.408,0.488,0.148,0.4619999999999999,0.108
273,1,0,0,0.605,0.1,0.7050000000000001,0.5900000000000001,0.485,0.22,29.5,21.8,0.762,0.482,0.57,0.222,0.532,0.074,21.8,0.762,0.482,0.57,0.222,0.532,0.074
274,1,0,4,0.515,0.055,0.78,0.49,0.415,0.20500000000000002,33.5,30.6,0.7540000000000001,0.53,0.51,0.218,0.446,0.058,30.6,0.7540000000000001,0.53,0.51,0.218,0.446,0.058
275,0,1,6,0.375,0.11499999999999999,0.645,0.415,0.515,0.11499999999999999,16.0,22.4,0.762,0.432,0.5599999999999999,0.18,0.5359999999999999,0.064,22.4,0.762,0.432,0.5599999999999999,0.18,0.5359999999999999,0.064
276,1,1,0,0.5549999999999999,0.05,0.79,0.485,0.5,0.22999999999999998,17.5,19.0,0.77,0.4939999999999999,0.558,0.222,0.526,0.07,19.0,0.77,0.4939999999999999,0.558,0.222,0.526,0.07
277,0,0,5,0.5,0.05,0.79,0.47,0.565,0.2,20.5,21.0,0.74,0.526,0.538,0.1699999999999999,0.512,0.062,21.0,0.74,0.526,0.538,0.1699999999999999,0.512,0.062
278,0,0,3,0.52,0.05,0.735,0.485,0.35,0.21,13.5,19.6,0.712,0.426,0.502,0.21,0.472,0.042,19.6,0.712,0.426,0.502,0.21,0.472,0.042
279,1,1,1,0.565,0.045,0.52,0.525,0.45,0.14,18.0,17.2,0.6220000000000001,0.392,0.5299999999999999,0.116,0.4859999999999999,0.044,17.2,0.6220000000000001,0.392,0.5299999999999999,0.116,0.4859999999999999,0.044
280,0,0,2,0.52,0.12,0.8200000000000001,0.495,0.35,0.2,24.0,21.0,0.76,0.374,0.494,0.172,0.47,0.088,21.0,0.76,0.374,0.494,0.172,0.47,0.088
281,1,1,4,0.525,0.075,0.745,0.46499999999999997,0.585,0.23,37.0,28.2,0.74,0.53,0.522,0.222,0.462,0.06,28.2,0.74,0.53,0.522,0.222,0.462,0.06
282,1,0,0,0.575,0.09,0.7250000000000001,0.575,0.515,0.22,22.5,21.0,0.78,0.518,0.5439999999999999,0.2259999999999999,0.514,0.056,21.0,0.78,0.518,0.5439999999999999,0.2259999999999999,0.514,0.056
283,0,1,6,0.44999999999999996,0.07,0.75,0.415,0.5,0.14,22.5,22.0,0.78,0.438,0.5539999999999999,0.186,0.5199999999999999,0.066,22.0,0.78,0.438,0.5539999999999999,0.186,0.5199999999999999,0.066
284,1,1,3,0.475,0.04,0.685,0.45499999999999996,0.485,0.21500000000000002,24.5,23.8,0.738,0.45,0.492,0.206,0.474,0.048,23.8,0.738,0.45,0.492,0.206,0.474,0.048
285,0,0,5,0.46499999999999997,0.005,0.71,0.44499999999999995,0.46499999999999997,0.125,26.5,23.0,0.752,0.498,0.524,0.152,0.502,0.046,23.0,0.752,0.498,0.524,0.152,0.502,0.046
286,1,1,2,0.475,0.065,0.72,0.445,0.375,0.155,18.5,22.4,0.772,0.366,0.506,0.172,0.472,0.0839999999999999,22.4,0.772,0.366,0.506,0.172,0.472,0.0839999999999999
287,0,0,6,0.545,0.065,0.79,0.52,0.44999999999999996,0.19,23.0,21.4,0.738,0.4019999999999999,0.532,0.232,0.5,0.054,21.4,0.738,0.4019999999999999,0.532,0.232,0.5,0.054
288,0,1,4,0.54,0.045,0.81,0.49,0.49,0.255,31.5,31.2,0.76,0.48,0.538,0.24,0.506,0.066,31.2,0.76,0.48,0.538,0.24,0.506,0.066
289,1,0,1,0.53,0.05,0.6799999999999999,0.47,0.37,0.07,16.5,17.2,0.6679999999999999,0.394,0.53,0.118,0.472,0.06,17.2,0.6679999999999999,0.394,0.53,0.118,0.472,0.06
290,1,1,0,0.5549999999999999,0.015,0.75,0.5,0.5449999999999999,0.255,22.5,21.8,0.784,0.546,0.562,0.2099999999999999,0.538,0.056,21.8,0.784,0.546,0.562,0.2099999999999999,0.538,0.056
291,0,0,3,0.495,0.065,0.8,0.49,0.41000000000000003,0.2,24.0,24.6,0.734,0.466,0.506,0.196,0.492,0.056,24.6,0.734,0.466,0.506,0.196,0.492,0.056
292,1,0,2,0.5549999999999999,0.1,0.81,0.51,0.375,0.175,25.5,21.6,0.7860000000000001,0.37,0.5039999999999999,0.174,0.478,0.0779999999999999,21.6,0.7860000000000001,0.37,0.5039999999999999,0.174,0.478,0.0779999999999999
293,0,1,5,0.575,0.06,0.745,0.5449999999999999,0.465,0.125,22.5,25.4,0.728,0.462,0.528,0.112,0.4979999999999999,0.032,25.4,0.728,0.462,0.528,0.112,0.4979999999999999,0.032
294,1,0,6,0.525,0.065,0.73,0.475,0.35,0.15,27.5,22.8,0.726,0.376,0.514,0.216,0.478,0.05,22.8,0.726,0.376,0.514,0.216,0.478,0.05
295,0,1,1,0.565,0.08499999999999999,0.635,0.49,0.455,0.145,18.0,18.8,0.72,0.418,0.508,0.158,0.4559999999999999,0.074,18.8,0.72,0.418,0.508,0.158,0.4559999999999999,0.074
296,1,0,4,0.545,0.060000000000000005,0.745,0.53,0.415,0.215,27.5,28.0,0.7859999999999999,0.4599999999999999,0.512,0.25,0.486,0.068,28.0,0.7859999999999999,0.4599999999999999,0.512,0.25,0.486,0.068
297,0,1,3,0.55,0.060000000000000005,0.695,0.53,0.53,0.19,27.5,25.8,0.7100000000000001,0.4639999999999999,0.534,0.188,0.51,0.046,25.8,0.7100000000000001,0.4639999999999999,0.534,0.188,0.51,0.046
298,0,1,5,0.515,0.02,0.6799999999999999,0.475,0.515,0.15000000000000002,21.5,25.0,0.702,0.482,0.504,0.122,0.47,0.016,25.0,0.702,0.482,0.504,0.122,0.47,0.016
299,1,0,1,0.5449999999999999,0.11,0.745,0.485,0.485,0.20500000000000002,18.5,19.4,0.7100000000000001,0.458,0.532,0.15,0.4779999999999999,0.0839999999999999,19.4,0.7100000000000001,0.458,0.532,0.15,0.4779999999999999,0.0839999999999999
300,0,1,2,0.47,0.05,0.755,0.46,0.385,0.16,16.5,21.0,0.8039999999999999,0.408,0.5239999999999999,0.194,0.48,0.0699999999999999,21.0,0.8039999999999999,0.408,0.5239999999999999,0.194,0.48,0.0699999999999999
301,1,0,3,0.565,0.04,0.74,0.535,0.405,0.18,27.0,26.2,0.694,0.466,0.558,0.212,0.532,0.0419999999999999,26.2,0.694,0.466,0.558,0.212,0.532,0.0419999999999999
302,1,1,4,0.47500000000000003,0.06,0.87,0.465,0.36,0.27,24.0,24.2,0.772,0.42,0.526,0.236,0.51,0.058,24.2,0.772,0.42,0.526,0.236,0.51,0.058
303,0,0,0,0.56,0.07500000000000001,0.815,0.5700000000000001,0.5549999999999999,0.185,21.5,22.4,0.756,0.55,0.568,0.198,0.5419999999999999,0.062,22.4,0.756,0.55,0.568,0.198,0.5419999999999999,0.062
304,1,1,6,0.485,0.03,0.6699999999999999,0.44499999999999995,0.34500000000000003,0.275,20.0,21.2,0.6839999999999999,0.344,0.53,0.208,0.4899999999999999,0.052,21.2,0.6839999999999999,0.344,0.53,0.208,0.4899999999999999,0.052
305,0,0,5,0.515,0.02,0.71,0.495,0.44,0.08499999999999999,29.0,26.2,0.706,0.4479999999999999,0.474,0.138,0.4399999999999999,0.012,26.2,0.706,0.4479999999999999,0.474,0.138,0.4399999999999999,0.012
306,0,0,2,0.5549999999999999,0.05,0.835,0.47,0.45,0.22499999999999998,24.0,21.2,0.786,0.432,0.5119999999999999,0.192,0.462,0.042,21.2,0.786,0.432,0.5119999999999999,0.192,0.462,0.042
307,1,1,1,0.55,0.1,0.73,0.485,0.515,0.15,21.0,21.2,0.752,0.512,0.542,0.172,0.488,0.104,21.2,0.752,0.512,0.542,0.172,0.488,0.104
308,1,1,4,0.53,0.07,0.865,0.5,0.365,0.19,27.0,23.6,0.774,0.386,0.552,0.2259999999999999,0.5439999999999999,0.068,23.6,0.774,0.386,0.552,0.2259999999999999,0.5439999999999999,0.068
309,0,0,3,0.5800000000000001,0.055,0.7050000000000001,0.55,0.43,0.165,30.0,27.0,0.708,0.458,0.5680000000000001,0.192,0.5439999999999999,0.05,27.0,0.708,0.458,0.5680000000000001,0.192,0.5439999999999999,0.05
310,1,0,0,0.575,0.05500000000000001,0.75,0.56,0.53,0.2,25.5,26.0,0.73,0.552,0.568,0.194,0.5559999999999998,0.0699999999999999,26.0,0.73,0.552,0.568,0.194,0.5559999999999998,0.0699999999999999
311,0,1,5,0.44,0.01,0.69,0.4,0.43,0.19,24.5,24.4,0.704,0.436,0.4600000000000001,0.144,0.42,0.02,24.4,0.704,0.436,0.4600000000000001,0.144,0.42,0.02
312,0,1,6,0.5349999999999999,0.02,0.695,0.515,0.28,0.29000000000000004,16.0,19.0,0.698,0.328,0.5359999999999999,0.216,0.504,0.046,19.0,0.698,0.328,0.5359999999999999,0.216,0.504,0.046
313,1,0,1,0.51,0.11,0.77,0.49,0.54,0.22999999999999998,24.5,21.2,0.742,0.5120000000000001,0.546,0.202,0.512,0.092,21.2,0.742,0.5120000000000001,0.546,0.202,0.512,0.092
314,0,0,2,0.51,0.08499999999999999,0.775,0.435,0.5549999999999999,0.205,21.5,22.4,0.772,0.492,0.516,0.1699999999999999,0.4639999999999999,0.058,22.4,0.772,0.492,0.516,0.1699999999999999,0.4639999999999999,0.058
315,1,1,3,0.575,0.04,0.6499999999999999,0.55,0.5,0.235,24.0,27.2,0.6639999999999999,0.47,0.5700000000000001,0.204,0.542,0.044,27.2,0.6639999999999999,0.47,0.5700000000000001,0.204,0.542,0.044
316,0,1,4,0.625,0.07500000000000001,0.71,0.6,0.44999999999999996,0.22499999999999998,31.5,26.0,0.756,0.4019999999999999,0.558,0.236,0.5479999999999999,0.068,26.0,0.756,0.4019999999999999,0.558,0.236,0.5479999999999999,0.068
317,1,0,0,0.525,0.04,0.6799999999999999,0.5,0.55,0.255,31.5,27.4,0.712,0.5700000000000001,0.572,0.194,0.5559999999999998,0.062,27.4,0.712,0.5700000000000001,0.572,0.194,0.5559999999999998,0.062
318,1,1,6,0.565,0.035,0.7649999999999999,0.535,0.325,0.16,19.5,18.8,0.6859999999999999,0.3,0.554,0.2099999999999999,0.522,0.04,18.8,0.6859999999999999,0.3,0.554,0.2099999999999999,0.522,0.04
319,0,0,5,0.47500000000000003,0.035,0.725,0.41000000000000003,0.445,0.115,22.0,23.4,0.708,0.432,0.482,0.134,0.426,0.024,23.4,0.708,0.432,0.482,0.134,0.426,0.024
320,0,1,3,0.535,0.030000000000000002,0.6699999999999999,0.51,0.44,0.30000000000000004,20.0,25.6,0.6719999999999999,0.446,0.554,0.2299999999999999,0.526,0.04,25.6,0.6719999999999999,0.446,0.554,0.2299999999999999,0.526,0.04
321,1,0,1,0.54,0.125,0.765,0.515,0.535,0.12,25.5,21.6,0.726,0.5120000000000001,0.554,0.184,0.534,0.098,21.6,0.726,0.5120000000000001,0.554,0.184,0.534,0.098
322,1,1,2,0.51,0.034999999999999996,0.765,0.485,0.485,0.14500000000000002,21.0,20.8,0.77,0.542,0.49,0.182,0.438,0.048,20.8,0.77,0.542,0.49,0.182,0.438,0.048
323,0,0,5,0.43,0.03,0.77,0.37,0.485,0.12000000000000001,20.5,22.8,0.7259999999999999,0.448,0.4640000000000001,0.136,0.41,0.022,22.8,0.7259999999999999,0.448,0.4640000000000001,0.136,0.41,0.022
324,1,0,0,0.565,0.05500000000000001,0.72,0.5449999999999999,0.565,0.275,26.5,25.6,0.718,0.548,0.5780000000000001,0.212,0.556,0.07,25.6,0.718,0.548,0.5780000000000001,0.212,0.556,0.07
325,0,1,1,0.595,0.06,0.685,0.5800000000000001,0.485,0.185,17.5,23.0,0.7200000000000001,0.496,0.5660000000000001,0.162,0.548,0.086,23.0,0.7200000000000001,0.496,0.5660000000000001,0.162,0.548,0.086
326,0,0,4,0.575,0.07,0.6599999999999999,0.59,0.4,0.22,18.5,22.8,0.744,0.414,0.5459999999999999,0.202,0.526,0.066,22.8,0.744,0.414,0.5459999999999999,0.202,0.526,0.066
327,1,1,6,0.535,0.045,0.77,0.5,0.375,0.16,18.0,18.2,0.738,0.3399999999999999,0.556,0.17,0.526,0.052,18.2,0.738,0.3399999999999999,0.556,0.17,0.526,0.052
328,1,0,3,0.55,0.06,0.685,0.53,0.485,0.175,30.5,24.4,0.67,0.462,0.5359999999999999,0.242,0.518,0.046,24.4,0.67,0.462,0.5359999999999999,0.242,0.518,0.046
329,0,1,5,0.53,0.025,0.73,0.475,0.4,0.105,25.5,23.0,0.7259999999999999,0.446,0.466,0.134,0.41,0.03,23.0,0.7259999999999999,0.446,0.466,0.134,0.41,0.03
330,0,0,2,0.43,0.06,0.7150000000000001,0.38,0.61,0.16,20.5,22.6,0.798,0.542,0.504,0.192,0.446,0.046,22.6,0.798,0.542,0.504,0.192,0.446,0.046
331,1,1,0,0.595,0.08,0.6799999999999999,0.575,0.585,0.165,27.5,26.4,0.6839999999999999,0.562,0.572,0.2239999999999999,0.5439999999999999,0.072,26.4,0.6839999999999999,0.562,0.572,0.2239999999999999,0.5439999999999999,0.072
332,0,0,4,0.5549999999999999,0.09,0.625,0.525,0.42000000000000004,0.175,19.0,22.4,0.6859999999999999,0.44,0.5700000000000001,0.188,0.536,0.076,22.4,0.6859999999999999,0.44,0.5700000000000001,0.188,0.536,0.076
333,1,1,1,0.5800000000000001,0.045,0.735,0.575,0.455,0.185,19.0,23.6,0.74,0.484,0.5599999999999999,0.1619999999999999,0.546,0.08,23.6,0.74,0.484,0.5599999999999999,0.1619999999999999,0.546,0.08
334,1,0,3,0.545,0.015,0.7050000000000001,0.495,0.485,0.18,25.0,24.4,0.7100000000000002,0.466,0.534,0.206,0.508,0.044,24.4,0.7100000000000002,0.466,0.534,0.206,0.508,0.044
335,0,1,6,0.565,0.045,0.815,0.55,0.43,0.16999999999999998,18.0,17.2,0.756,0.368,0.5780000000000001,0.1699999999999999,0.5559999999999999,0.046,17.2,0.756,0.368,0.5780000000000001,0.1699999999999999,0.5559999999999999,0.046
336,0,1,2,0.5449999999999999,0.030000000000000002,0.835,0.505,0.485,0.16999999999999998,25.5,24.0,0.772,0.546,0.4959999999999999,0.156,0.4519999999999999,0.044,24.0,0.772,0.546,0.4959999999999999,0.156,0.4519999999999999,0.044
337,1,0,1,0.56,0.105,0.71,0.54,0.475,0.14500000000000002,26.5,24.6,0.7379999999999999,0.472,0.552,0.192,0.5360000000000001,0.072,24.6,0.7379999999999999,0.472,0.552,0.192,0.5360000000000001,0.072
338,1,1,4,0.54,0.060000000000000005,0.685,0.51,0.475,0.22,20.5,26.4,0.724,0.4439999999999999,0.5439999999999999,0.196,0.502,0.0699999999999999,26.4,0.724,0.4439999999999999,0.5439999999999999,0.196,0.502,0.0699999999999999
339,0,0,5,0.43999999999999995,0.03,0.725,0.395,0.495,0.14500000000000002,24.5,23.0,0.74,0.488,0.454,0.1399999999999999,0.404,0.036,23.0,0.74,0.488,0.454,0.1399999999999999,0.404,0.036
340,1,0,0,0.6,0.07500000000000001,0.7050000000000001,0.575,0.5800000000000001,0.25,22.5,27.4,0.6819999999999999,0.5640000000000001,0.5700000000000001,0.252,0.5479999999999999,0.06,27.4,0.6819999999999999,0.5640000000000001,0.5700000000000001,0.252,0.5479999999999999,0.06
341,0,1,3,0.51,0.05,0.69,0.5,0.44,0.27,19.5,21.8,0.6839999999999999,0.4899999999999999,0.55,0.22,0.52,0.034,21.8,0.6839999999999999,0.4899999999999999,0.55,0.22,0.52,0.034
342,0,0,2,0.47,0.02,0.765,0.42,0.585,0.16499999999999998,23.5,25.8,0.76,0.532,0.498,0.148,0.462,0.052,25.8,0.76,0.532,0.498,0.148,0.462,0.052
343,1,1,6,0.5900000000000001,0.045,0.7050000000000001,0.575,0.425,0.19,25.5,20.6,0.754,0.386,0.564,0.178,0.542,0.044,20.6,0.754,0.386,0.564,0.178,0.542,0.044
344,0,0,5,0.44499999999999995,0.03,0.69,0.395,0.5,0.15,18.0,22.6,0.7459999999999999,0.508,0.4719999999999998,0.122,0.4279999999999999,0.032,22.6,0.7459999999999999,0.508,0.4719999999999998,0.122,0.4279999999999999,0.032
345,1,1,1,0.515,0.055,0.78,0.495,0.48,0.21,27.5,28.0,0.7479999999999999,0.488,0.538,0.172,0.522,0.076,28.0,0.7479999999999999,0.488,0.538,0.172,0.522,0.076
346,1,1,0,0.605,0.1,0.645,0.58,0.555,0.18,26.5,23.6,0.6980000000000001,0.616,0.558,0.224,0.5439999999999999,0.082,23.6,0.6980000000000001,0.616,0.558,0.224,0.5439999999999999,0.082
347,0,0,6,0.5700000000000001,0.065,0.665,0.535,0.31,0.16999999999999998,19.5,21.4,0.732,0.392,0.568,0.188,0.542,0.044,21.4,0.732,0.392,0.568,0.188,0.542,0.044
348,0,1,2,0.55,0.05,0.8049999999999999,0.53,0.44999999999999996,0.15,30.0,23.6,0.782,0.5599999999999999,0.498,0.15,0.454,0.044,23.6,0.782,0.5599999999999999,0.498,0.15,0.454,0.044
349,1,0,4,0.49,0.075,0.72,0.44,0.43,0.195,29.0,23.4,0.728,0.4439999999999999,0.534,0.246,0.5,0.06,23.4,0.728,0.4439999999999999,0.534,0.246,0.5,0.06
350,0,1,5,0.5,0.04,0.7649999999999999,0.45999999999999996,0.505,0.12,25.5,24.2,0.776,0.512,0.4619999999999999,0.152,0.426,0.036,24.2,0.776,0.512,0.4619999999999999,0.152,0.426,0.036
351,1,0,1,0.55,0.06,0.73,0.545,0.485,0.175,30.5,27.2,0.7539999999999999,0.504,0.518,0.202,0.504,0.0659999999999999,27.2,0.7539999999999999,0.504,0.518,0.202,0.504,0.0659999999999999
352,0,1,3,0.5,0.035,0.675,0.48,0.47,0.19,20.5,20.2,0.704,0.488,0.54,0.2,0.508,0.032,20.2,0.704,0.488,0.54,0.2,0.508,0.032
353,1,0,6,0.55,0.060000000000000005,0.6950000000000001,0.515,0.36,0.175,19.0,22.2,0.744,0.406,0.55,0.194,0.524,0.048,22.2,0.744,0.406,0.55,0.194,0.524,0.048
354,0,1,2,0.515,0.055,0.7,0.495,0.485,0.15,27.0,23.8,0.77,0.5439999999999999,0.518,0.138,0.482,0.056,23.8,0.77,0.5439999999999999,0.518,0.138,0.482,0.056
355,1,0,0,0.53,0.11499999999999999,0.7050000000000001,0.52,0.6950000000000001,0.16,18.0,25.0,0.716,0.5980000000000001,0.5559999999999998,0.208,0.54,0.094,25.0,0.716,0.5980000000000001,0.5559999999999998,0.208,0.54,0.094
356,0,1,4,0.55,0.04,0.7949999999999999,0.515,0.435,0.27,14.5,22.2,0.758,0.43,0.53,0.206,0.49,0.072,22.2,0.758,0.43,0.53,0.206,0.49,0.072
357,1,0,1,0.515,0.08,0.745,0.505,0.585,0.255,28.0,26.2,0.76,0.544,0.5040000000000001,0.2339999999999999,0.488,0.074,26.2,0.76,0.544,0.5040000000000001,0.2339999999999999,0.488,0.074
358,0,1,0,0.5549999999999999,0.085,0.7150000000000001,0.54,0.545,0.20500000000000002,33.5,26.0,0.72,0.5860000000000001,0.542,0.186,0.526,0.084,26.0,0.72,0.5860000000000001,0.542,0.186,0.526,0.084
359,1,0,3,0.595,0.02,0.7150000000000001,0.5449999999999999,0.54,0.17,21.0,21.6,0.724,0.514,0.54,0.176,0.506,0.028,21.6,0.724,0.514,0.54,0.176,0.506,0.028
360,1,0,4,0.515,0.085,0.785,0.49,0.415,0.165,31.5,23.6,0.7340000000000001,0.4019999999999999,0.51,0.202,0.478,0.088,23.6,0.7340000000000001,0.4019999999999999,0.51,0.202,0.478,0.088
361,0,1,5,0.43,0.055,0.7949999999999999,0.41,0.495,0.195,24.5,23.4,0.766,0.4840000000000001,0.456,0.18,0.422,0.044,23.4,0.766,0.4840000000000001,0.456,0.18,0.422,0.044
362,0,0,2,0.49,0.06,0.765,0.43,0.635,0.12,19.5,24.2,0.716,0.532,0.492,0.16,0.4559999999999999,0.0579999999999999,24.2,0.716,0.532,0.492,0.16,0.4559999999999999,0.0579999999999999
363,1,1,1,0.47,0.08,0.775,0.445,0.5449999999999999,0.27,26.0,26.2,0.76,0.532,0.504,0.2699999999999999,0.484,0.076,26.2,0.76,0.532,0.504,0.2699999999999999,0.484,0.076
364,1,0,0,0.505,0.08499999999999999,0.75,0.49,0.595,0.165,20.0,26.8,0.736,0.554,0.508,0.2,0.492,0.074,26.8,0.736,0.554,0.508,0.2,0.492,0.074
365,0,1,6,0.575,0.05,0.6599999999999999,0.55,0.39,0.235,24.0,25.0,0.72,0.396,0.54,0.19,0.516,0.054,25.0,0.72,0.396,0.54,0.19,0.516,0.054
366,1,1,3,0.5,0.025,0.7749999999999999,0.46499999999999997,0.515,0.14,22.5,22.2,0.774,0.518,0.526,0.156,0.4879999999999999,0.032,22.2,0.774,0.518,0.526,0.156,0.4879999999999999,0.032
367,0,0,5,0.505,0.035,0.8049999999999999,0.46499999999999997,0.485,0.145,22.5,21.6,0.7899999999999999,0.438,0.446,0.1599999999999999,0.414,0.056,21.6,0.7899999999999999,0.438,0.446,0.1599999999999999,0.414,0.056
368,1,0,2,0.485,0.05,0.7949999999999999,0.42,0.54,0.11499999999999999,13.5,21.8,0.728,0.494,0.49,0.158,0.4519999999999999,0.054,21.8,0.728,0.494,0.49,0.158,0.4519999999999999,0.054
369,0,1,4,0.5,0.08,0.735,0.485,0.365,0.26,18.0,23.8,0.7780000000000001,0.44,0.556,0.252,0.52,0.09,23.8,0.7780000000000001,0.44,0.556,0.252,0.52,0.09
370,1,1,0,0.46499999999999997,0.065,0.77,0.445,0.51,0.21000000000000002,32.5,25.0,0.756,0.546,0.492,0.188,0.4720000000000001,0.066,25.0,0.756,0.546,0.492,0.188,0.4720000000000001,0.066
371,0,0,1,0.52,0.08,0.745,0.495,0.52,0.32999999999999996,23.5,23.2,0.744,0.532,0.526,0.258,0.504,0.082,23.2,0.744,0.532,0.526,0.258,0.504,0.082
372,1,0,6,0.46499999999999997,0.07,0.74,0.435,0.385,0.165,27.0,25.4,0.702,0.3959999999999999,0.522,0.192,0.492,0.05,25.4,0.702,0.3959999999999999,0.522,0.192,0.492,0.05
373,0,1,5,0.4,0.08,0.76,0.365,0.31,0.16499999999999998,18.0,20.6,0.774,0.416,0.4599999999999999,0.142,0.426,0.056,20.6,0.774,0.416,0.4599999999999999,0.142,0.426,0.056
374,0,1,2,0.48,0.06,0.6799999999999999,0.45999999999999996,0.485,0.20500000000000002,24.0,20.4,0.742,0.4899999999999999,0.4939999999999999,0.164,0.458,0.054,20.4,0.742,0.4899999999999999,0.4939999999999999,0.164,0.458,0.054
375,1,0,3,0.54,0.05500000000000001,0.76,0.515,0.54,0.18,22.0,23.4,0.75,0.526,0.524,0.166,0.49,0.036,23.4,0.75,0.526,0.524,0.166,0.49,0.036
376,1,0,4,0.6599999999999999,0.125,0.8049999999999999,0.595,0.53,0.255,22.0,22.8,0.782,0.456,0.576,0.2339999999999999,0.536,0.096,22.8,0.782,0.456,0.576,0.2339999999999999,0.536,0.096
377,0,1,0,0.47,0.05,0.775,0.43000000000000005,0.45499999999999996,0.235,27.0,27.8,0.768,0.482,0.502,0.204,0.47,0.05,27.8,0.768,0.482,0.502,0.204,0.47,0.05
378,0,0,6,0.495,0.055,0.73,0.48,0.43,0.195,25.5,24.6,0.73,0.408,0.516,0.19,0.4859999999999999,0.0419999999999999,24.6,0.73,0.408,0.516,0.19,0.4859999999999999,0.0419999999999999
379,1,1,1,0.525,0.095,0.735,0.495,0.5449999999999999,0.24,18.5,21.0,0.746,0.504,0.51,0.2619999999999999,0.478,0.0799999999999999,21.0,0.746,0.504,0.51,0.2619999999999999,0.478,0.0799999999999999
